O,D,Bike_time,Bike_dist
56,100,2624.79,13.07
56,101,3657.14,18.26
56,102,3819.31,18.41
56,103,1794.95,8.89
56,104,1288.79,6.4
56,105,2322.36,11.5
56,106,1853.32,8.8
56,107,3167.21,14.04
56,108,4098.85,20.36
56,109,3279.3,16.3
56,110,3983.04,19.52
56,111,3881.67,19.34
56,112,3436.49,17.17
56,113,6074.22,29.14
56,114,3027.42,15.14
57,1,2201.67,10.88
57,2,2129.86,10.43
57,3,1922.62,9.38
57,4,2230.58,11.03
57,5,2620.09,12.83
57,6,2114.97,10.27
57,7,2390.52,11.67
57,8,554.58,2.65
57,9,1852.35,9.06
57,10,422.42,2.02
57,11,1825.35,8.23
57,12,1438.77,6.81
57,13,3127.09,15.43
57,14,2500.66,12.1
57,15,1516.4,7.37
57,16,3087.57,14.96
57,17,2725.75,13.42
57,18,2189.92,10.79
57,19,4205.2,20.58
57,20,1774.94,8.42
57,21,2250.7,11.01
57,22,1845.91,9.01
57,23,2438.69,12.07
57,24,1511.27,7.17
57,25,2878.75,14.27
57,26,3508.86,17.4
57,27,1957.57,9.58
57,28,2511.11,12.34
57,29,2068.71,10.11
57,30,2849.22,14.1
57,31,2899.71,14.22
57,32,2498.84,12.4
57,33,2492.44,12.26
57,34,2046.74,9.61
57,35,2561.52,12.62
57,36,745.09,3.6
57,37,1819.16,8.89
57,38,945.97,4.6
57,39,3729.27,18.51
57,40,5571.61,26.96
57,41,2192.79,10.75
57,42,1293.84,6.29
57,43,984.44,4.8
57,44,5194.76,24.37
57,45,1699.87,8.34
57,46,3472.32,17.24
57,47,4286.64,21.22
57,48,3925.83,19.3
57,49,4720.96,23.45
57,50,4511.33,21.75
57,51,4316.33,21.25
57,52,2810.75,13.92
57,53,4506.28,21.91
57,54,3050.12,14.95
57,55,2794.03,13.79
57,56,1435.46,7
57,57,0,0
57,58,4380.27,21.75
57,59,4042.52,19.98
57,60,2428.67,12
57,61,1489.11,7.2
57,62,3365.68,16.62
57,63,3748.25,18.5
57,64,5500.62,26.99
57,65,5174.9,25.36
57,66,2282.07,11.13
57,67,1929.74,9.47
57,68,2275.39,11.24
57,69,1541.72,7.48
57,70,1896.31,8.92
57,71,3106.36,15.33
57,72,3437.75,16.91
57,73,3594.12,17.69
57,74,3144.77,15.63
57,75,4886.96,23.92
57,76,5483.33,27.26
57,77,5866.14,29.02
57,78,3704.14,18.14
57,79,3119.14,15.3
57,80,1236.02,5.97
57,81,1358.46,6.6
57,82,1910.87,9.41
57,83,2933.77,13.87
57,84,2201.03,10.8
57,85,3346.83,16.56
57,86,2843.72,13.89
57,87,3104.27,15.37
57,88,3716.98,18.36
57,89,1927.43,9.32
57,90,1125.1,5.48
57,91,614.68,2.41
57,92,3340.51,16.42
57,93,3100.38,15.22
57,94,2420.19,12.01
57,95,2729.48,13.37
57,96,4009.37,19.77
57,97,2257.31,11.19
57,98,2581.43,12.81
57,99,3942.4,19.56
57,100,3064.53,15.11
57,101,2707.02,13.3
57,102,4629.6,22.31
57,103,1270.76,6.26
57,104,887.92,4.3
57,105,1347.48,6.47
57,106,938.57,3.86
57,107,1999.19,8.11
57,108,3751.86,18.53
57,109,3024.05,14.95
57,110,3636.05,17.69
57,111,3534.68,17.51
57,112,3055.6,14.69
57,113,6075.04,29.03
57,114,2680.42,13.31
58,1,2584.84,12.91
58,2,3427.51,17.12
58,3,2638.57,12.94
58,4,2163.92,10.81
58,5,1979.52,9.76
58,6,3205.81,15.91
58,7,2122.65,10.61
58,8,4512.94,22.51
58,9,3405.86,17.02
58,10,3950.9,19.7
58,11,3472.25,16.71
58,12,3431.67,16.86
58,13,3230.24,16.09
58,14,5751.59,28.51
58,15,5293.98,26.39
58,16,4270.37,21.08
58,17,4013.39,20.06
58,18,3624.14,18.1
58,19,4319.42,21.46
58,20,2913.06,14.56
58,21,3877.58,19.34
58,22,3502.19,17.49
58,23,2378.26,11.88
58,24,2905.52,14.53
58,25,2861.1,14.3
58,26,888.56,4.42
58,27,2709.8,13.48
58,28,1857,9.28
58,29,2397.37,11.83
58,30,1580.79,7.89
58,31,1506.26,7.53
58,32,2731.67,13.64
58,33,4687.86,23.41
58,34,4669.27,23.17
58,35,5249.08,26.06
58,36,3286.97,16.38
58,37,2959.19,14.64
58,38,3847.85,19.21
58,39,1972.19,9.74
58,40,2186.26,10.4
58,41,5795.11,28.96
58,42,4714.22,23.55
58,43,5111.12,25.5
58,44,7250.3,36.02
58,45,3124.93,15.58
58,46,1872.81,9.24
58,47,1868.03,9.18
58,48,533.06,2.67
58,49,413.71,2.06
58,50,1080.28,4.92
58,51,995.12,4.98
58,52,2108.34,10.44
58,53,6572.81,32.46
58,54,5772.6,28.8
58,55,5336.25,26.66
58,56,3780.08,18.89
58,57,4251.05,21.2
58,58,0,0
58,59,766.56,3.83
58,60,3944.08,19.7
58,61,3803.68,19
58,62,5091.95,25.45
58,63,5177.19,25.79
58,64,1626.31,7.95
58,65,1815.56,8.89
58,66,2273.7,11.37
58,67,2894.23,14.4
58,68,2688.9,13.32
58,69,2756.25,13.62
58,70,2623.09,12.65
58,71,4584.13,22.87
58,72,2385.5,11.56
58,73,898.23,4.42
58,74,1796.95,8.76
58,75,1565.75,7.64
58,76,1174.81,5.8
58,77,1557.62,7.55
58,78,4991.17,24.71
58,79,3984.23,19.82
58,80,4967.33,24.78
58,81,5089.77,25.41
58,82,4209.89,20.93
58,83,3183.64,15.91
58,84,3028.87,15.13
58,85,1224.19,6.07
58,86,1980.71,9.58
58,87,1445.93,7.21
58,88,5738.71,28.64
58,89,5147.9,25.64
58,90,4411.21,22.02
58,91,4364.69,21.16
58,92,1094.05,5.47
58,93,1354.54,6.77
58,94,1846.97,9.24
58,95,1843.96,9.22
58,96,507.49,2.54
58,97,3516.32,17.56
58,98,3479.15,17.04
58,99,490.32,2.43
58,100,1282.54,6.41
58,101,4126.65,20.6
58,102,6487.91,31.74
58,103,3306.74,16.4
58,104,3569.54,17.83
58,105,3971.95,19.79
58,106,4620.42,22.61
58,107,5321.67,24.82
58,108,910.16,4.55
58,109,1293.15,6.42
58,110,1206.79,5.87
58,111,963.1,4.82
58,112,2623.72,12.83
58,113,2463.84,11.05
58,114,1722.22,8.61
59,1,2750.2,13.74
59,2,3087.38,15.42
59,3,2631.09,12.9
59,4,2329.28,11.64
59,5,2144.88,10.59
59,6,2865.69,14.21
59,7,2115.17,10.58
59,8,4172.81,20.81
59,9,3571.22,17.85
59,10,3712.1,18.09
59,11,3637.61,17.54
59,12,3597.03,17.69
59,13,3395.6,16.92
59,14,5916.96,29.34
59,15,5459.34,27.22
59,16,4435.73,21.9
59,17,4178.75,20.88
59,18,3789.5,18.93
59,19,4484.78,22.29
59,20,3132.28,15.66
59,21,3537.46,17.64
59,22,3162.07,15.79
59,23,2543.62,12.71
59,24,2898.03,14.49
59,25,3026.46,15.12
59,26,1068.78,5.34
59,27,2492.51,12.43
59,28,1849.51,9.25
59,29,2057.24,10.13
59,30,1646.01,8.2
59,31,1498.77,7.49
59,32,2219.55,10.87
59,33,4853.23,24.24
59,34,4834.63,24
59,35,5414.44,26.89
59,36,3153.99,15.64
59,37,3054.44,15.19
59,38,4013.21,20.03
59,39,1549.2,7.62
59,40,2127.31,10.07
59,41,5960.47,29.78
59,42,4879.58,24.38
59,43,4771,23.8
59,44,7415.66,36.85
59,45,2784.8,13.88
59,46,1449.82,7.13
59,47,1744.94,8.57
59,48,452.77,2.26
59,49,1095.08,5.46
59,50,1036.73,4.7
59,51,872.03,4.36
59,52,1768.22,8.73
59,53,6738.17,33.29
59,54,5937.97,29.62
59,55,5501.61,27.48
59,56,4027.85,20.1
59,57,4011.58,19.98
59,58,853.26,4.27
59,59,0,0
59,60,4109.44,20.52
59,61,3463.55,17.3
59,62,5257.31,26.28
59,63,5342.56,26.61
59,64,2056.33,10.1
59,65,1730.61,8.47
59,66,2044.41,10.17
59,67,2554.1,12.7
59,68,2348.77,11.62
59,69,2605.09,12.86
59,70,2377.06,11.42
59,71,4749.49,23.69
59,72,1909.59,9.23
59,73,738.06,3.67
59,74,1321.04,6.43
59,75,1442.66,7.03
59,76,1855.72,9.2
59,77,2238.53,10.95
59,78,5156.53,25.53
59,79,4149.59,20.65
59,80,5132.69,25.61
59,81,5255.13,26.23
59,82,4375.25,21.76
59,83,3349.01,16.73
59,84,3194.24,15.96
59,85,1626.81,8.11
59,86,2146.07,10.41
59,87,1640.9,8.2
59,88,5904.07,29.47
59,89,5313.26,26.47
59,90,4576.57,22.85
59,91,4530.06,21.98
59,92,1086.57,5.43
59,93,1251.98,6.24
59,94,1486.57,7.43
59,95,1662.56,8.31
59,96,779.9,3.9
59,97,3176.2,15.86
59,98,3003.24,14.72
59,99,1138.66,5.66
59,100,1275.05,6.38
59,101,3786.53,18.9
59,102,6653.27,32.57
59,103,2966.61,14.7
59,104,3229.42,16.13
59,105,3631.83,18.09
59,106,4785.78,23.43
59,107,4981.54,23.12
59,108,331.87,1.66
59,109,953.02,4.71
59,110,783.79,3.75
59,111,622.98,3.12
59,112,2147.81,10.5
59,113,2630.75,12.14
59,114,1382.1,6.91
60,1,1655.35,8.28
60,2,3710.68,18.51
60,3,2362.08,11.74
60,4,2065.21,10.33
60,5,2319.03,11.45
60,6,3799.74,18.8
60,7,2566.34,12.8
60,8,2549.46,12.69
60,9,1044.83,5.22
60,10,2102.55,10.45
60,11,1626.14,7.35
60,12,1464.01,7.29
60,13,1281.95,6.36
60,14,1901.69,9.38
60,15,1923.19,9.55
60,16,792.94,3.7
60,17,431.12,2.16
60,18,623.56,3.09
60,19,2258.14,11.01
60,20,1811.37,8.93
60,21,4121.52,20.54
60,22,3520.68,17.56
60,23,1819.94,9.1
60,24,1978.71,9.38
60,25,2187.86,10.55
60,26,3291.57,16.46
60,27,2259.88,10.79
60,28,2602.83,13.01
60,29,3336.41,16.5
60,30,2631.94,13.16
60,31,2885.79,14.26
60,32,3811.93,18.92
60,33,820.24,4.1
60,34,874.94,4.37
60,35,1579.17,7.84
60,36,1907.1,9.3
60,37,1711.71,8.43
60,38,1573.32,7.83
60,39,4996.97,24.91
60,40,6279.91,30.68
60,41,2159.15,10.68
60,42,1335.57,6.68
60,43,2979.32,14.84
60,44,3642.79,18.07
60,45,3215.06,16.03
60,46,4740.02,23.63
60,47,5554.34,27.61
60,48,4512.22,22.55
60,49,4503.67,22.51
60,50,5059.43,24.81
60,51,5024.64,24.97
60,52,4078.45,20.31
60,53,2757.08,13.39
60,54,1904.99,9.48
60,55,1468.63,7.34
60,56,1053.86,5.24
60,57,2267.58,11.3
60,58,4162.98,20.82
60,59,4399.63,21.99
60,60,0,0
60,61,3299.96,16.46
60,62,1436.61,7.18
60,63,1819.18,9.06
60,64,5717.55,28.48
60,65,5883.21,29.08
60,66,2721.54,13.49
60,67,3286.98,16.31
60,68,3622.56,17.93
60,69,2341.59,11.67
60,70,3164,15.31
60,71,1164,5.82
60,72,4705.45,23.31
60,73,3583.51,17.92
60,74,4412.47,22.02
60,75,5595.26,27.64
60,76,5266.05,26.33
60,77,5648.86,28.08
60,78,1775.06,8.7
60,79,824.52,4.03
60,80,1833.47,9.12
60,81,2319.41,11.59
60,82,550.82,2.75
60,83,1280.88,6.4
60,84,1186.3,5.93
60,85,3129.55,15.62
60,86,2626.44,12.96
60,87,2886.98,14.44
60,88,1922.98,9.58
60,89,1594.69,7.91
60,90,1270.32,6.35
60,91,2201.69,10.47
60,92,3290.88,16.45
60,93,3112.89,15.4
60,94,3065.15,15.28
60,95,3017.85,15.05
60,96,3818.32,19.08
60,97,4010.42,20.01
60,98,4334.53,21.63
60,99,3725.11,18.63
60,100,3105.64,15.52
60,101,4577.84,22.83
60,102,2880.4,13.79
60,103,2715.65,13.45
60,104,2209.49,10.96
60,105,3149.23,15.62
60,106,2680.19,12.92
60,107,3994.07,18.16
60,108,4329.28,21.64
60,109,3482.1,17.25
60,110,4373.4,21.54
60,111,3849.24,18.92
60,112,4357.2,21.73
60,113,6555.07,31.58
60,114,3948.12,19.7
61,1,2660.37,13.25
61,2,720.09,3.57
61,3,2268.37,11.27
61,4,2776.87,13.83
61,5,3069.39,15.13
61,6,1077.7,4.98
61,7,2000.82,9.94
61,8,925.7,4.56
61,9,2884.32,14.34
61,10,1377.81,6.89
61,11,2857.32,13.51
61,12,2096.56,10.31
61,13,3578.39,17.79
61,14,3701.42,18.27
61,15,2978.83,14.85
61,16,4119.53,20.25
61,17,3757.72,18.71
61,18,3221.89,16.07
61,19,4667.57,23.16
61,20,2407.44,11.98
61,21,840.92,4.15
61,22,436.14,2.15
61,23,2897.39,14.43
61,24,2173.19,10.81
61,25,3337.45,16.63
61,26,2946.82,14.7
61,27,1774.74,8.82
61,28,2424.21,12.01
61,29,1509.48,7.41
61,30,2763.54,13.71
61,31,2345.54,11.7
61,32,1461.57,7.11
61,33,3680.96,18.37
61,34,3235.25,15.72
61,35,3750.04,18.73
61,36,1754.21,8.75
61,37,2329.6,11.51
61,38,1977.93,9.89
61,39,3170.04,15.81
61,40,5012.37,24.26
61,41,3655.23,18.22
61,42,2421.17,11.94
61,43,1523.88,7.55
61,44,6395.52,30.54
61,45,664.93,3.06
61,46,2913.09,14.54
61,47,3727.4,18.52
61,48,3366.6,16.6
61,49,4172.34,20.8
61,50,3952.1,19.05
61,51,3757.09,18.55
61,52,2026.36,9.88
61,53,5694.8,28.02
61,54,4238.64,21.06
61,55,3982.54,19.9
61,56,2467.43,12.29
61,57,1349.21,6.56
61,58,3838.65,19.18
61,59,3483.29,17.28
61,60,3460.64,17.28
61,61,0,0
61,62,4554.2,22.73
61,63,4936.77,24.61
61,64,4941.39,24.29
61,65,4615.67,22.66
61,66,1603.62,7.99
61,67,894.8,4.19
61,68,1238.12,5.95
61,69,1215.8,6.05
61,70,1337.07,6.22
61,71,4490.6,22.37
61,72,2502.66,12.13
61,73,2813.11,13.93
61,74,2585.53,12.93
61,75,4327.72,21.22
61,76,4932.98,24.53
61,77,5315.79,26.29
61,78,4892.65,24.25
61,79,4151.11,20.58
61,80,2652.18,13.24
61,81,2774.62,13.86
61,82,2942.84,14.7
61,83,3447.88,17.19
61,84,3144.46,15.67
61,85,3017.9,15.03
61,86,3121.64,15.24
61,87,2945.49,14.44
61,88,4905.5,24.47
61,89,3097.73,15.39
61,90,2157.06,10.77
61,91,1901.6,8.88
61,92,2723.64,13.59
61,93,2384.43,11.84
61,94,1860.96,9.31
61,95,1927.98,9.61
61,96,3322.9,16.54
61,97,1081.02,5.17
61,98,1544.16,7.52
61,99,3315.7,16.5
61,100,2666.14,13.3
61,101,1297.25,6.44
61,102,5818.12,28.42
61,103,633.21,3.17
61,104,1218.62,6.09
61,105,384.71,1.85
61,106,1846.92,8.46
61,107,1734.43,6.88
61,108,3192.62,15.83
61,109,2464.81,12.25
61,110,3076.81,14.99
61,111,2975.44,14.81
61,112,2018.33,9.4
61,113,5515.81,26.33
61,114,2121.18,10.61
62,1,2777.82,13.89
62,2,4959.06,24.75
62,3,3703.91,18.5
62,4,3125.15,15.63
62,5,3206.6,15.89
62,6,5048.12,25.04
62,7,3728.37,18.61
62,8,3797.84,18.93
62,9,2386.28,11.93
62,10,3350.93,16.69
62,11,2967.59,14.06
62,12,2805.45,14
62,13,2045,10.18
62,14,1656.43,7.77
62,15,2588.88,12.88
62,16,1256.56,6.02
62,17,1194.18,5.97
62,18,1801.9,8.9
62,19,3021.19,14.82
62,20,3085.29,15.04
62,21,5369.9,26.78
62,22,4769.06,23.8
62,23,2707.51,13.54
62,24,3320.16,16.09
62,25,3064.23,14.99
62,26,4179.15,20.9
62,27,3682.26,18.03
62,28,3649.99,18.25
62,29,4584.8,22.74
62,30,3519.51,17.6
62,31,4110.16,20.55
62,32,5060.31,25.16
62,33,841.17,4.21
62,34,1537,7.23
62,35,875.75,4.32
62,36,3248.54,16.01
62,37,3053.16,15.13
62,38,2821.71,14.07
62,39,6245.36,31.15
62,40,7167.49,35.12
62,41,2306.13,11.53
62,42,2144.96,10.73
62,43,4227.7,21.08
62,44,2502.15,12.32
62,45,4463.44,22.28
62,46,5988.4,29.87
62,47,6802.72,33.86
62,48,5399.8,26.99
62,49,5391.25,26.95
62,50,5947.01,29.24
62,51,5912.21,29.41
62,52,5326.84,26.55
62,53,1675.03,7.94
62,54,933.28,4.21
62,55,636.39,2.77
62,56,2345.73,11.56
62,57,3515.96,17.54
62,58,5050.56,25.25
62,59,5287.21,26.43
62,60,1365.28,6.83
62,61,4548.34,22.7
62,62,0,0
62,63,506.75,2.51
62,64,6605.13,32.92
62,65,6770.79,33.52
62,66,4006.77,19.58
62,67,4535.37,22.56
62,68,4870.94,24.17
62,69,3683.04,18.38
62,70,4412.39,21.55
62,71,582.29,2.9
62,72,5953.83,29.55
62,73,4467.01,22.34
62,74,5660.85,28.26
62,75,6482.84,32.08
62,76,6153.62,30.76
62,77,6536.44,32.52
62,78,508.4,2.37
62,79,1645.36,8.1
62,80,2785.19,13.88
62,81,3271.13,16.35
62,82,1799.2,9
62,83,2043.93,10.22
62,84,2251.98,11.26
62,85,4017.12,20.06
62,86,3514.01,17.39
62,87,3774.56,18.87
62,88,782.68,3.87
62,89,1685.64,8.36
62,90,2518.71,12.59
62,91,3450.07,16.71
62,92,4174.38,20.87
62,93,4337.27,21.69
62,94,4834.05,24.16
62,95,4179.88,20.87
62,96,4705.9,23.52
62,97,5258.8,26.25
62,98,5582.92,27.87
62,99,4612.69,23.06
62,100,3993.22,19.96
62,101,5826.23,29.07
62,102,1739.75,8.04
62,103,3964.03,19.69
62,104,3457.87,17.2
62,105,4397.61,21.86
62,106,3928.57,19.17
62,107,5242.45,24.4
62,108,5216.86,26.07
62,109,4706.47,23.53
62,110,5420.64,26.94
62,111,4850.06,24.25
62,112,5605.58,27.97
62,113,7442.65,36.02
62,114,5196.5,25.94
63,1,3201.71,16.01
63,2,5382.94,26.87
63,3,4127.79,20.62
63,4,3549.04,17.75
63,5,3630.49,18.01
63,6,5472.01,27.16
63,7,4152.26,20.73
63,8,4221.73,21.05
63,9,2810.16,14.05
63,10,3774.81,18.81
63,11,3391.47,16.18
63,12,3229.34,16.12
63,13,2468.89,12.3
63,14,1711.33,8
63,15,3012.76,15
63,16,1680.44,8.14
63,17,1618.06,8.09
63,18,2225.78,11.01
63,19,3445.07,16.94
63,20,3509.17,17.16
63,21,5793.79,28.9
63,22,5192.95,25.92
63,23,3131.4,15.66
63,24,3744.04,18.21
63,25,3488.11,17.11
63,26,4603.03,23.02
63,27,4106.15,20.15
63,28,4073.87,20.37
63,29,5008.68,24.86
63,30,3943.4,19.72
63,31,4534.04,22.67
63,32,5484.19,27.28
63,33,1265.05,6.33
63,34,1960.88,9.35
63,35,1215.09,5.62
63,36,3672.43,18.13
63,37,3477.04,17.25
63,38,3245.59,16.19
63,39,6669.24,33.27
63,40,7591.37,37.24
63,41,2491.36,11.92
63,42,2568.85,12.84
63,43,4651.58,23.2
63,44,2137.41,10.07
63,45,4887.32,24.4
63,46,6412.29,31.99
63,47,7226.6,35.98
63,48,5823.68,29.11
63,49,5815.13,29.07
63,50,6370.89,31.36
63,51,6336.1,31.53
63,52,5750.72,28.67
63,53,1630.06,7.72
63,54,988.18,4.44
63,55,896.4,4.03
63,56,2769.61,13.68
63,57,3939.84,19.66
63,58,5474.44,27.37
63,59,5711.09,28.55
63,60,1789.16,8.95
63,61,4972.22,24.82
63,62,430.42,2.15
63,63,0,0
63,64,7029.01,35.04
63,65,7194.67,35.64
63,66,4430.65,21.7
63,67,4959.25,24.67
63,68,5294.82,26.29
63,69,4106.92,20.5
63,70,4836.27,23.67
63,71,726.05,3.63
63,72,6377.71,31.67
63,73,4890.9,24.46
63,74,6084.73,30.38
63,75,6906.72,34.2
63,76,6577.5,32.88
63,77,6960.32,34.63
63,78,543.57,2.54
63,79,1606.29,7.86
63,80,3209.07,16
63,81,3695.01,18.46
63,82,2223.08,11.12
63,83,2467.81,12.34
63,84,2675.86,13.38
63,85,4441.01,22.18
63,86,3937.9,19.51
63,87,4198.44,20.99
63,88,718.16,3.46
63,89,2044.54,9.7
63,90,2942.59,14.71
63,91,3873.95,18.83
63,92,4598.26,22.99
63,93,4761.15,23.81
63,94,5257.93,26.28
63,95,4603.76,22.98
63,96,5129.78,25.64
63,97,5682.68,28.37
63,98,6006.8,29.99
63,99,5036.57,25.18
63,100,4417.1,22.08
63,101,6250.11,31.19
63,102,1375.02,5.79
63,103,4387.92,21.81
63,104,3881.76,19.32
63,105,4821.49,23.98
63,106,4352.45,21.29
63,107,5666.34,26.52
63,108,5640.74,28.19
63,109,5130.35,25.65
63,110,5844.53,29.06
63,111,5273.95,26.37
63,112,6029.46,30.09
63,113,7866.53,38.14
63,114,5620.38,28.06
64,1,4149.93,20.61
64,2,4556.41,22.6
64,3,4242.39,20.73
64,4,3729.01,18.51
64,5,3544.61,17.46
64,6,4334.72,21.4
64,7,3726.47,18.41
64,8,5641.85,27.99
64,9,4970.95,24.72
64,10,5181.13,25.27
64,11,5037.34,24.41
64,12,4996.76,24.56
64,13,4795.33,23.79
64,14,7316.69,36.21
64,15,6859.07,34.09
64,16,5835.46,28.77
64,17,5578.48,27.75
64,18,5189.23,25.8
64,19,5884.51,29.16
64,20,4478.15,22.25
64,21,5006.49,24.83
64,22,4631.1,22.98
64,23,3943.35,19.58
64,24,4509.33,22.32
64,25,4426.19,21.99
64,26,2441.66,12.08
64,27,4313.62,21.27
64,28,3460.81,17.08
64,29,3526.27,17.31
64,30,3145.88,15.59
64,31,3110.07,15.33
64,32,3632.43,17.75
64,33,6252.96,31.11
64,34,6234.36,30.87
64,35,6814.17,33.76
64,36,4890.79,24.18
64,37,4524.29,22.34
64,38,5412.94,26.9
64,39,1839.26,8.99
64,40,847.68,3.65
64,41,7360.2,36.65
64,42,6279.31,31.25
64,43,6240.03,30.98
64,44,8815.39,43.72
64,45,4253.84,21.07
64,46,2146.86,10.54
64,47,1483.64,7.35
64,48,1581.44,7.73
64,49,1217.34,5.95
64,50,1730.11,8.15
64,51,1214.49,5.98
64,52,3184.29,15.64
64,53,8137.9,40.16
64,54,7337.7,36.49
64,55,6901.34,34.35
64,56,5345.17,26.59
64,57,5480.62,27.17
64,58,1623.39,7.93
64,59,1900.68,9.33
64,60,5509.17,27.39
64,61,4932.58,24.48
64,62,6657.04,33.15
64,63,6742.29,33.48
64,64,0,0
64,65,486.68,2.34
64,66,3740.58,18.42
64,67,4023.13,19.89
64,68,3761.3,18.36
64,69,4373.31,21.63
64,70,4105.68,19.87
64,71,6149.22,30.56
64,72,3322.47,16.12
64,73,2443.24,11.92
64,74,2733.92,13.32
64,75,673.04,3.37
64,76,779.31,3.39
64,77,929.36,4.08
64,78,6556.26,32.4
64,79,5549.32,27.52
64,80,6532.42,32.48
64,81,6654.86,33.1
64,82,5774.98,28.63
64,83,4748.74,23.6
64,84,4593.97,22.83
64,85,2777.29,13.73
64,86,3545.8,17.28
64,87,2999.02,14.87
64,88,7303.8,36.34
64,89,6712.99,33.34
64,90,5976.3,29.72
64,91,5929.79,28.85
64,92,2697.87,13.26
64,93,2899.54,14.27
64,94,2996.2,14.81
64,95,3447.78,17.01
64,96,2089.36,10.26
64,97,4645.23,23.05
64,98,4416.12,21.6
64,99,2043.41,10.09
64,100,2886.35,14.21
64,101,5255.56,26.08
64,102,8053,39.44
64,103,4435.64,21.88
64,104,4698.45,23.31
64,105,5100.86,25.28
64,106,6185.51,30.3
64,107,6450.58,30.31
64,108,1937.69,9.45
64,109,2653.61,13.09
64,110,2196.67,10.64
64,111,2405.1,11.85
64,112,3560.69,17.39
64,113,842.59,3.13
64,114,2862.29,14.1
65,1,4261.87,21.04
65,2,4285.96,21.17
65,3,4142.76,20.2
65,4,3840.95,18.93
65,5,3656.55,17.89
65,6,4064.27,19.96
65,7,3626.84,17.87
65,8,5371.39,26.56
65,9,5082.89,25.14
65,10,4910.68,23.84
65,11,5149.28,24.84
65,12,4518.79,22.3
65,13,4907.27,24.22
65,14,7413.2,36.53
65,15,6690.61,33.12
65,16,5947.4,29.2
65,17,5690.43,28.18
65,18,5301.17,26.23
65,19,5996.45,29.59
65,20,4643.95,22.96
65,21,4736.03,23.39
65,22,4360.64,21.54
65,23,4055.29,20.01
65,24,4409.7,21.79
65,25,4538.13,22.42
65,26,2629.71,13.04
65,27,3969.9,19.56
65,28,3361.18,16.54
65,29,3255.82,15.88
65,30,3157.69,15.5
65,31,3010.44,14.79
65,32,3361.97,16.32
65,33,6364.9,31.54
65,34,6346.3,31.3
65,35,6926.11,34.18
65,36,4466.68,22.01
65,37,4566.11,22.49
65,38,5128.05,25.35
65,39,1455.16,6.92
65,40,396.49,1.64
65,41,7367,36.49
65,42,6132.94,30.21
65,43,5969.58,29.55
65,44,8927.33,44.15
65,45,3983.38,19.63
65,46,1762.77,8.47
65,47,1099.54,5.28
65,48,1310.98,6.29
65,49,1405.4,6.91
65,50,1459.65,6.71
65,51,944.04,4.54
65,52,2913.83,14.2
65,53,8249.84,40.58
65,54,7449.64,36.92
65,55,7013.28,34.78
65,56,5530.08,27.29
65,57,5210.16,25.73
65,58,1811.44,8.89
65,59,1630.23,7.89
65,60,5621.11,27.82
65,61,4662.13,23.05
65,62,6768.98,33.57
65,63,6854.23,33.91
65,64,512.19,2.47
65,65,0,0
65,66,3521.79,17.29
65,67,3752.68,18.45
65,68,3490.84,16.92
65,69,4102.85,20.19
65,70,3835.22,18.43
65,71,6261.16,30.99
65,72,2521.45,12.18
65,73,2249.73,10.97
65,74,1990.71,9.61
65,75,423.84,2.12
65,76,1021.08,4.9
65,77,1287.61,5.85
65,78,6668.2,32.83
65,79,5661.26,27.95
65,80,6363.95,31.5
65,81,6486.39,32.13
65,82,5886.92,29.05
65,83,4860.68,24.03
65,84,4705.91,23.26
65,85,2965.34,14.69
65,86,3657.74,17.7
65,87,3152.57,15.5
65,88,7415.74,36.77
65,89,6809.5,33.66
65,90,5868.84,29.03
65,91,5804.56,28.09
65,92,2598.24,12.73
65,93,2756.57,13.52
65,94,2725.74,13.37
65,95,3139.95,15.44
65,96,2057.05,10.03
65,97,4374.78,21.61
65,98,4145.66,20.17
65,99,2231.46,11.05
65,100,2786.72,13.67
65,101,4985.1,24.64
65,102,8164.94,39.87
65,103,4165.19,20.45
65,104,4428,21.88
65,105,4830.4,23.84
65,106,6060.29,29.54
65,107,6180.12,28.87
65,108,1667.23,8.01
65,109,2383.15,11.66
65,110,1926.22,9.2
65,111,2134.65,10.41
65,112,3290.23,15.96
65,113,956.61,4
65,114,2591.83,12.67
66,1,1368.08,6.81
66,2,1813.1,9
66,3,941.45,4.6
66,4,1487.3,7.44
66,5,1677.49,8.23
66,6,1808.65,8.82
66,7,608.92,3.04
66,8,1719.49,8.6
66,9,1735.13,8.61
66,10,1581.15,7.5
66,11,1608.36,7.4
66,12,1536.07,7.61
66,13,2286.1,11.35
66,14,4029.31,19.69
66,15,3306.72,16.28
66,16,3206.44,15.64
66,17,2844.63,14.09
66,18,2264.17,11.21
66,19,3375.28,16.72
66,20,1115.15,5.54
66,21,2263.17,11.23
66,22,1606.21,7.97
66,23,1605.1,7.99
66,24,880.9,4.37
66,25,2045.16,10.19
66,26,1506.97,7.48
66,27,482.45,2.38
66,28,1032.31,5.11
66,29,928.71,4.5
66,30,1371.65,6.81
66,31,907.79,4.48
66,32,1504.13,7.52
66,33,3327.9,16.53
66,34,3150.24,15.56
66,35,3730.05,18.45
66,36,1262.36,6.23
66,37,1037.31,5.07
66,38,1860.58,9.09
66,39,2589.27,12.91
66,40,4021.54,19.17
66,41,3983.11,19.65
66,42,2749.05,13.36
66,43,2547.11,12.74
66,44,6150.45,30.49
66,45,1327.96,6.58
66,46,2332.32,11.63
