O,D,Bike_time,Bike_dist
22,5,3186.18,15.67
22,6,743.91,3.51
22,7,2117.61,10.48
22,8,1282.5,6.37
22,9,3100.41,15.42
22,10,1593.9,7.97
22,11,3017.44,14.38
22,12,2312.65,11.39
22,13,3695.18,18.33
22,14,3917.51,19.35
22,15,3194.92,15.93
22,16,4335.62,21.33
22,17,3973.81,19.79
22,18,3437.98,17.15
22,19,4784.36,23.7
22,20,2524.23,12.52
22,21,668.6,3.32
22,22,0,0
22,23,3014.18,14.97
22,24,2289.98,11.35
22,25,3454.24,17.17
22,26,3028.83,15.12
22,27,1891.53,9.36
22,28,2541,12.54
22,29,1351.38,6.62
22,30,2880.33,14.25
22,31,2462.33,12.24
22,32,1127.79,5.64
22,33,3897.05,19.45
22,34,3451.34,16.8
22,35,3966.13,19.81
22,36,1970.3,9.83
22,37,2446.39,12.05
22,38,2194.02,10.97
22,39,2829.5,14.11
22,40,4712.4,22.76
22,41,3871.32,19.31
22,42,2637.26,13.02
22,43,1880.68,9.37
22,44,6611.61,31.62
22,45,570.92,2.82
22,46,2546.74,12.7
22,47,3386.86,16.81
22,48,3066.63,15.1
22,49,3872.37,19.3
22,50,3652.13,17.55
22,51,3457.13,17.05
22,52,1692.57,8.42
22,53,5910.89,29.1
22,54,4454.73,22.14
22,55,4198.63,20.98
22,56,2683.52,13.37
22,57,1706.02,8.37
22,58,3538.68,17.68
22,59,3183.32,15.78
22,60,3676.73,18.36
22,61,436.14,2.15
22,62,4770.29,23.81
22,63,5152.86,25.69
22,64,4641.42,22.79
22,65,4315.7,21.16
22,66,1720.41,8.53
22,67,803.03,3.89
22,68,904.34,4.48
22,69,1332.59,6.59
22,70,1453.86,6.76
22,71,4706.69,23.45
22,72,2168.88,10.66
22,73,2878.12,14.38
22,74,2131.68,10.59
22,75,4027.75,19.72
22,76,4633.01,23.03
22,77,5015.82,24.79
22,78,5108.74,25.33
22,79,4367.2,21.66
22,80,2868.27,14.32
22,81,2990.71,14.94
22,82,3158.93,15.78
22,83,3564.67,17.73
22,84,3261.25,16.21
22,85,3134.69,15.57
22,86,3238.44,15.77
22,87,3062.28,14.98
22,88,5121.59,25.55
22,89,3313.82,16.48
22,90,2373.16,11.85
22,91,2258.41,10.7
22,92,2805.65,14
22,93,2401.68,12.01
22,94,1770.13,8.85
22,95,2044.77,10.15
22,96,3288.79,16.43
22,97,747.23,3.7
22,98,1210.38,6.05
22,99,3332.94,16.67
22,100,2782.93,13.84
22,101,1124.92,5.61
22,102,6034.21,29.5
22,103,844.37,4.22
22,104,1434.71,7.17
22,105,741.51,3.66
22,106,2203.72,10.27
22,107,2091.23,8.69
22,108,2892.65,14.33
22,109,2469.28,12.34
22,110,2776.84,13.49
22,111,2675.47,13.31
22,112,1684.54,7.93
22,113,5215.84,24.83
22,114,1821.22,9.11
23,1,273.01,1.37
23,2,3053.89,15.22
23,3,1211.86,6.02
23,4,484.07,2.42
23,5,565.52,2.68
23,6,3049.44,15.03
23,7,1321.51,6.61
23,8,2970.88,14.59
23,9,1094.54,5.47
23,10,2271.05,11.31
23,11,1160.42,5.16
23,12,1176.96,5.85
23,13,918.41,4.55
23,14,3439.76,16.97
23,15,2990.02,14.87
23,16,1958.54,9.53
23,17,1701.56,8.51
23,18,1312.31,6.55
23,19,2007.59,9.91
23,20,675.84,3.38
23,21,3503.96,17.44
23,22,2847,14.18
23,23,0,0
23,24,1192.28,5.96
23,25,490.91,2.45
23,26,1538.06,7.69
23,27,1272.81,6.36
23,28,1008.91,5.04
23,29,2405.61,11.87
23,30,878.43,4.39
23,31,1469.08,7.35
23,32,3099.35,15.34
23,33,2376.03,11.87
23,34,2357.44,11.62
23,35,2937.25,14.51
23,36,1552.24,7.52
23,37,752.31,3.65
23,38,1714.02,8.53
23,39,3239.27,16.07
23,40,4526.4,21.91
23,41,3483.28,17.41
23,42,2402.39,12
23,43,3400.73,16.74
23,44,4938.47,24.48
23,45,2568.75,12.79
23,46,3139.89,15.58
23,47,3796.63,18.78
23,48,2758.71,13.78
23,49,2750.17,13.74
23,50,3305.93,16.04
23,51,3271.13,16.21
23,52,3029.91,15.08
23,53,4260.98,20.91
23,54,3460.78,17.25
23,55,3024.42,15.11
23,56,1468.76,7.34
23,57,2571.2,12.81
23,58,2409.47,12.05
23,59,2646.13,13.22
23,60,1632.25,8.15
23,61,2866.73,14.28
23,62,2780.12,13.9
23,63,2865.36,14.24
23,64,3964.04,19.71
23,65,4129.7,20.31
23,66,1597.31,7.92
23,67,2536.68,12.55
23,68,2946.95,14.59
23,69,1916.83,9.54
23,70,2196.54,10.46
23,71,2272.3,11.32
23,72,3656.9,18.08
23,73,1825.93,9.13
23,74,2917.92,14.41
23,75,3841.75,18.87
23,76,3512.54,17.56
23,77,3895.35,19.31
23,78,2679.34,13.16
23,79,1672.4,8.27
23,80,2900.29,14.45
23,81,2983.33,14.87
23,82,1898.06,9.38
23,83,871.82,4.36
23,84,717.05,3.59
23,85,1376.04,6.85
23,86,872.93,4.19
23,87,1133.47,5.67
23,88,3426.88,17.1
23,89,2836.07,14.09
23,90,2148.24,10.69
23,91,2684.84,12.77
23,92,1533.3,7.67
23,93,1696.18,8.48
23,94,2192.96,10.96
23,95,1748.93,8.74
23,96,2064.81,10.31
23,97,3312.71,16.51
23,98,3636.82,18.13
23,99,1971.6,9.86
23,100,1352.13,6.75
23,101,3886.01,19.36
23,102,4176.08,20.19
23,103,2320.43,11.44
23,104,2377.99,11.82
23,105,3035.01,15.08
23,106,2940.57,14.22
23,107,4415.48,20.06
23,108,2575.77,12.87
23,109,2065.39,10.33
23,110,2779.56,13.73
23,111,2208.98,11.05
23,112,3315.94,16.55
23,113,4801.56,22.82
23,114,2588.25,12.92
24,1,933.96,4.67
24,2,2384.27,11.87
24,3,568.24,2.82
24,4,1084.02,5.34
24,5,1473.53,7.15
24,6,2379.82,11.69
24,7,1036.15,5.11
24,8,1637.79,8.16
24,9,1128.01,4.95
24,10,888.83,4.4
24,11,1001.24,3.73
24,12,658.45,3.19
24,13,1851.98,9.21
24,14,3318.92,16.33
24,15,2548.72,12.65
24,16,2794.7,13.03
24,17,2432.89,11.49
24,18,1773.7,8.18
24,19,2941.16,14.58
24,20,681.03,3.41
24,21,2834.35,14.09
24,22,2177.39,10.83
24,23,1170.98,5.86
24,24,0,0
24,25,1611.04,8.06
24,26,2209.31,10.98
24,27,416.28,2.08
24,28,1203.82,5.93
24,29,1736,8.52
24,30,1523.71,7.53
24,31,1545.33,7.66
24,32,2429.74,12
24,33,2814.5,13.4
24,34,2527.86,11.84
24,35,3107.68,14.73
24,36,499.12,2.45
24,37,603.19,2.93
24,38,1068.01,5.29
24,39,3396.56,16.93
24,40,4855.39,23.5
24,41,3225.12,16.03
24,42,2038.67,10
24,43,2607.9,12.72
24,44,5637.05,27.36
24,45,1899.13,9.44
24,46,3139.61,15.65
24,47,3953.92,19.63
24,48,3205.85,15.96
24,49,3383.15,16.83
24,50,3748.54,18.19
24,51,3600.11,17.79
24,52,2478.04,12.33
24,53,4751.34,22.69
24,54,3578.65,16.96
24,55,3462.88,16.64
24,56,1184.12,5.8
24,57,1196.3,5.93
24,58,3026.2,15.06
24,59,2975.11,14.81
24,60,2033.13,9.49
24,61,2197.12,10.93
24,62,3438.37,16.52
24,63,3820.94,18.39
24,64,4595.29,22.72
24,65,4458.69,21.9
24,66,927.7,4.57
24,67,1867.07,9.2
24,68,2277.34,11.24
24,69,1057.24,5.28
24,70,1526.93,7.12
24,71,3165.77,15.15
24,72,3105.03,15.33
24,73,2239.75,11.13
24,74,2812.05,14.04
24,75,4170.74,20.46
24,76,4143.79,20.57
24,77,4526.6,22.32
24,78,3776.83,18.03
24,79,2605.97,12.94
24,80,2214.88,11.01
24,81,2337.32,11.63
24,82,2030.46,10.11
24,83,1721.47,8.61
24,84,1418.06,7.09
24,85,2021.32,9.99
24,86,1697.16,8.21
24,87,1778.75,8.8
24,88,3917.24,18.87
24,89,2715.23,13.45
24,90,1631.37,8.11
24,91,1892.01,8.75
24,92,1986.13,9.86
24,93,1746.01,8.66
24,94,1601.89,7.93
24,95,1375.11,6.81
24,96,2654.99,13.21
24,97,2643.09,13.16
24,98,2967.21,14.78
24,99,2647.78,13.17
24,100,1674.96,8.34
24,101,3216.39,16.01
24,102,4874.65,23.08
24,103,1650.81,8.09
24,104,1122.46,5.55
24,105,2365.39,11.73
24,106,2147.74,10.2
24,107,2982.8,13.13
24,108,2904.76,14.45
24,109,2152.53,10.69
24,110,2894.94,14.24
24,111,2440.42,12.13
24,112,2765.97,13.65
24,113,5432.81,25.83
24,114,2219.26,10.91
25,1,646.03,3.23
25,2,3426.9,17.08
25,3,1533.94,7.63
25,4,806.15,4.03
25,5,887.59,4.29
25,6,3422.46,16.9
25,7,1643.59,8.22
25,8,3292.95,16.2
25,9,1320.66,6.6
25,10,2593.13,12.92
25,11,1386.54,6.3
25,12,1549.98,7.71
25,13,969.3,4.67
25,14,3589.23,17.58
25,15,3139.48,15.49
25,16,2095.04,10.08
25,17,1838.06,9.06
25,18,1461.78,7.17
25,19,2068.06,10.09
25,20,1048.85,5.24
25,21,3876.98,19.3
25,22,3220.02,16.05
25,23,394.78,1.97
25,24,1565.3,7.83
25,25,0,0
25,26,1860.14,9.3
25,27,1645.83,8.23
25,28,1330.98,6.66
25,29,2935.64,14.54
25,30,1200.51,6
25,31,1791.15,8.96
25,32,3516.79,17.54
25,33,2525.5,12.48
25,34,2506.91,12.24
25,35,3086.72,15.13
25,36,1925.25,9.39
25,37,1125.32,5.52
25,38,1869.7,9.29
25,39,3561.34,17.68
25,40,4848.48,23.52
25,41,3632.75,18.03
25,42,2551.86,12.62
25,43,3722.81,18.35
25,44,5074.97,25.03
25,45,2941.76,14.66
25,46,3461.96,17.19
25,47,4118.71,20.39
25,48,3080.79,15.39
25,49,3072.24,15.35
25,50,3628,17.65
25,51,3593.21,17.82
25,52,3351.99,16.69
25,53,4397.48,21.47
25,54,3610.24,17.87
25,55,3173.88,15.73
25,56,1694.88,8.47
25,57,2893.28,14.42
25,58,2731.55,13.66
25,59,2968.2,14.83
25,60,1781.72,8.77
25,61,3239.75,16.15
25,62,2916.62,14.46
25,63,3001.86,14.79
25,64,4286.12,21.32
25,65,4451.78,21.92
25,66,2233.65,11.17
25,67,2909.7,14.42
25,68,3319.97,16.45
25,69,2289.85,11.4
25,70,2569.56,12.33
25,71,2408.8,11.87
25,72,3978.98,19.69
25,73,2148.01,10.74
25,74,3240,16.02
25,75,4163.83,20.48
25,76,3834.61,19.17
25,77,4217.43,20.92
25,78,2815.84,13.71
25,79,1808.9,8.83
25,80,3049.76,15.07
25,81,3139,15.63
25,82,2047.53,10
25,83,1021.28,4.98
25,84,866.51,4.2
25,85,1698.12,8.46
25,86,1195.01,5.8
25,87,1455.55,7.28
25,88,3563.38,17.65
25,89,2985.54,14.71
25,90,2486.61,12.3
25,91,3006.92,14.38
25,92,1855.37,9.28
25,93,2018.26,10.09
25,94,2515.04,12.57
25,95,2071,10.36
25,96,2386.89,11.92
25,97,3685.72,18.37
25,98,4009.84,20
25,99,2293.68,11.47
25,100,1674.21,8.36
25,101,4259.02,21.22
25,102,4312.58,20.75
25,103,2693.45,13.3
25,104,2700.07,13.43
25,105,3408.02,16.94
25,106,3262.65,15.83
25,107,4737.56,21.67
25,108,2897.85,14.48
25,109,2387.47,11.94
25,110,3101.64,15.34
25,111,2531.06,12.66
25,112,3638.02,18.16
25,113,5123.64,24.43
25,114,2910.32,14.53
26,1,1731.76,8.65
26,2,2945.17,14.65
26,3,1766.59,8.58
26,4,1310.83,6.54
26,5,1126.43,5.5
26,6,2723.48,13.44
26,7,1250.67,6.25
26,8,3096.02,15.42
26,9,2552.77,12.75
26,10,3097.81,15.44
26,11,2619.16,12.45
26,12,2578.58,12.6
26,13,2377.16,11.83
26,14,4898.51,24.25
26,15,4440.9,22.13
26,16,3417.28,16.81
26,17,3160.31,15.79
26,18,2771.05,13.84
26,19,3466.33,17.2
26,20,2059.98,10.29
26,21,3395.25,16.87
26,22,3019.86,15.02
26,23,1525.17,7.62
26,24,2033.54,10.17
26,25,2008.02,10.03
26,26,0,0
26,27,1837.82,9.12
26,28,985.02,4.92
26,29,1744.6,8.56
26,30,727.7,3.63
26,31,634.28,3.17
26,32,2257.82,11.22
26,33,3834.78,19.15
26,34,3816.18,18.91
26,35,4395.99,21.79
26,36,2414.99,12.02
26,37,2106.11,10.37
26,38,2994.76,14.94
26,39,2047.44,10.11
26,40,3026.7,14.68
26,41,4942.02,24.69
26,42,3861.14,19.29
26,43,4227.49,20.87
26,44,6397.22,31.76
26,45,2543.07,12.66
26,46,1948.06,9.62
26,47,2717.66,13.29
26,48,1267.44,6.34
26,49,1252.88,6.25
26,50,1814.66,8.59
26,51,1844.76,9.09
26,52,1881.62,9.3
26,53,5719.72,28.19
26,54,4919.52,24.53
26,55,4483.16,22.39
26,56,2926.99,14.62
26,57,3397.96,16.93
26,58,912.19,4.56
26,59,1219.76,6.1
26,60,3090.99,15.43
26,61,2962.89,14.25
26,62,4238.87,21.18
26,63,4324.11,21.52
26,64,2466.75,12.23
26,65,2656,13.16
26,66,1401.72,7.01
26,67,2312.36,11.48
26,68,2311.97,11.41
26,69,2052.58,10.15
26,70,1893.9,8.8
26,71,3731.04,18.6
26,72,2314.65,11.26
26,73,606.91,3.03
26,74,1726.1,8.45
26,75,2415.39,11.75
26,76,2015.25,10.07
26,77,2398.06,11.82
26,78,4138.08,20.44
26,79,3131.14,15.56
26,80,4114.24,20.52
26,81,4236.68,21.14
26,82,3356.8,16.66
26,83,2330.56,11.64
26,84,2175.79,10.87
26,85,551.66,2.73
26,86,1127.62,5.31
26,87,622.45,3.11
26,88,4885.62,24.38
26,89,4294.81,21.38
26,90,3558.12,17.76
26,91,3511.61,16.89
26,92,222.07,1.11
26,93,608.62,3.04
26,94,1256.06,6.25
26,95,971.98,4.86
26,96,663.59,3.32
26,97,3033.99,15.09
26,98,3156.63,15.66
26,99,474.32,2.37
26,100,367.83,1.84
26,101,3644.32,18.12
26,102,5634.82,27.48
26,103,2433.28,11.99
26,104,2429.83,12.03
26,105,3131.17,15.04
26,106,3767.33,18.34
26,107,4480.88,20.07
26,108,1149.41,5.75
26,109,899.57,4.5
26,110,1601.33,7.84
26,111,995.22,4.98
26,112,2379.05,11.85
26,113,3304.28,15.33
26,114,1495.5,7.48
27,1,1032.94,5.16
27,2,1893.09,9.41
27,3,640.94,3.18
27,4,1149.44,5.75
27,5,1538.94,7.55
27,6,1888.65,9.23
27,7,668.66,3.27
27,8,1373.15,6.87
27,9,1399.98,6.97
27,10,1234.81,5.76
27,11,1273.22,5.75
27,12,922.94,4.51
27,13,1950.96,9.71
27,14,3694.16,18.05
27,15,2971.57,14.63
27,16,2871.29,13.99
27,17,2509.48,12.45
27,18,1929.03,9.57
27,19,3040.14,15.08
27,20,780,3.9
27,21,2343.17,11.64
27,22,1686.21,8.38
27,23,1269.95,6.35
27,24,382.15,1.91
27,25,1710.01,8.55
27,26,1841.83,9.14
27,27,0,0
27,28,1092.06,5.33
27,29,1244.82,6.06
27,30,1431.39,7.04
27,31,1177.85,5.82
27,32,1938.56,9.54
27,33,2992.75,14.88
27,34,2815.09,13.92
27,35,3394.91,16.8
27,36,763.61,3.77
27,37,702.16,3.43
27,38,1525.44,7.44
27,39,2905.38,14.47
27,40,4487.91,21.66
27,41,3647.97,18
27,42,2413.91,11.72
27,43,2200.77,11
27,44,5815.3,28.85
27,45,1407.95,6.99
27,46,2648.43,13.19
27,47,3462.74,17.18
27,48,2838.37,14.12
27,49,3015.67,14.99
27,50,3381.05,16.36
27,51,3232.63,15.95
27,52,1986.86,9.87
27,53,4929.59,24.17
27,54,3865.88,19.04
27,55,3641.14,18.12
27,56,1675.58,8.34
27,57,1454.4,7.24
27,58,2658.71,13.22
27,59,2607.63,12.97
27,60,2320.36,11.57
27,61,1705.94,8.48
27,62,3514.96,17.47
27,63,3897.53,19.35
27,64,4227.81,20.89
27,65,4091.21,20.06
27,66,545.83,2.72
27,67,1375.89,6.75
27,68,1786.16,8.78
27,69,641.73,3.2
27,70,1035.75,4.66
27,71,3242.36,16.11
27,72,2613.85,12.87
27,73,1872.27,9.29
27,74,2320.88,11.58
27,75,3803.25,18.62
27,76,3776.3,18.73
27,77,4159.12,20.48
27,78,3711.88,18.32
27,79,2704.94,13.44
27,80,2644.92,13.02
27,81,2767.36,13.64
27,82,2319.7,11.49
27,83,1820.45,9.1
27,84,1517.03,7.59
27,85,1855.91,8.95
27,86,1789.49,8.56
27,87,1613.34,7.77
27,88,4095.49,20.36
27,89,3090.47,15.17
27,90,2088.8,10.26
27,91,2042.28,9.39
27,92,1618.65,8.02
27,93,1378.52,6.82
27,94,1197.23,5.97
27,95,1007.62,4.97
27,96,2287.51,11.37
27,97,2151.91,10.7
27,98,2476.03,12.33
27,99,2280.3,11.33
27,100,1501.28,7.44
27,101,2725.21,13.55
27,102,5052.91,24.57
27,103,1159.64,5.63
27,104,706.96,3.47
27,105,1874.22,9.27
27,106,2298.01,10.84
27,107,2598.49,11.24
27,108,2537.27,12.62
27,109,1785.05,8.85
27,110,2527.46,12.4
27,111,2072.94,10.3
27,112,2265.6,11.29
27,113,5065.33,23.99
27,114,1856.53,9.26
28,1,933.25,4.61
28,2,2573.61,12.81
28,3,758.13,3.31
28,4,542.1,2.71
28,5,732.29,3.51
28,6,2569.16,12.62
28,7,412.26,2.06
28,8,2344.97,11.66
28,9,1640.67,8.19
28,10,2169.15,10.81
28,11,1782.42,8.26
28,12,1649.92,7.97
28,13,1826.73,9.09
28,14,4074.1,20.12
28,15,3512.23,17.5
28,16,2866.85,14.07
28,17,2609.88,13.05
28,18,1946.65,9.71
28,19,2915.91,14.46
28,20,1254.24,6.24
28,21,3023.69,15.03
28,22,2366.72,11.77
28,23,974.74,4.87
28,24,1195.13,5.98
28,25,1457.59,7.29
28,26,1022.63,4.98
28,27,999.41,4.93
28,28,0,0
28,29,1704.31,8.38
28,30,524.15,2.44
28,31,559.82,2.8
28,32,2285.46,11.38
28,33,3010.37,15.02
28,34,2991.78,14.78
28,35,3571.59,17.66
28,36,1576.58,7.83
28,37,1177.44,5.75
28,38,2066.1,10.31
28,39,2507.15,12.41
28,40,3737.05,17.85
28,41,4117.62,20.56
28,42,2954.57,14.59
28,43,3298.83,16.24
28,44,5832.92,28.98
28,45,2088.47,10.38
28,46,2327.89,11.63
28,47,3064.51,15.12
28,48,2087.51,10.31
28,49,2288.39,11.23
28,50,2653.78,12.59
28,51,2481.77,12.14
28,52,2120.66,10.53
28,53,4947.21,24.31
28,54,4095.11,20.4
28,55,3658.76,18.26
28,56,2222.84,11.06
28,57,2469.3,12.3
28,58,1931.44,9.46
28,59,1856.77,9.15
28,60,2266.59,11.3
28,61,2386.46,11.87
28,62,3688.44,18.44
28,63,3773.68,18.78
28,64,3500.53,17.12
28,65,3340.34,16.25
28,66,1002.32,5.01
28,67,2056.4,10.14
28,68,2466.67,12.18
28,69,1436.56,7.13
28,70,1716.26,8.05
28,71,3180.62,15.86
28,72,2747.65,13.53
28,73,1121.41,5.48
28,74,2011.27,10.05
28,75,3052.4,14.81
28,76,3049.03,14.97
28,77,3431.84,16.72
28,78,3587.65,17.7
28,79,2580.72,12.81
28,80,3185.58,15.89
28,81,3308.02,16.51
28,82,2532.4,12.54
28,83,1780.13,8.9
28,84,1462.47,7.31
28,85,948.66,4.36
28,86,806.87,3.72
28,87,706.1,3.17
28,88,4113.11,20.49
28,89,3470.41,17.25
28,90,2629.46,13.13
28,91,2582.95,12.26
28,92,828.77,4.01
28,93,786.93,3.93
28,94,1283.71,6.41
28,95,839.67,4.2
28,96,1560.23,7.6
28,97,2832.43,14.1
28,98,3156.54,15.72
28,99,1456.17,7.15
28,100,655.96,3.15
28,101,3405.73,16.95
28,102,5070.53,24.7
28,103,1840.15,9.03
28,104,1678.77,8.26
28,105,2554.73,12.67
28,106,2838.67,13.71
28,107,3904.45,17.7
28,108,1786.42,8.8
28,109,1156.14,5.78
28,110,2047.44,10.07
28,111,1504.45,7.39
28,112,2406.69,12.01
28,113,4338.06,20.23
28,114,1678.99,8.37
29,1,2152.27,10.57
29,2,1283.99,6.23
29,3,1641,7.95
29,4,2112.01,10.41
29,5,2302.2,11.21
29,6,1062.3,5.02
29,7,1233.63,6.02
29,8,2218.74,10.92
29,9,2724.45,13.39
29,10,1758.03,8.2
29,11,2392.55,11.16
29,12,2153.29,10.45
29,13,3070.3,15.12
29,14,4260.55,20.89
29,15,3537.96,17.48
29,16,4080.6,19.86
29,17,3718.79,18.32
29,18,3074.34,15.12
29,19,4159.47,20.49
29,20,1899.34,9.31
29,21,1734.07,8.45
29,22,1358.68,6.6
29,23,2389.29,11.76
29,24,1665.1,8.14
29,25,2829.35,13.96
29,26,1760.88,8.64
29,27,1266.65,6.15
29,28,1657.02,8.08
29,29,0,0
29,30,1996.36,9.78
29,31,1406.76,6.89
29,32,678.59,3.25
29,33,3936.17,19.49
29,34,3354.07,16.6
29,35,4005.25,19.86
29,36,1679.45,8.2
29,37,1821.5,8.84
29,38,1975.4,9.71
29,39,1763.73,8.64
29,40,3606.06,17.09
29,41,4214.35,20.85
29,42,2980.29,14.57
29,43,2816.92,13.91
29,44,6954.64,33.17
29,45,881.89,4.25
29,46,1506.78,7.37
29,47,2321.09,11.35
29,48,1960.29,9.43
29,49,2766.03,13.62
29,50,2545.79,11.88
29,51,2350.78,11.38
29,52,845.21,4.04
29,53,6069.92,29.79
29,54,4493.85,22.18
29,55,4237.75,21.02
29,56,2377.43,11.65
29,57,2057.51,10.09
29,58,2432.34,12.01
29,59,2076.98,10.11
29,60,3383.18,16.73
29,61,1509.48,7.41
29,62,4724.27,23.35
29,63,5106.84,25.22
29,64,3535.07,17.12
29,65,3209.36,15.49
29,66,843.14,4.04
29,67,651.18,3.07
29,68,664.8,3.08
29,69,950.2,4.55
29,70,682.57,2.79
29,71,4451.67,21.98
29,72,1472.2,7.04
29,73,1562.4,7.61
29,74,1179.22,5.76
29,75,2921.41,14.05
29,76,3526.66,17.36
29,77,3909.48,19.11
29,78,5062.73,24.86
29,79,3824.28,18.85
29,80,3211.3,15.86
29,81,3333.74,16.49
29,82,2937.84,14.52
29,83,2939.79,14.51
29,84,2636.37,12.99
29,85,2025.8,9.94
29,86,2354.46,11.31
29,87,2039.89,10.04
29,88,5235.82,25.97
29,89,3656.85,18.02
29,90,2716.19,13.4
29,91,2651.91,12.46
29,92,1537.7,7.52
29,93,1133.72,5.53
29,94,502.17,2.37
29,95,929.71,4.49
29,96,2182.45,10.76
29,97,1372.81,6.68
29,98,1495.45,7.24
29,99,2064.98,10.19
29,100,1674.04,8.21
29,101,1983.14,9.71
29,102,6193.24,30.18
29,103,1012.54,4.81
29,104,1275.34,6.24
29,105,1677.75,8.2
29,106,2907.64,13.9
29,107,3027.47,13.23
29,108,1786.31,8.66
29,109,1097.15,5.31
29,110,1670.5,7.81
29,111,1569.13,7.64
29,112,1123.95,5.46
29,113,4109.5,19.16
29,114,714.87,3.44
30,1,1075.43,5.38
30,2,2867.46,14.28
30,3,1074.81,4.89
30,4,654.5,3.27
30,5,486.29,2.31
30,6,2863.02,14.09
30,7,706.11,3.53
30,8,2638.82,13.12
30,9,1896.45,9.48
30,10,2441.48,12.16
30,11,1962.83,9.18
30,12,1922.26,9.32
30,13,1720.83,8.56
30,14,4242.18,20.98
30,15,3784.57,18.86
30,16,2760.95,13.54
30,17,2503.98,12.52
30,18,2114.73,10.57
30,19,2810,13.93
30,20,1403.65,7.02
30,21,3317.54,16.5
30,22,2660.58,13.24
30,23,868.84,4.34
30,24,1488.98,7.45
30,25,1351.69,6.76
30,26,843.08,4.22
30,27,1293.26,6.4
30,28,393.95,1.97
30,29,1998.16,9.85
30,30,0,0
30,31,663.31,3.32
30,32,2553.02,12.72
30,33,3178.45,15.88
30,34,3159.85,15.64
30,35,3739.67,18.52
30,36,1870.43,9.3
30,37,1449.78,7.1
30,38,2338.43,11.67
30,39,2473,12.24
30,40,3621.21,17.37
30,41,4285.69,21.42
30,42,3204.81,16.01
30,43,3571.17,17.59
30,44,5740.89,28.49
30,45,2382.32,11.85
30,46,2373.61,11.75
30,47,3030.36,14.95
30,48,1853.52,9.24
30,49,2035.34,10.13
30,50,2400.73,11.5
30,51,2365.93,11.66
30,52,2388.22,11.87
30,53,5063.39,24.92
30,54,4263.19,21.26
30,55,3826.83,19.12
30,56,2270.66,11.35
30,57,2741.64,13.66
30,58,1678.39,8.36
30,59,1740.93,8.68
30,60,2434.67,12.16
30,61,2680.31,13.34
30,62,3582.54,17.91
30,63,3667.78,18.25
30,64,3247.48,16.03
30,65,3224.51,15.77
30,66,1296.18,6.48
30,67,2350.26,11.61
30,68,2760.53,13.65
30,69,1730.41,8.6
30,70,2010.12,9.52
30,71,3074.72,15.33
30,72,2740.2,13.38
30,73,1059.66,5.3
30,74,2151.65,10.58
30,75,2936.56,14.33
30,76,2795.98,13.87
30,77,3178.79,15.62
30,78,3481.75,17.17
30,79,2474.81,12.29
30,80,3457.91,17.25
30,81,3580.35,17.87
30,82,2700.48,13.39
30,83,1674.23,8.37
30,84,1519.46,7.6
30,85,681.06,3.38
30,86,498.16,2.18
30,87,438.49,2.19
30,88,4229.29,21.11
30,89,3638.49,18.11
30,90,2901.79,14.49
30,91,2855.28,13.62
30,92,767.02,3.84
30,93,992.1,4.96
30,94,1551.27,7.75
30,95,1133.53,5.67
30,96,1307.18,6.51
30,97,3126.28,15.57
30,98,3450.4,17.19
30,99,1276.62,6.38
30,100,430.92,2.15
30,101,3699.58,18.42
30,102,4978.49,24.21
30,103,2134.01,10.5
30,104,1972.63,9.73
30,105,2848.58,14.14
30,106,3111.01,15.07
30,107,4198.3,19.16
30,108,1670.58,8.33
30,109,1312.88,6.56
30,110,2013.29,9.9
30,111,1442.71,7.21
30,112,2674.25,13.34
30,113,4085.01,19.13
30,114,1880.1,9.4
31,1,1327.64,6.58
31,2,2580.29,12.84
31,3,1153.08,5.51
31,4,936.5,4.68
31,5,1080.98,5.28
31,6,2358.59,11.64
31,7,637.16,3.19
31,8,2569.86,12.78
31,9,1993.18,9.95
31,10,2191.19,10.91
31,11,2147.48,10.12
31,12,2002.43,9.73
31,13,2221.13,11.06
31,14,4426.62,21.88
31,15,3845.84,19
31,16,3261.25,16.04
31,17,3004.28,15.02
31,18,2299.16,11.47
31,19,3310.3,16.43
31,20,1654.27,8.27
31,21,3030.36,15.07
31,22,2355.24,11.72
31,23,1369.14,6.85
31,24,1420.02,7.1
31,25,1851.98,9.26
31,26,682.65,3.41
31,27,1224.31,6.05
31,28,481.51,2.35
31,29,1379.72,6.75
31,30,735.22,3.68
31,31,0,0
31,32,1892.93,9.42
31,33,3362.89,16.78
31,34,3344.29,16.54
31,35,3924.1,19.43
31,36,1801.48,8.96
31,37,1576.43,7.8
31,38,2399.7,11.81
31,39,2050.46,10.13
31,40,3328.73,15.94
31,41,4470.13,22.32
31,42,3288.17,16.09
31,43,3397.48,16.92
31,44,6185.44,30.75
31,45,2076.98,10.32
31,46,1951.08,9.63
31,47,2607.82,12.84
31,48,1679.19,8.4
31,49,1856.49,9.27
31,50,2221.88,10.63
31,51,2073.45,10.23
31,52,1728.13,8.57
31,53,5299.73,26.07
31,54,4447.63,22.16
31,55,4011.27,20.02
31,56,2549.84,12.71
31,57,2802.91,13.8
31,58,1499.54,7.5
31,59,1448.45,7.24
31,60,2619.1,13.06
31,61,2374.97,11.81
31,62,3885.1,19.38
31,63,4168.08,20.75
31,64,3068.63,15.16
31,65,2932.03,14.34
31,66,807.59,4.04
31,67,1947.48,9.68
31,68,1947.08,9.61
31,69,1425.07,7.07
