O,D,Car_time,Car_dist
29,73,847.18,8.54
29,74,671.38,8.57
29,75,1214.68,16.45
29,76,1496.15,20.77
29,77,1690.91,22.4
29,78,1960.9,26.93
29,79,1668.28,20.65
29,80,1323.71,15.83
29,81,1354.95,16.32
29,82,1166.37,13.39
29,83,1248.49,16.46
29,84,1101.16,14.17
29,85,975.69,11.36
29,86,993.23,12.26
29,87,981.88,11.34
29,88,1904.91,27.43
29,89,1533.12,17.79
29,90,1144.7,12.9
29,91,1052.05,12.22
29,92,862,8.75
29,93,635.34,6.65
29,94,396.41,3.16
29,95,685.11,4.86
29,96,993.3,10.83
29,97,616.34,7.95
29,98,611.67,8.72
29,99,1182.28,11.31
29,100,795.64,9.47
29,101,824.04,10.67
29,102,2312.06,31.9
29,103,477.08,4.89
29,104,654.48,7.13
29,105,718.33,8.35
29,106,1126.49,13.71
29,107,988.77,10.99
29,108,1015.72,9.06
29,109,611.29,6.3
29,110,884.07,7.97
29,111,818.99,8.27
29,112,506.3,6.04
29,113,1669.75,21.32
29,114,430.16,3.46
30,1,568.86,5.19
30,2,1165.78,16.66
30,3,621.84,5.15
30,4,325.27,3.18
30,5,253.07,2.13
30,6,1096.15,15.45
30,7,431.63,4.12
30,8,1253.93,13.18
30,9,860.58,9.22
30,10,1195.3,12.29
30,11,824.1,8.76
30,12,858.8,8.52
30,13,905.84,8.07
30,14,1673.73,20.53
30,15,1316.53,18.38
30,16,1260.42,13.95
30,17,1105.83,12.27
30,18,960.74,10.23
30,19,1635.96,13.54
30,20,773.98,7.15
30,21,1286.05,18.84
30,22,1169.31,14.18
30,23,506.68,4.38
30,24,723.26,6.54
30,25,757.07,6.47
30,26,466.86,3.98
30,27,580.37,5.67
30,28,248.03,1.99
30,29,870.61,10.43
30,30,0,0
30,31,335.34,3.65
30,32,834.42,12.09
30,33,1259.99,15.05
30,34,1210.67,15.36
30,35,1599.88,18.89
30,36,917.98,10.07
30,37,693.28,6.65
30,38,1000.85,11.37
30,39,1330.59,14.77
30,40,1374.24,17.1
30,41,1470.52,20.79
30,42,1144.67,14.61
30,43,1460.14,15.68
30,44,2091.42,26.51
30,45,1139.73,12.11
30,46,1337,13.91
30,47,1204.27,15.09
30,48,922.72,9.49
30,49,1106.96,10.67
30,50,1430.12,12.48
30,51,1102.54,11.56
30,52,1058.24,13.23
30,53,1734.18,23.04
30,54,1407.74,19.78
30,55,1384.47,17.72
30,56,1024.54,11.2
30,57,1149.53,12.94
30,58,840.74,8.41
30,59,899.09,8.22
30,60,1064.7,12.09
30,61,1168.78,13.73
30,62,1331.68,17.49
30,63,1545.12,19.5
30,64,1267.9,17.23
30,65,1159.77,15.31
30,66,720.54,7.25
30,67,1153.96,13.8
30,68,939.56,13.48
30,69,811.87,8.78
30,70,1042.59,11.3
30,71,1256.53,15.99
30,72,1201.64,16.28
30,73,587.91,5.58
30,74,1097.74,11.74
30,75,1143.11,14.25
30,76,1322.99,13.84
30,77,1517.75,15.47
30,78,1522.25,19.3
30,79,1198.17,11.73
30,80,1292.21,17.02
30,81,1475.76,16.97
30,82,1076.85,13.33
30,83,809.84,8.83
30,84,724.16,8.22
30,85,399.74,4.14
30,86,225.1,2
30,87,298.05,2.21
30,88,1466.27,19.79
30,89,1450.14,18.05
30,90,1217.26,12.99
30,91,1122.27,12.41
30,92,412.07,3.58
30,93,539.09,5.4
30,94,704.26,7.96
30,95,562.76,5.85
30,96,619.98,6.44
30,97,1087.33,16.35
30,98,1070.09,16.1
30,99,768.29,7.85
30,100,286.4,2.14
30,101,1339.49,19.31
30,102,1873.41,24.27
30,103,1094.55,11.4
30,104,1061.02,10.18
30,105,1305.44,14.6
30,106,1192.89,13.89
30,107,1395.31,14.04
30,108,796.16,7.77
30,109,704.19,8.32
30,110,992.42,9.46
30,111,798.73,7.48
30,112,964.72,13.42
30,113,1644.86,19.66
30,114,839.77,9.19
31,1,638.97,6.99
31,2,870.95,13.15
31,3,656.66,6.51
31,4,545.81,5.6
31,5,593.72,5.67
31,6,801.32,11.94
31,7,395.19,3.45
31,8,1187.08,12.49
31,9,923.97,10.17
31,10,1128.44,11.61
31,11,894.17,10.14
31,12,939.22,10.06
31,13,1085.72,12.13
31,14,1798.78,23.16
31,15,1441.58,21.01
31,16,1385.46,16.57
31,17,1230.88,14.9
31,18,1085.79,12.85
31,19,1815.84,17.6
31,20,849.23,8.55
31,21,991.22,15.33
31,22,880.05,13.54
31,23,760.88,8.11
31,24,748.32,7.93
31,25,1057.19,10.28
31,26,347.48,3.87
31,27,517.11,5.46
31,28,308.29,2.52
31,29,575.78,6.92
31,30,395.81,3.85
31,31,0,0
31,32,539.59,8.58
31,33,1385.03,17.67
31,34,1335.72,17.99
31,35,1724.93,21.52
31,36,851.12,9.39
31,37,778.91,8.21
31,38,1081.28,12.92
31,39,1067.45,12.25
31,40,1254.86,16.99
31,41,1595.56,23.42
31,42,1269.71,17.23
31,43,1393.29,15
31,44,2216.47,29.14
31,45,964.02,12.5
31,46,1073.86,11.39
31,47,1084.88,14.97
31,48,803.34,9.38
31,49,987.58,10.56
31,50,1310.74,12.37
31,51,983.16,11.44
31,52,763.41,9.72
31,53,1859.23,25.67
31,54,1532.79,22.41
31,55,1509.52,20.35
31,56,1087.93,12.15
31,57,1184.53,12.24
31,58,721.36,8.3
31,59,779.7,8.1
31,60,1189.74,14.72
31,61,1067.92,15.73
31,62,1456.72,20.12
31,63,1670.17,22.13
31,64,1148.52,17.12
31,65,1040.39,15.2
31,66,472.94,4.16
31,67,859.14,10.29
31,68,644.73,9.97
31,69,745.02,8.1
31,70,784.78,9.43
31,71,1381.58,18.62
31,72,906.81,12.77
31,73,468.53,5.47
31,74,834.6,9.22
31,75,1023.73,14.14
31,76,1203.61,13.73
31,77,1398.37,15.36
31,78,1647.3,21.93
31,79,1354.68,15.65
31,80,1417.26,19.65
31,81,1556.18,18.52
31,82,1201.9,15.95
31,83,934.89,11.46
31,84,787.56,9.17
31,85,347.07,3.93
31,86,535.12,5.78
31,87,353.26,3.91
31,88,1591.31,22.42
31,89,1575.19,20.68
31,90,1280.66,13.93
31,91,1202.7,13.95
31,92,292.68,3.47
31,93,224.24,1.92
31,94,409.43,4.46
31,95,315.15,2.76
31,96,500.6,6.33
31,97,792.5,12.85
31,98,775.26,12.59
31,99,672.24,7.22
31,100,167.02,2.03
31,101,1044.66,15.8
31,102,1998.46,26.89
31,103,1027.69,10.72
31,104,994.16,9.5
31,105,1204.59,16.6
31,106,1273.32,15.44
31,107,1328.46,13.36
31,108,676.78,7.66
31,109,409.36,4.82
31,110,797.86,7.75
31,111,617.07,6.79
31,112,669.89,9.91
31,113,1525.48,19.55
31,114,544.94,5.68
32,1,1051.91,14.17
32,2,412.28,5.56
32,3,1010.66,12.59
32,4,958.75,12.79
32,5,1065.85,13.8
32,6,342.65,4.35
32,7,785.36,11.05
32,8,1089.5,12.35
32,9,1336.92,17.36
32,10,1095.17,11.93
32,11,1223.72,14.69
32,12,1193.51,13.5
32,13,1498.67,19.32
32,14,1998.82,22.5
32,15,1705.1,21.29
32,16,1798.41,23.76
32,17,1643.82,22.09
32,18,1498.73,20.04
32,19,2228.78,24.79
32,20,1213.61,14.79
32,21,532.55,7.74
32,22,421.38,5.94
32,23,1173.82,15.3
32,24,994.98,11.68
32,25,1470.14,17.47
32,26,858.78,11.29
32,27,855.89,11.38
32,28,818.33,11.2
32,29,320.91,3.92
32,30,921.11,12.44
32,31,568.4,9.02
32,32,0,0
32,33,1797.97,24.86
32,34,1613.79,19.01
32,35,2012.74,22.88
32,36,997.95,11.96
32,37,1132.92,14.29
32,38,1198.74,13.9
32,39,653.99,8.94
32,40,1142.4,15.67
32,41,1859.08,23.7
32,42,1490.24,17.11
32,43,1322.71,15.18
32,44,2629.41,36.33
32,45,505.35,4.91
32,46,660.4,8.08
32,47,737.14,10.88
32,48,899.95,10.8
32,49,1327.83,14.55
32,50,1407.35,13.79
32,51,987.35,13.8
32,52,405.18,3.84
32,53,2272.17,32.86
32,54,1945.73,29.6
32,55,1922.46,27.54
32,56,1353.63,15.5
32,57,1086.95,12.1
32,58,1110.74,13.97
32,59,900.97,10.87
32,60,1602.69,21.91
32,61,609.26,8.14
32,62,1869.66,27.3
32,63,2083.11,29.32
32,64,1036.05,15.79
32,65,927.92,13.88
32,66,642.51,8.15
32,67,417.77,4.03
32,68,186.06,2.38
32,69,671.59,7.66
32,70,522.59,6.08
32,71,1794.52,25.81
32,72,486.48,5.81
32,73,743.86,9.7
32,74,414.64,5.48
32,75,957.95,13.36
32,76,1239.42,17.67
32,77,1434.17,19.31
32,78,2060.24,29.11
32,79,1767.62,22.84
32,80,1565.82,18.06
32,81,1597.07,18.55
32,82,1479.96,16.98
32,83,1347.83,18.65
32,84,1200.5,16.36
32,85,872.37,12.52
32,86,1060.42,14.37
32,87,878.57,12.51
32,88,2004.25,29.61
32,89,1775.23,20.02
32,90,1386.81,15.13
32,91,1294.16,14.45
32,92,758.68,9.92
32,93,532.02,7.81
32,94,371.36,5.79
32,95,662.11,7.85
32,96,889.98,11.99
32,97,391.18,5.91
32,98,373.94,5.65
32,99,1078.97,12.47
32,100,692.32,10.63
32,101,643.34,8.86
32,102,2411.4,34.08
32,103,651.78,8.26
32,104,968.07,10.71
32,105,745.92,9.01
32,106,1368.6,15.94
32,107,1257.89,13.53
32,108,803.45,9.63
32,109,507.98,7.46
32,110,638.74,7.59
32,111,715.68,9.43
32,112,249.56,2.95
32,113,1413.02,18.23
32,114,401.85,5.48
33,1,670.51,10.59
33,2,1737.43,26.38
33,3,1064.86,15.45
33,4,742.46,12.65
33,5,776.51,13.03
33,6,1726.65,26.73
33,7,1039.06,15.95
33,8,1264.98,15.55
33,9,706.58,9.88
33,10,1187.92,13.77
33,11,880.35,13.46
33,12,1073.91,15.28
33,13,661.71,8.62
33,14,677.57,6.81
33,15,931.96,12.72
33,16,628.01,4.91
33,17,566.9,4.94
33,18,557.17,6.5
33,19,1441.88,14.66
33,20,961.96,13.05
33,21,1857.7,28.56
33,22,1679.67,25.43
33,23,628.29,10.73
33,24,1172.11,15.41
33,25,933.65,12.91
33,26,1248.76,18.5
33,27,1059.97,17.05
33,28,956.32,14.83
33,29,1570.3,24.02
33,30,846.42,14.82
33,31,1099.09,17.3
33,32,1538.97,25.02
33,33,0,0
33,34,348.94,3.24
33,35,479.98,4.21
33,36,1155.04,12.24
33,37,1046.04,14.89
33,38,970.8,9.9
33,39,2066.83,28.69
33,40,2163.13,31.53
33,41,712.25,7.96
33,42,687.03,7.29
33,43,1524.8,19.21
33,44,1286.76,14.89
33,45,1650.09,23.36
33,46,2073.24,27.83
33,47,1993.15,29.51
33,48,1711.61,23.91
33,49,1895.85,25.1
33,50,2219,26.91
33,51,1891.43,25.98
33,52,1762.79,26.16
33,53,929.53,11.42
33,54,603.09,8.16
33,55,529.09,4.54
33,56,787.54,8.9
33,57,1141.48,13.72
33,58,1629.62,22.84
33,59,1687.97,22.64
33,60,396.03,4.29
33,61,1679.14,24.98
33,62,527.02,5.86
33,63,740.47,7.87
33,64,2056.78,31.66
33,65,1948.65,29.74
33,66,1361.33,18.91
33,67,1673.91,23.85
33,68,1644.11,26.41
33,69,1322.24,20.03
33,70,1552.96,22.55
33,71,451.88,4.37
33,72,1906.19,29.21
33,73,1376.8,20.01
33,74,1833.98,25.66
33,75,1931.99,28.68
33,76,2111.88,28.27
33,77,2306.64,29.9
33,78,717.6,7.67
33,79,676.06,6.43
33,80,907.64,11.36
33,81,1245.8,14.38
33,82,578.2,6.16
33,83,522.12,7.82
33,84,540.79,8.29
33,85,1164.66,18.13
33,86,927.46,15.36
33,87,1055.09,16.32
33,88,661.61,8.17
33,89,610.94,5.45
33,90,832.9,8.82
33,91,1146.72,13.53
33,92,1200.95,18.01
33,93,1243.97,18.37
33,94,1408.81,20.89
33,95,1267.31,18.78
33,96,1408.87,20.87
33,97,1791.88,29.28
33,98,1774.64,29.03
33,99,1533.22,21.85
33,100,1075.29,16.57
33,101,1996.79,30.41
33,102,1068.76,12.64
33,103,1604.91,22.65
33,104,1353.92,13.31
33,105,1721.83,17.8
33,106,1221.17,15.02
33,107,1508.72,18.22
33,108,1585.05,22.2
33,109,1408.74,21.25
33,110,1781.31,23.89
33,111,1587.61,21.91
33,112,1669.27,26.35
33,113,2433.75,34.09
33,114,1544.32,22.12
34,1,689.73,10.8
34,2,1668.84,18.5
34,3,1084.08,15.66
34,4,761.68,12.86
34,5,795.73,13.24
34,6,1658.05,18.86
34,7,1058.28,16.16
34,8,989.16,12.98
34,9,599.05,7.73
34,10,912.1,11.19
34,11,805.2,9.93
34,12,849.81,8.34
34,13,680.93,8.84
34,14,627.24,7.5
34,15,656.14,10.15
34,16,521.07,4.89
34,17,459.97,4.92
34,18,442.48,4.45
34,19,1461.09,14.87
34,20,920.18,9.95
34,21,1789.11,20.68
34,22,1611.08,17.55
34,23,647.51,10.94
34,24,1013.22,10.58
34,25,952.87,13.12
34,26,1267.97,18.71
34,27,1079.19,17.26
34,28,975.54,15.04
34,29,1582.77,20.52
34,30,865.65,15.03
34,31,1118.31,17.51
34,32,1546.57,22.17
34,33,485.93,4.38
34,34,0,0
34,35,509.48,5.27
34,36,879.22,9.67
34,37,970.89,11.35
34,38,694.98,7.32
34,39,2074.44,25.84
34,40,2182.35,31.74
34,41,661.93,8.66
34,42,433.87,5.27
34,43,1248.98,16.64
34,44,1400.64,17.64
34,45,1669.31,23.58
34,46,2080.85,24.98
34,47,2012.37,29.73
34,48,1730.83,24.13
34,49,1915.07,25.31
34,50,2238.22,27.12
34,51,1910.65,26.2
34,52,1770.4,23.31
34,53,1043.4,14.17
34,54,645,7.69
34,55,589.21,6.18
34,56,511.72,6.32
34,57,865.66,11.15
34,58,1648.84,23.05
34,59,1707.19,22.86
34,60,327.04,3.62
34,61,1487.61,16.16
34,62,640.9,8.61
34,63,854.34,10.62
34,64,2076,31.87
34,65,1967.87,29.96
34,66,1380.55,19.13
34,67,1693.13,24.06
34,68,1651.71,23.56
34,69,1229.98,13.13
34,70,1572.18,22.77
34,71,565.75,7.12
34,72,1913.79,26.36
34,73,1396.02,20.22
34,74,1841.59,22.81
34,75,1951.21,28.89
34,76,2131.1,28.48
34,77,2325.86,30.11
34,78,831.47,10.42
34,79,658.73,6.91
34,80,631.82,8.79
34,81,969.98,11.8
34,82,302.38,3.59
34,83,541.34,8.03
34,84,560.01,8.5
34,85,1183.88,18.34
34,86,946.68,15.57
34,87,1074.31,16.53
34,88,775.48,10.92
34,89,552.61,6.13
34,90,557.08,6.25
34,91,870.91,10.96
34,92,1220.17,18.22
34,93,1263.19,18.59
34,94,1416.41,18.05
34,95,1274.92,15.93
34,96,1428.09,21.08
34,97,1732.02,20.15
34,98,1782.25,26.18
34,99,1552.44,22.06
34,100,1094.51,16.78
34,101,1928.2,22.54
34,102,1182.63,15.39
34,103,1352.51,14.94
34,104,1078.1,10.73
34,105,1446.01,15.23
34,106,945.35,12.45
34,107,1232.9,15.65
34,108,1604.27,22.41
34,109,1416.35,18.41
34,110,1800.53,24.11
34,111,1606.83,22.13
34,112,1676.88,23.5
34,113,2452.97,34.31
34,114,1551.93,19.27
35,1,1040.57,14.44
35,2,1946.56,21.48
35,3,1434.92,19.3
35,4,1112.52,16.5
35,5,1146.57,16.88
35,6,1935.77,21.83
35,7,1409.12,19.8
35,8,1266.88,15.96
35,9,876.77,10.7
35,10,1189.82,14.17
35,11,1082.92,12.91
35,12,1165.8,12.97
35,13,1031.77,12.47
35,14,597.05,5.77
35,15,933.86,13.12
35,16,871.91,8.53
35,17,810.81,8.56
35,18,793.32,8.09
35,19,1811.94,18.51
35,20,1271.02,13.59
35,21,2066.83,23.66
35,22,1888.8,20.53
35,23,998.35,14.58
35,24,1297.95,14.41
35,25,1303.71,16.76
35,26,1618.81,22.35
35,27,1430.04,20.9
35,28,1326.38,18.68
35,29,1877.03,19.1
35,30,1216.48,18.67
35,31,1469.15,21.15
35,32,1897.42,25.81
35,33,469.34,3.76
35,34,350.84,3.64
35,35,0,0
35,36,1156.94,12.65
35,37,1248.61,14.33
35,38,972.7,10.3
35,39,2425.28,29.48
35,40,2533.19,35.38
35,41,698.13,7.82
35,42,688.92,7.7
35,43,1526.7,19.61
35,44,1403.62,13.29
35,45,1951.47,20.29
35,46,2431.69,28.62
35,47,2363.21,33.37
35,48,2081.67,27.77
35,49,2265.91,28.95
35,50,2589.06,30.76
35,51,2261.49,29.84
35,52,2121.24,26.95
35,53,1046.39,9.82
35,54,380.05,3.77
35,55,324.26,2.27
35,56,789.44,9.3
35,57,1143.38,14.12
35,58,1999.68,26.69
35,59,2058.03,26.5
35,60,677.88,7.26
35,61,1765.33,19.14
35,62,731.21,5.47
35,63,826.46,6.03
35,64,2426.84,35.51
35,65,2318.71,33.6
35,66,1731.39,22.77
35,67,1980.63,18.92
35,68,2002.56,27.2
35,69,1507.7,16.11
35,70,1859.68,17.63
35,71,820.15,7.58
35,72,2264.63,30
35,73,1746.86,23.86
35,74,2192.43,26.45
35,75,2302.05,32.53
35,76,2481.94,32.12
35,77,2676.7,33.75
35,78,932.11,7.31
35,79,1009.57,10.55
35,80,909.54,11.77
35,81,1247.7,14.78
35,82,580.1,6.56
35,83,892.18,11.67
35,84,860.62,12.26
35,85,1534.72,21.98
35,86,1297.52,19.21
35,87,1425.16,20.17
35,88,778.47,6.57
35,89,611.13,5.42
35,90,834.8,9.22
35,91,1148.63,13.93
35,92,1571.01,21.86
35,93,1614.03,22.23
35,94,1767.25,21.69
35,95,1625.76,19.57
35,96,1778.93,24.72
35,97,2009.74,23.13
35,98,2133.09,29.82
35,99,1903.28,25.7
35,100,1445.35,20.42
35,101,2205.92,25.51
35,102,1185.62,11.04
35,103,1630.23,17.92
35,104,1355.82,13.71
35,105,1723.73,18.2
35,106,1223.07,15.43
35,107,1510.62,18.63
35,108,1955.11,26.05
35,109,1767.19,22.05
35,110,2151.37,27.74
35,111,1957.67,25.77
35,112,2027.72,27.14
35,113,2803.81,37.94
35,114,1902.77,22.91
36,1,622.75,5.96
36,2,1028,11.43
36,3,524.61,4.52
36,4,650.6,6.45
36,5,771.79,7.47
36,6,1017.22,11.79
36,7,497.52,5.85
36,8,574.94,5.92
36,9,563.57,6.87
36,10,369.08,3.11
36,11,427.71,5.37
36,12,397.49,4.18
36,13,981.35,13
36,14,1226.79,15.06
36,15,869.59,12.91
36,16,1141.56,13.38
36,17,1080.45,13.42
36,18,904.24,11.95
36,19,1717.66,18.91
36,20,513.02,4.77
36,21,1148.27,13.61
36,22,970.24,10.49
36,23,750.4,7.08
36,24,141,1.76
36,25,1055.75,9.26
36,26,1019.64,11.82
36,27,396.86,4.33
36,28,677.23,6.78
36,29,860.87,9.08
36,30,745.47,8.03
36,31,777.11,8.45
36,32,1000.2,11.42
36,33,1111.63,12.73
36,34,736.22,9.76
36,35,1135.18,13.63
36,36,0,0
36,37,432.32,4.27
36,38,405.27,3.64
36,39,1534.93,18.74
36,40,1927.02,24.94
36,41,1023.57,15.32
36,42,697.72,9.14
36,43,834.76,9.58
36,44,2021.13,26.14
36,45,940.66,8.42
36,46,1541.34,17.88
36,47,1618.08,20.68
36,48,1475.49,17.32
36,49,1659.74,18.51
36,50,1982.89,20.32
36,51,1655.31,19.39
36,52,1224.02,12.56
36,53,1663.89,22.67
36,54,1270.7,16.04
36,55,1214.91,14.54
36,56,525.21,4.65
36,57,451.44,4.09
36,58,1393.51,16.25
36,59,1451.86,16.05
36,60,909.53,10.01
36,61,969.71,10.04
36,62,1261.38,17.11
36,63,1474.83,19.12
36,64,1820.67,25.07
36,65,1712.54,23.15
36,66,720.75,6.79
36,67,964.48,8.9
36,68,1067.72,10.54
36,69,442.52,4.34
36,70,837.74,5.81
36,71,1186.24,15.62
36,72,1367.42,15.61
36,73,1140.69,13.42
36,74,1295.58,15.28
36,75,1695.88,22.09
36,76,1875.77,21.68
36,77,2070.52,23.31
36,78,1451.96,18.92
36,79,1210.58,15.51
36,80,845.27,11.55
36,81,961.56,10.55
36,82,602.4,7.72
36,83,797.91,12.07
36,84,727.92,7.83
36,85,1006.4,11.41
36,86,844.49,8.47
36,87,962.01,9.42
36,88,1395.97,19.42
36,89,1003.2,12.58
36,90,644.65,6.92
36,91,621.68,6.26
36,92,964.84,11.42
36,93,909.13,9.66
36,94,870.43,7.56
36,95,787.81,8.19
36,96,1172.75,14.28
36,97,1091.18,13.09
36,98,1235.87,15.43
36,99,1344.39,15.17
36,100,839.17,9.98
36,101,1287.36,15.47
36,102,1803.12,23.89
36,103,757.22,6.72
36,104,458.14,4.18
36,105,1014.74,8.02
36,106,696.13,7.76
36,107,818.68,8.59
36,108,1348.93,15.61
36,109,1012.51,11.66
36,110,1401,14.6
36,111,1220.21,13.64
36,112,1130.5,12.75
36,113,2197.63,27.5
36,114,1023.32,9.54
37,1,446.62,2.97
37,2,1113.72,13.12
37,3,511.96,4.11
37,4,579.75,4.48
37,5,713.43,5.76
37,6,1102.93,13.48
37,7,515.27,5.11
37,8,924.69,9.49
37,9,512.93,4.85
37,10,807.91,6.52
37,11,377.06,3.35
37,12,427.27,3.23
37,13,885.77,8.33
37,14,1451.64,16.71
37,15,1094.43,14.56
37,16,1185.51,12.78
37,17,1021.35,10.22
37,18,866,7.74
37,19,1615.89,13.8
37,20,326.94,1.73
37,21,1233.98,15.3
37,22,1055.95,12.17
37,23,574.26,4.1
37,24,337.93,2.98
37,25,879.62,6.28
37,26,1006.98,11.41
37,27,414.61,3.59
37,28,664.57,6.37
37,29,946.59,10.77
37,30,732.81,7.63
37,31,764.45,8.04
37,32,1130.08,15.02
37,33,1185.07,13.88
37,34,982.82,11.42
37,35,1381.78,15.29
37,36,530.59,4.3
37,37,0,0
37,38,652.52,6.09
37,39,1657.94,18.69
37,40,1914.36,24.53
37,41,1248.42,16.98
37,42,922.57,10.79
37,43,1184.51,13.14
37,44,2016.51,25.34
37,45,1026.37,10.11
37,46,1664.35,17.84
37,47,1741.09,20.63
37,48,1462.84,16.92
37,49,1647.08,18.1
37,50,1970.23,19.91
37,51,1642.66,18.99
37,52,1353.9,16.16
37,53,1659.27,21.87
37,54,1332.83,18.62
37,55,1309.56,16.55
37,56,590.89,5.56
37,57,801.2,7.65
37,58,1380.85,15.85
37,59,1439.2,15.65
37,60,976.79,9.4
37,61,1055.42,11.73
37,62,1256.76,16.32
37,63,1470.21,18.33
37,64,1808.01,24.66
37,65,1699.88,22.75
37,66,741.99,6.37
37,67,1050.19,10.59
37,68,1153.44,12.22
37,69,698.52,6.78
37,70,929.24,9.3
37,71,1181.62,14.83
37,72,1497.3,19.22
37,73,1128.03,13.01
37,74,1425.09,15.66
37,75,1683.22,21.68
37,76,1863.11,21.27
37,77,2057.87,22.91
37,78,1447.34,18.13
37,79,1145.15,10.96
37,80,1070.12,13.21
37,81,1127.43,11.69
37,82,849,9.38
37,83,734.93,7.66
37,84,541.84,4.79
37,85,993.74,11
37,86,822.05,7.44
37,87,949.36,9.02
37,88,1391.35,18.63
37,89,1228.05,14.23
37,90,843.57,8.42
37,91,773.94,7.12
37,92,952.18,11.02
37,93,896.47,9.25
37,94,999.91,10.9
37,95,805.55,7.45
37,96,1160.09,13.87
37,97,1176.89,14.77
37,98,1361.98,15.97
37,99,1331.74,14.76
37,100,826.51,9.58
37,101,1373.07,17.16
37,102,1798.5,23.1
37,103,981.19,9.4
37,104,896.98,7.6
37,105,1192.09,12.6
37,106,844.56,8.61
37,107,1168.43,12.16
37,108,1336.28,15.21
37,109,999.85,11.26
37,110,1388.34,14.19
37,111,1207.55,13.23
37,112,1260.38,16.35
37,113,2184.98,27.1
37,114,1135.43,12.12
38,1,769.31,6.28
38,2,1277.73,11.72
38,3,803.3,7.96
38,4,870.37,14.21
38,5,904.42,14.59
38,6,1266.94,12.07
38,7,851.85,9.68
38,8,598.05,6.2
38,9,565.24,6.32
38,10,520.99,4.41
38,11,437.24,3.72
38,12,458.22,3.66
38,13,849.48,11.15
38,14,1094.92,13.21
38,15,737.72,11.06
38,16,1009.69,11.54
38,17,948.58,11.57
38,18,772.36,10.1
38,19,1585.79,17.06
38,20,689.42,5.21
38,21,1397.99,13.9
38,22,1219.96,10.77
38,23,756.2,12.29
38,24,530.81,5.19
38,25,1061.56,14.47
38,26,1298.32,15.26
38,27,779.26,7.73
38,28,955.91,10.22
38,29,1109.89,9.88
38,30,974.34,16.38
38,31,1045.53,12.14
38,32,1300.09,14.78
38,33,979.76,10.89
38,34,604.35,7.91
38,35,1003.31,11.78
38,36,389.81,3.43
38,37,602.94,5.14
38,38,0,0
38,39,1834.82,22.11
38,40,2205.7,28.38
38,41,891.7,13.48
38,42,565.85,7.29
38,43,857.86,9.85
38,44,1889.25,24.29
38,45,1221.48,9.48
38,46,1841.23,21.25
38,47,1917.97,24.05
38,48,1754.18,20.77
38,49,1938.42,21.95
38,50,2261.57,23.76
38,51,1933.99,22.84
38,52,1523.91,15.92
38,53,1532.02,20.82
38,54,1138.83,14.19
38,55,1083.04,12.69
38,56,411.77,3.13
38,57,474.55,4.36
38,58,1672.19,19.7
38,59,1730.54,19.5
38,60,777.66,8.16
38,61,1096.5,9.38
38,62,1129.51,15.26
38,63,1342.96,17.27
38,64,2099.35,28.51
38,65,1991.22,26.6
38,66,1018.8,9.33
38,67,1213.49,9.7
38,68,1316.74,11.34
38,69,740.57,6.89
38,70,1092.54,8.41
38,71,1054.37,13.77
38,72,1667.31,18.98
38,73,1419.37,16.86
38,74,1595.47,18.65
38,75,1974.56,25.53
38,76,2154.45,25.12
38,77,2349.21,26.76
38,78,1320.09,17.07
38,79,1078.71,13.66
38,80,664.87,6.15
38,81,696.11,6.64
38,82,470.53,5.88
38,83,666.04,10.22
38,84,616.7,9.23
38,85,1285.08,14.85
38,86,1055.38,16.92
38,87,1183.01,17.88
38,88,1264.1,17.57
38,89,871.33,10.73
38,90,433.99,2.95
38,91,447.3,3.83
38,92,1243.52,14.87
38,93,1176.08,13.28
38,94,1170.31,10.93
38,95,1138.03,12.81
38,96,1451.44,17.72
38,97,1340.9,13.37
38,98,1525.99,14.57
38,99,1623.08,18.61
38,100,1117.85,13.43
38,101,1537.08,15.75
38,102,1671.25,22.04
38,103,937.3,6.83
38,104,588.68,4.49
38,105,1054.9,8.44
38,106,521.74,5.33
38,107,841.79,8.87
38,108,1627.62,19.06
38,109,1279.46,15.29
38,110,1667.95,18.22
38,111,1487.16,17.26
38,112,1430.39,16.12
38,113,2476.32,30.95
38,114,1323.21,12.91
39,1,1634.4,17.25
39,2,1079.59,14.17
39,3,1614.18,20.1
39,4,1541.24,15.87
39,5,1621.63,16.1
39,6,1009.96,12.96
39,7,1388.87,18.57
39,8,1756.81,20.96
39,9,1919.4,20.43
39,10,1762.47,20.54
39,11,1827.23,22.21
39,12,1797.02,21.02
39,13,2081.15,22.39
39,14,2666.13,31.11
39,15,2372.41,29.9
39,16,2380.89,26.84
39,17,2226.3,25.17
39,18,2081.21,23.12
39,19,2811.27,27.86
39,20,1817.13,22.31
39,21,1199.86,16.35
39,22,1088.69,14.55
39,23,1756.31,18.37
39,24,1598.49,19.2
39,25,2052.62,20.55
39,26,1179.61,11.75
39,27,1459.4,18.9
39,28,1400.81,14.28
39,29,982.9,12.45
39,30,1383.06,14.19
39,31,1150.88,12.1
39,32,748.23,9.59
39,33,2380.46,27.94
39,34,2275.78,27.54
39,35,2674.73,31.41
39,36,1647.51,19.77
39,37,1736.43,21.8
39,38,1866.05,22.51
39,39,0,0
39,40,766.11,8.55
39,41,2526.39,32.31
39,42,2157.55,25.72
39,43,1990.02,23.79
39,44,3211.89,39.41
39,45,1172.66,13.52
39,46,221.23,1.99
39,47,360.86,3.77
39,48,815.81,10.31
