O,D,Car_time,Car_dist
53,48,2170.9,31.14
53,49,2355.14,32.32
53,50,2678.29,34.13
53,51,2350.72,33.21
53,52,2222.07,33.38
53,53,0,0
53,54,641.76,6.85
53,55,653.59,6.46
53,56,1268.92,16.57
53,57,1729.56,26.05
53,58,2088.91,30.06
53,59,2147.26,29.87
53,60,855.32,11.51
53,61,2138.43,32.2
53,62,814.71,7.24
53,63,889.63,7.81
53,64,2516.07,38.88
53,65,2407.94,36.97
53,66,1820.62,26.14
53,67,2133.2,31.07
53,68,2103.39,33.63
53,69,1781.52,27.26
53,70,2012.24,29.78
53,71,938.12,9.49
53,72,2365.47,36.43
53,73,1836.09,27.23
53,74,2293.26,32.88
53,75,2391.28,35.9
53,76,2571.17,35.49
53,77,2765.93,37.12
53,78,1046.74,10.57
53,79,1183.13,13.66
53,80,1495.71,23.69
53,81,1833.87,26.71
53,82,1095.32,13.51
53,83,981.41,15.04
53,84,1000.08,15.51
53,85,1623.95,25.35
53,86,1386.75,22.58
53,87,1514.38,23.54
53,88,665.26,5.75
53,89,1238.09,14.28
53,90,1448.31,21.05
53,91,1734.8,25.86
53,92,1660.24,25.23
53,93,1703.26,25.6
53,94,1868.09,28.12
53,95,1726.59,26
53,96,1868.16,28.09
53,97,2251.16,36.51
53,98,2233.93,36.25
53,99,1992.51,29.07
53,100,1534.57,23.79
53,101,2456.08,37.64
53,102,716.34,5.57
53,103,2064.2,29.88
53,104,1986.17,25.95
53,105,2275.09,33.08
53,106,1809.24,27.35
53,107,2096.79,30.55
53,108,2044.34,29.42
53,109,1868.03,28.48
53,110,2240.59,31.11
53,111,2046.9,29.13
53,112,2128.56,33.57
53,113,2893.04,41.31
53,114,2003.61,29.34
54,1,969.36,15.62
54,2,2036.28,31.41
54,3,1363.7,20.48
54,4,1041.3,17.68
54,5,1075.35,18.06
54,6,2025.49,31.77
54,7,1337.9,20.99
54,8,1454.48,19.08
54,9,1005.42,14.91
54,10,1377.42,17.29
54,11,1179.19,18.5
54,12,1353.4,16.09
54,13,960.55,13.66
54,14,569.77,5.73
54,15,1121.46,16.25
54,16,950.21,10.38
54,17,871.68,10.59
54,18,856.02,11.53
54,19,1740.72,19.69
54,20,1260.8,18.08
54,21,2156.54,33.59
54,22,1978.52,30.46
54,23,927.14,15.76
54,24,1470.95,20.45
54,25,1232.49,17.94
54,26,1547.6,23.53
54,27,1358.82,22.08
54,28,1255.16,19.86
54,29,1869.15,29.06
54,30,1145.27,19.86
54,31,1397.94,22.33
54,32,1837.81,30.05
54,33,607.33,6.5
54,34,538.44,6.76
54,35,365.85,3.79
54,36,1344.55,15.77
54,37,1344.89,19.92
54,38,1160.3,13.43
54,39,2365.67,33.72
54,40,2461.97,36.56
54,41,758.02,9.07
54,42,876.53,10.82
54,43,1714.3,22.74
54,44,1248.17,12.55
54,45,1948.93,28.4
54,46,2372.08,32.86
54,47,2291.99,34.55
54,48,2010.45,28.95
54,49,2194.69,30.13
54,50,2517.85,31.94
54,51,2190.27,31.02
54,52,2061.63,31.19
54,53,890.94,9.08
54,54,0,0
54,55,271.28,2.33
54,56,977.04,12.42
54,57,1330.99,17.25
54,58,1928.47,27.88
54,59,1986.81,27.68
54,60,694.88,9.33
54,61,1952.93,22.26
54,62,596.08,4.73
54,63,671.01,5.29
54,64,2355.63,36.69
54,65,2247.5,34.78
54,66,1660.17,23.95
54,67,1972.75,28.88
54,68,1942.95,31.44
54,69,1621.08,25.07
54,70,1851.8,27.59
54,71,770.18,7.68
54,72,2205.03,34.24
54,73,1675.64,25.04
54,74,2132.82,30.69
54,75,2230.84,33.71
54,76,2410.72,33.3
54,77,2605.48,34.94
54,78,868.95,8.29
54,79,1022.69,11.47
54,80,1097.15,14.89
54,81,1435.3,17.9
54,82,767.7,9.69
54,83,820.97,12.85
54,84,839.64,13.32
54,85,1463.51,23.17
54,86,1226.31,20.39
54,87,1353.94,21.35
54,88,541.16,4.17
54,89,767.63,8.88
54,90,1022.4,12.35
54,91,1336.23,17.06
54,92,1499.8,23.04
54,93,1542.82,23.41
54,94,1707.65,25.93
54,95,1566.15,23.82
54,96,1707.71,25.9
54,97,2090.72,34.32
54,98,2073.48,34.06
54,99,1832.06,26.88
54,100,1374.13,21.61
54,101,2295.63,35.45
54,102,1030.17,10.3
54,103,1817.83,21.04
54,104,1543.43,16.83
54,105,1911.33,21.33
54,106,1410.67,18.55
54,107,1698.22,21.75
54,108,1883.89,27.24
54,109,1707.58,26.29
54,110,2080.15,28.93
54,111,1886.46,26.95
54,112,1968.11,31.38
54,113,2732.59,39.13
54,114,1843.16,27.15
55,1,813.99,13.9
55,2,1880.92,29.68
55,3,1208.34,18.75
55,4,885.94,15.95
55,5,919.99,16.34
55,6,1870.13,30.04
55,7,1182.54,19.26
55,8,1412.88,17.56
55,9,850.06,13.18
55,10,1335.82,15.78
55,11,1023.83,16.77
55,12,1217.39,18.59
55,13,805.19,11.93
55,14,634.94,6.39
55,15,1079.86,14.73
55,16,794.85,8.65
55,17,716.32,8.87
55,18,700.66,9.8
55,19,1585.36,17.97
55,20,1105.44,16.35
55,21,2001.18,31.86
55,22,1823.15,28.74
55,23,771.78,14.04
55,24,1315.59,18.72
55,25,1077.13,16.21
55,26,1392.24,21.8
55,27,1203.46,20.36
55,28,1099.8,18.14
55,29,1713.78,27.33
55,30,989.91,18.13
55,31,1242.57,20.61
55,32,1682.45,28.32
55,33,437.79,4.35
55,34,496.84,5.25
55,35,324.26,2.27
55,36,1302.95,14.25
55,37,1189.53,18.19
55,38,1118.71,11.91
55,39,2210.31,32
55,40,2306.61,34.84
55,41,823.19,9.73
55,42,834.93,9.3
55,43,1672.7,21.22
55,44,1177.63,11.48
55,45,1793.57,26.67
55,46,2216.72,31.14
55,47,2136.63,32.82
55,48,1855.09,27.22
55,49,2039.33,28.41
55,50,2362.49,30.21
55,51,2034.91,29.29
55,52,1906.27,29.46
55,53,820.4,8.01
55,54,241.18,2.25
55,55,0,0
55,56,935.44,10.91
55,57,1289.39,15.73
55,58,1773.11,26.15
55,59,1831.45,25.95
55,60,539.52,7.6
55,61,1822.62,28.29
55,62,483.38,4.08
55,63,600.46,4.23
55,64,2200.26,34.97
55,65,2092.14,33.05
55,66,1504.81,22.22
55,67,1817.39,27.15
55,68,1787.59,29.71
55,69,1465.72,23.34
55,70,1696.44,25.86
55,71,575.66,4.84
55,72,2049.67,32.52
55,73,1520.28,23.31
55,74,1977.46,28.97
55,75,2075.48,31.98
55,76,2255.36,31.58
55,77,2450.12,33.21
55,78,684.28,5.92
55,79,867.33,9.74
55,80,1055.55,13.37
55,81,1393.71,16.39
55,82,726.1,8.17
55,83,665.6,11.13
55,84,684.27,11.6
55,85,1308.15,21.44
55,86,1070.95,18.66
55,87,1198.58,19.62
55,88,552.48,4.76
55,89,742.15,6.88
55,90,980.8,10.83
55,91,1294.63,15.54
55,92,1344.43,21.32
55,93,1387.46,21.68
55,94,1552.29,24.2
55,95,1410.79,22.09
55,96,1552.35,24.18
55,97,1935.36,32.59
55,98,1918.12,32.33
55,99,1676.7,25.16
55,100,1218.77,19.88
55,101,2140.27,33.72
55,102,959.63,9.24
55,103,1748.39,25.96
55,104,1501.83,15.32
55,105,1869.74,19.81
55,106,1369.07,17.03
55,107,1656.63,20.23
55,108,1728.53,25.51
55,109,1552.22,24.56
55,110,1924.79,27.2
55,111,1731.1,25.22
55,112,1812.75,29.65
55,113,2577.23,37.4
55,114,1687.8,25.42
56,1,556.81,9.45
56,2,1420.57,15.36
56,3,861.97,8.89
56,4,628.76,11.51
56,5,662.81,11.89
56,6,1409.78,15.72
56,7,865.28,9.88
56,8,790.89,9.12
56,9,189.84,1.97
56,10,713.83,7.34
56,11,331.56,3.86
56,12,420.97,3.93
56,13,607.87,8.45
56,14,889.71,11.11
56,15,532.51,8.96
56,16,831.99,9.57
56,17,713.29,10.22
56,18,530.75,7.41
56,19,1344.18,14.37
56,20,583.73,5.35
56,21,1540.84,17.54
56,22,1362.81,14.41
56,23,514.59,9.59
56,24,584.38,6.17
56,25,819.95,11.77
56,26,1135.05,17.36
56,27,764.62,8.37
56,28,842.62,13.69
56,29,1253.44,13.01
56,30,732.72,13.69
56,31,976.64,11.56
56,32,1340.8,18.47
56,33,802.06,8.92
56,34,426.65,5.95
56,35,825.61,9.81
56,36,574.45,4.95
56,37,497.25,5.28
56,38,409.95,3.38
56,39,1868.67,22.14
56,40,2049.43,30.39
56,41,686.49,11.38
56,42,360.64,5.19
56,43,1050.7,12.78
56,44,1705.99,25.21
56,45,1333.22,12.35
56,46,1875.08,21.28
56,47,1879.45,28.38
56,48,1597.91,22.78
56,49,1782.15,23.96
56,50,2105.3,25.77
56,51,1777.72,24.85
56,52,1564.62,19.61
56,53,1348.76,21.74
56,54,961.13,12.23
56,55,905.34,10.72
56,56,0,0
56,57,667.39,7.29
56,58,1515.92,21.71
56,59,1574.27,21.51
56,60,563.47,6.43
56,61,1289.34,12.31
56,62,946.25,16.18
56,63,1159.7,18.2
56,64,1943.08,30.52
56,65,1834.95,28.61
56,66,1092,11.14
56,67,1357.04,12.83
56,68,1445.94,19.86
56,69,849.35,8.68
56,70,1230.31,9.74
56,71,871.11,14.69
56,72,1708.02,22.66
56,73,1263.1,18.87
56,74,1635.81,19.11
56,75,1818.29,27.54
56,76,1998.18,27.13
56,77,2192.94,28.77
56,78,1136.83,17.99
56,79,837.1,10.96
56,80,508.19,7.61
56,81,846.35,10.62
56,82,292.83,3.91
56,83,424.42,7.53
56,84,366.18,3.72
56,85,1050.96,17
56,86,813.76,14.22
56,87,941.39,15.18
56,88,1080.84,18.49
56,89,666.12,8.64
56,90,281.64,2.82
56,91,672.63,7.1
56,92,1087.25,16.88
56,93,1107.2,12.7
56,94,1210.64,14.35
56,95,1069.14,12.23
56,96,1295.17,19.73
56,97,1483.74,17.01
56,98,1576.48,22.48
56,99,1419.52,20.71
56,100,961.58,15.44
56,101,1679.93,19.4
56,102,1487.99,22.96
56,103,1141.69,9.12
56,104,793.07,6.79
56,105,1247.74,11.37
56,106,747.07,8.6
56,107,1034.63,11.79
56,108,1471.35,21.07
56,109,1210.58,14.71
56,110,1599.07,17.64
56,111,1418.28,16.68
56,112,1471.11,19.8
56,113,2320.05,32.96
56,114,1346.16,15.57
57,1,1024.98,10.7
57,2,1052.85,9.5
57,3,867.48,9.64
57,4,965.95,10.94
57,5,1094.64,12.7
57,6,1042.07,9.85
57,7,916.03,11.36
57,8,279.44,2.51
57,9,863.92,9.94
57,10,296.11,2.19
57,11,741.09,7.74
57,12,758.24,8.12
57,13,1118.84,14.21
57,14,1199.77,12.75
57,15,906.04,11.54
57,16,1308.37,15.16
57,17,1224.27,15.97
57,18,1041.73,13.16
57,19,1855.15,20.12
57,20,915.25,9.52
57,21,1173.12,11.68
57,22,995.09,8.55
57,23,1025.57,15.35
57,24,589.64,5.5
57,25,1330.93,17.53
57,26,1362.5,16.95
57,27,843.44,9.42
57,28,1020.09,11.91
57,29,1053.4,10.6
57,30,1088.33,13.16
57,31,1109.71,13.82
57,32,1180.24,12.06
57,33,1278.44,14.5
57,34,903.03,11.53
57,35,1301.99,15.4
57,36,540.4,4.62
57,37,817.08,8.62
57,38,399.69,4.16
57,39,1763.39,20.3
57,40,2251.8,27.02
57,41,1060.03,13.96
57,42,691.19,7.36
57,43,539.26,6.16
57,44,2187.93,27.91
57,45,1057.76,8.3
57,46,1769.8,19.44
57,47,1846.54,22.24
57,48,1818.36,22.45
57,49,2002.6,23.63
57,50,2325.75,25.44
57,51,1998.18,24.52
57,52,1514.58,15.19
57,53,1830.69,24.44
57,54,1437.51,17.81
57,55,1381.71,16.31
57,56,712.16,8.22
57,57,0,0
57,58,1736.37,21.38
57,59,1794.72,21.18
57,60,1074.44,12.19
57,61,871.63,7.16
57,62,1428.19,18.88
57,63,1641.63,20.89
57,64,2145.45,27.15
57,65,2037.32,25.23
57,66,1066.66,9.64
57,67,1126.71,9.92
57,68,1109.71,10.97
57,69,788.42,7.19
57,70,1036.06,9.13
57,71,1353.05,17.39
57,72,1595.88,17.17
57,73,1483.55,18.54
57,74,1524.04,16.83
57,75,2038.74,27.21
57,76,2218.63,26.81
57,77,2413.39,28.44
57,78,1618.76,20.69
57,79,1348.07,16.72
57,80,766.77,8.32
57,81,798.01,8.81
57,82,769.21,9.49
57,83,935.4,13.28
57,84,886.06,12.3
57,85,1349.26,16.54
57,86,1159.84,12.96
57,87,1304.88,14.55
57,88,1562.78,21.19
57,89,976.18,10.28
57,90,587.76,5.39
57,91,495.11,4.7
57,92,1307.7,16.55
57,93,1240.27,14.96
57,94,1218.17,11.23
57,95,1202.21,14.49
57,96,1515.62,19.4
57,97,1116.03,11.15
57,98,1301.12,12.34
57,99,1687.26,20.29
57,100,1182.04,15.11
57,101,1312.21,13.53
57,102,1969.93,25.66
57,103,736.52,5.93
57,104,633.42,4.95
57,105,830.03,6.22
57,106,487.42,4.17
57,107,523.18,5.18
57,108,1691.8,20.74
57,109,1343.64,16.97
57,110,1732.14,19.9
57,111,1551.34,18.94
57,112,1358.96,14.3
57,113,2522.42,29.58
57,114,1371.06,13.21
58,1,1395.13,14.5
58,2,1459.16,18
58,3,1397.45,14.02
58,4,1187.06,11.24
58,5,1114.86,10.19
58,6,1389.53,16.79
58,7,1133.68,11.2
58,8,1927.87,20
58,9,1680.13,17.69
58,10,1869.23,19.12
58,11,1650.33,17.66
58,12,1680.02,17.57
58,13,1767.64,16.13
58,14,2535.52,28.6
58,15,2178.32,26.45
58,16,2122.21,22.01
58,17,1967.62,20.34
58,18,1822.53,18.29
58,19,2497.76,21.6
58,20,1600.4,16.22
58,21,1579.43,20.18
58,22,1468.26,18.39
58,23,1368.47,12.44
58,24,1489.11,15.43
58,25,1591.39,16.04
58,26,634.06,4.87
58,27,1257.9,12.97
58,28,1045.91,9.38
58,29,1241.51,11.93
58,30,876.3,8.28
58,31,873.95,8.59
58,32,1127.8,13.43
58,33,2121.78,23.11
58,34,2072.47,23.43
58,35,2461.68,26.96
58,36,1591.91,16.89
58,37,1519.7,15.71
58,38,1822.07,20.43
58,39,1118.18,12.09
58,40,1009.86,11.7
58,41,2332.31,28.86
58,42,2006.46,22.67
58,43,2134.08,22.51
58,44,2953.21,34.58
58,45,1552.23,17.35
58,46,1155.25,10.8
58,47,839.88,9.68
58,48,357.63,3.29
58,49,309.23,2.34
58,50,865.03,6.28
58,51,537.45,5.36
58,52,1173.01,12.8
58,53,2595.98,31.11
58,54,2269.53,27.85
58,55,2246.26,25.79
58,56,1844.09,19.67
58,57,1925.32,19.74
58,58,0,0
58,59,438.7,3.67
58,60,1926.49,20.16
58,61,1656.13,20.58
58,62,2193.47,25.55
58,63,2406.91,27.57
58,64,858.24,8.71
58,65,795.38,9.91
58,66,1287.29,12.09
58,67,1464.65,16.47
58,68,1232.94,14.82
58,69,1485.81,15.61
58,70,1450.5,14.43
58,71,2118.33,24.06
58,72,1174.41,12.5
58,73,597.52,4.62
58,74,929.91,9.36
58,75,778.72,8.84
58,76,525.26,5.51
58,77,720.02,7.14
58,78,2384.04,27.36
58,79,2059.96,19.8
58,80,2154.01,25.09
58,81,2296.98,26.03
58,82,1938.65,21.39
58,83,1671.64,16.9
58,84,1543.72,16.69
58,85,815.25,7.03
58,86,1015.6,10.21
58,87,833.75,8.35
58,88,2328.06,27.86
58,89,2311.93,26.12
58,90,2036.81,21.45
58,91,1943.49,21.46
58,92,637.46,5.53
58,93,812.27,6.81
58,94,1064.83,9.48
58,95,1129.51,10.68
58,96,335.19,2.73
58,97,1399.72,17.72
58,98,1382.48,17.46
58,99,379.05,2.72
58,100,647.51,6.47
58,101,1651.88,20.67
58,102,2735.21,32.33
58,103,1698.66,20.7
58,104,1734.95,17.01
58,105,1792.8,21.45
58,106,2014.11,22.95
58,107,2069.25,20.86
58,108,480.11,4.4
58,109,879.41,7.02
58,110,693.4,6.12
58,111,727.54,6.47
58,112,1164.83,13.08
58,113,1272.83,11.47
58,114,1037.41,9.74
59,1,1363.61,14.35
59,2,1249.24,15.87
59,3,1365.93,13.86
59,4,1155.54,11.09
59,5,1083.34,10.03
59,6,1179.62,14.66
59,7,1102.16,11.04
59,8,1896.35,19.84
59,9,1648.61,17.53
59,10,1837.71,18.96
59,11,1618.81,17.5
59,12,1648.49,17.42
59,13,1736.12,15.97
59,14,2504,28.44
59,15,2146.8,26.29
59,16,2090.69,21.86
59,17,1936.1,20.18
59,18,1791.01,18.14
59,19,2466.24,21.45
59,20,1568.88,16.06
59,21,1369.51,18.05
59,22,1258.35,16.25
59,23,1336.95,12.29
59,24,1457.59,15.28
59,25,1559.87,15.89
59,26,641.32,5.69
59,27,1226.38,12.81
59,28,1014.39,9.22
59,29,1068.53,9.88
59,30,844.78,8.13
59,31,842.43,8.43
59,32,917.88,11.3
59,33,2090.26,22.96
59,34,2040.95,23.27
59,35,2430.16,26.8
59,36,1560.39,16.74
59,37,1488.18,15.56
59,38,1790.55,20.27
59,39,938.07,9.3
59,40,865.31,11.62
59,41,2300.79,28.7
59,42,1974.94,22.51
59,43,2102.56,22.35
59,44,2921.69,34.42
59,45,1342.31,15.22
59,46,945.33,8.67
59,47,695.33,9.61
59,48,243.91,2.23
59,49,655.64,5.22
59,50,751.31,5.22
59,51,423.73,4.3
59,52,963.09,10.67
59,53,2564.46,30.95
59,54,2238.01,27.69
59,55,2214.74,25.63
59,56,1812.57,19.51
59,57,1893.8,19.59
59,58,482.86,4.13
59,59,0,0
59,60,1894.97,20
59,61,1446.22,18.45
59,62,2161.95,25.4
59,63,2375.39,27.41
59,64,758.97,11.75
59,65,650.84,9.84
59,66,1255.77,11.93
59,67,1254.74,14.34
59,68,1023.02,12.69
59,69,1398.67,14.2
59,70,1277.53,12.39
59,71,2086.81,23.9
59,72,964.49,10.37
59,73,534.53,4.09
59,74,719.99,7.22
59,75,634.18,8.77
59,76,902.34,8.75
59,77,1097.1,10.39
59,78,2352.52,27.21
59,79,2028.44,19.64
59,80,2122.49,24.93
59,81,2265.46,25.87
59,82,1907.13,21.24
59,83,1640.12,16.74
59,84,1512.2,16.53
59,85,796.04,8.21
59,86,984.08,10.06
59,87,802.23,8.19
59,88,2296.54,27.7
59,89,2280.41,25.96
59,90,2005.3,21.29
59,91,1911.97,21.3
59,92,605.94,5.37
59,93,780.75,6.65
59,94,885.12,7.39
59,95,1097.44,9.34
59,96,536.36,4.33
59,97,1189.8,15.58
59,98,1172.57,15.33
59,99,767.94,6.49
59,100,615.99,6.31
59,101,1441.97,18.54
59,102,2703.69,32.18
59,103,1488.74,18.57
59,104,1703.43,16.85
59,105,1582.88,19.32
59,106,1982.59,22.79
59,107,2037.73,20.71
59,108,270.2,2.27
59,109,630.81,4.98
59,110,483.49,3.99
59,111,451.28,3.51
59,112,954.91,10.95
59,113,1135.93,14.19
59,114,827.5,7.61
60,1,546.18,7.52
60,2,1613.1,23.31
60,3,940.52,12.38
60,4,618.12,9.58
60,5,652.17,9.96
60,6,1602.31,23.67
60,7,914.72,12.89
60,8,1151.09,13.07
60,9,526.6,5.11
60,10,1074.03,11.29
60,11,714.34,8.06
60,12,851.91,7.23
60,13,537.37,5.56
60,14,829.64,9.22
60,15,818.07,10.24
60,16,504.92,3.74
60,17,304.85,2.14
60,18,346.35,2.82
60,19,1317.54,11.59
60,20,811.93,8.09
60,21,1733.36,25.49
60,22,1555.33,22.36
60,23,503.96,7.66
60,24,1015.31,9.48
60,25,809.32,9.84
60,26,1124.42,15.43
60,27,935.64,13.99
60,28,831.98,11.76
60,29,1445.96,20.96
60,30,722.09,11.76
60,31,974.76,14.23
60,32,1414.63,21.95
60,33,547.68,5.48
60,34,453.32,4.74
60,35,735.53,7.49
60,36,1041.16,9.76
60,37,893.32,9.42
60,38,856.91,7.42
60,39,1942.49,25.62
60,40,2038.79,28.46
60,41,864.33,10.37
60,42,646.21,6.47
60,43,1410.91,16.73
60,44,1379.11,16.95
60,45,1525.75,20.3
60,46,1948.9,24.76
60,47,1868.81,26.45
60,48,1587.27,20.85
60,49,1771.51,22.03
60,50,2094.67,23.84
60,51,1767.09,22.92
60,52,1638.45,23.09
60,53,1021.87,13.48
60,54,695.43,10.22
60,55,672.16,8.16
60,56,567.84,5.06
60,57,1027.6,11.24
60,58,1505.29,19.78
60,59,1563.63,19.58
60,60,0,0
60,61,1554.8,21.92
60,62,619.37,7.92
60,63,832.81,9.93
60,64,1932.45,28.59
60,65,1824.32,26.68
60,66,1236.99,15.85
60,67,1549.57,20.78
60,68,1519.77,23.34
60,69,1197.9,16.97
60,70,1428.62,19.49
60,71,544.23,6.43
60,72,1781.85,26.14
60,73,1252.46,16.94
60,74,1709.64,22.59
60,75,1807.66,25.61
60,76,1987.54,25.2
60,77,2182.3,26.84
60,78,809.94,9.73
60,79,532.44,4.02
60,80,793.76,8.88
60,81,1131.92,11.9
60,82,340.51,2.53
60,83,397.79,4.75
60,84,416.45,5.22
60,85,1040.33,15.07
60,86,803.13,12.29
60,87,930.76,13.25
60,88,753.96,10.23
60,89,763.02,7.86
60,90,719.01,6.34
60,91,1032.84,11.05
60,92,1076.61,14.95
60,93,1119.64,15.31
60,94,1284.47,17.83
60,95,1142.97,15.72
60,96,1284.53,17.8
60,97,1667.54,26.22
60,98,1650.3,25.96
60,99,1408.88,18.78
60,100,950.95,13.51
60,101,1872.45,27.35
60,102,1161.1,14.7
60,103,1480.57,19.59
60,104,1240.04,10.83
60,105,1607.95,15.32
60,106,1107.28,12.54
60,107,1394.83,15.74
60,108,1460.71,19.14
60,109,1284.4,18.19
60,110,1656.97,20.83
60,111,1463.28,18.85
60,112,1544.93,23.28
60,113,2309.41,31.03
60,114,1419.98,19.05
61,1,1246.76,14.08
61,2,487.14,3.98
61,3,1038.36,10.98
61,4,1092.57,12.2
61,5,1199.67,13.21
61,6,497,5.46
61,7,813.06,9.44
61,8,802.41,7.2
61,9,1375.88,14.53
61,10,808.07,6.78
61,11,1253.04,12.33
61,12,1254.86,12.29
61,13,1630.8,18.81
61,14,1711.72,17.35
61,15,1418,16.14
61,16,1820.32,19.75
61,17,1736.22,20.57
61,18,1553.69,17.76
61,19,2367.11,24.72
61,20,1241.31,13.18
61,21,607.41,6.16
61,22,429.38,3.04
61,23,1368.67,15.2
61,24,1034.27,9.65
61,25,1636.54,17.19
61,26,1294.64,15.36
61,27,883.59,9.77
61,28,1075.59,11.91
61,29,667.71,7.6
61,30,1143.83,13.17
61,31,1022.13,11.98
61,32,635.18,7.67
61,33,1790.4,19.1
61,34,1414.99,16.13
61,35,1813.94,19.99
61,36,985.03,8.78
61,37,1160.62,12.68
61,38,911.65,8.76
61,39,1218.33,15.91
61,40,1706.73,22.63
61,41,1571.99,18.55
61,42,1203.15,11.96
61,43,1035.62,10.03
61,44,2699.89,32.5
61,45,512.7,3.91
61,46,1224.73,15.05
61,47,1301.47,17.85
61,48,1464.29,17.76
61,49,1892.16,21.51
61,50,1971.68,20.75
61,51,1551.68,20.76
61,52,969.51,10.8
61,53,2342.65,29.03
61,54,1949.46,22.41
61,55,1893.67,20.9
61,56,1224.11,12.82
61,57,799.86,6.95
61,58,1668.51,19.79
61,59,1465.3,17.83
61,60,1586.4,16.79
61,61,0,0
61,62,1940.15,23.48
61,63,2153.59,25.49
61,64,1600.39,22.76
61,65,1492.26,20.84
61,66,813.19,8.29
61,67,581.65,5.53
61,68,564.65,6.58
61,69,674.89,6.44
61,70,650.36,6.13
61,71,1865.01,21.98
61,72,1050.81,12.78
61,73,1308.2,16.67
61,74,978.97,12.44
61,75,1522.28,20.32
61,76,1803.75,24.63
61,77,1998.51,26.27
61,78,2130.72,25.29
61,79,1860.03,21.32
61,80,1278.73,12.91
61,81,1309.97,13.4
61,82,1281.17,14.09
61,83,1447.36,17.88
61,84,1395.34,16.26
61,85,1281.4,14.95
61,86,1287.42,14.34
61,87,1287.59,14.93
61,88,2074.74,25.78
61,89,1488.14,14.87
61,90,1099.72,9.98
61,91,1007.06,9.3
61,92,1239.84,14.96
61,93,1096.35,14.77
61,94,935.69,12.75
61,95,1028.38,11.15
61,96,1447.75,17.82
61,97,570.97,6.76
61,98,756.05,7.95
61,99,1619.39,18.71
61,100,1114.17,13.52
61,101,746.5,8.02
61,102,2481.88,30.26
61,103,381.66,3.09
61,104,946.65,6.22
61,105,309.83,2.09
61,106,1081.51,10.79
61,107,970.79,8.39
61,108,1367.78,16.59
61,109,1072.31,14.42
61,110,1203.08,14.55
61,111,1280.01,16.39
61,112,813.9,9.91
61,113,1977.35,25.19
61,114,966.18,12.44
62,1,846.44,13.35
62,2,1913.36,29.14
62,3,1240.78,18.21
62,4,918.38,15.4
62,5,952.43,15.79
62,6,1902.57,29.49
62,7,1214.98,18.71
62,8,1569.69,23.42
62,9,882.5,12.64
62,10,1492.63,21.63
62,11,1056.27,16.22
62,12,1249.83,18.04
62,13,837.63,11.38
62,14,752.06,8.73
62,15,1236.66,20.59
62,16,795.43,6
62,17,734.33,6.03
62,18,733.1,9.26
62,19,1617.8,17.42
62,20,1137.88,15.81
62,21,2033.62,31.32
62,22,1855.59,28.19
62,23,804.22,13.49
62,24,1348.03,18.17
62,25,1109.57,15.67
62,26,1424.68,21.26
62,27,1235.9,19.81
62,28,1132.24,17.59
62,29,1746.22,26.78
62,30,1022.35,17.58
62,31,1275.02,20.06
62,32,1714.89,27.78
62,33,479.57,4.22
62,34,703.06,6.72
62,35,548.14,6.79
62,36,1439.43,20.01
62,37,1221.97,17.65
62,38,1319.68,18.08
62,39,2242.75,31.45
62,40,2339.05,34.29
62,41,940.31,12.07
62,42,1041.15,10.78
62,43,1829.5,27.08
62,44,1037.27,11.18
62,45,1826.01,26.12
62,46,2249.16,30.59
62,47,2169.07,32.27
62,48,1887.53,26.67
62,49,2071.77,27.86
62,50,2394.93,29.67
62,51,2067.35,28.74
62,52,1938.71,28.92
62,53,680.03,7.71
62,54,353.59,4.45
62,55,365.42,4.06
62,56,985.56,12.11
62,57,1446.19,21.59
62,58,1805.55,25.6
62,59,1863.89,25.4
62,60,571.96,7.05
62,61,1855.06,27.74
62,62,0,0
62,63,465.92,3.15
62,64,2232.71,34.42
62,65,2124.58,32.5
62,66,1537.25,21.67
62,67,1849.83,26.61
62,68,1820.03,29.17
62,69,1498.16,22.79
62,70,1728.88,25.31
62,71,396.57,3.41
62,72,2082.11,31.97
62,73,1552.72,22.77
62,74,2009.9,28.42
62,75,2107.92,31.44
62,76,2287.8,31.03
62,77,2482.56,32.66
62,78,495.34,4.02
62,79,723.45,6.69
62,80,1212.35,19.23
62,81,1550.51,22.24
62,82,811.96,9.05
62,83,698.05,10.58
62,84,716.72,11.05
62,85,1340.59,20.89
62,86,1103.39,18.12
62,87,1231.02,19.07
62,88,412.11,4.46
62,89,949.92,11.89
62,90,1164.95,16.59
62,91,1451.43,21.4
62,92,1376.88,20.77
62,93,1419.9,21.13
62,94,1584.73,23.65
62,95,1443.23,21.54
62,96,1584.79,23.63
62,97,1967.8,32.04
62,98,1950.56,31.79
62,99,1709.14,24.61
62,100,1251.21,19.33
62,101,2172.71,33.17
62,102,819.26,8.93
62,103,1780.83,25.41
62,104,1702.81,21.49
62,105,1991.73,28.62
62,106,1525.87,22.89
62,107,1813.43,26.09
62,108,1760.97,24.96
62,109,1584.66,24.01
62,110,1957.23,26.65
62,111,1763.54,24.67
62,112,1845.19,29.11
62,113,2609.67,36.85
62,114,1720.24,24.88
63,1,1011.08,15.61
63,2,2078,31.4
63,3,1405.43,20.47
63,4,1083.03,17.67
63,5,1117.08,18.05
63,6,2067.21,31.76
63,7,1379.63,20.97
63,8,1734.33,25.68
63,9,1047.15,14.9
63,10,1657.27,23.9
63,11,1220.92,18.49
63,12,1414.47,20.3
63,13,949.72,10.76
