O,D,Walk_time,Walk_dist
55,99,17234.77,23.94
55,100,14211.74,19.74
55,101,19467.28,27.04
55,102,5818.36,8.08
55,103,12470.35,17.32
55,104,10635.79,14.77
55,105,13852.44,19.24
55,106,11469.78,15.93
55,107,15922.57,22.11
55,108,18405.7,25.56
55,109,16926.06,23.51
55,110,19298.2,26.8
55,111,17115.64,23.77
55,112,18256.72,25.36
55,113,26283.53,36.51
55,114,16776.42,23.3
56,1,4501.6,6.25
56,2,9931.64,13.79
56,3,5783.58,8.03
56,4,5744.31,7.98
56,5,7016.52,9.75
56,6,9910.93,13.77
56,7,6901.19,9.59
56,8,5904.79,8.2
56,9,1469.91,2.04
56,10,3664.41,5.09
56,11,2597.21,3.61
56,12,2764.62,3.84
56,13,4980.35,6.92
56,14,7300.54,10.14
56,15,5219.56,7.25
56,16,6072.79,8.43
56,17,5035.9,6.99
56,18,2378.21,3.3
56,19,9552.82,13.27
56,20,3654.64,5.08
56,21,11024.58,15.31
56,22,9072.89,12.6
56,23,5315.49,7.38
56,24,4158.44,5.78
56,25,5468.09,7.59
56,26,10371.35,14.4
56,27,5371.86,7.46
56,28,7588.7,10.54
56,29,8062.46,11.2
56,30,7643.03,10.62
56,31,8656.17,12.02
56,32,10171.2,14.13
56,33,5493.06,7.63
56,34,4079.6,5.67
56,35,6420.07,8.92
56,36,3780.29,5.25
56,37,3471.77,4.82
56,38,1992.97,2.77
56,39,14429.47,20.04
56,40,20058.68,27.86
56,41,7284.67,10.12
56,42,3055.16,4.24
56,43,7926.9,11.01
56,44,15997.83,22.22
56,45,8330.32,11.57
56,46,13405.78,18.62
56,47,14428.1,20.04
56,48,14438.22,20.05
56,49,14901.24,20.7
56,50,15810.23,21.96
56,51,15536.46,21.58
56,52,10535.03,14.63
56,53,12356.78,17.16
56,54,8411.03,11.68
56,55,7196.55,10
56,56,0,0
56,57,4522.32,6.28
56,58,13673.58,18.99
56,59,13441.93,18.67
56,60,3707.46,5.15
56,61,8261.98,11.48
56,62,8216.61,11.41
56,63,9736.93,13.52
56,64,18872.19,26.21
56,65,18702.09,25.98
56,66,7197.47,10
56,67,8095.68,11.24
56,68,9482.09,13.17
56,69,5969.61,8.29
56,70,7056.79,9.8
56,71,7485.38,10.4
56,72,12843.32,17.84
56,73,11043.05,15.34
56,74,12030.41,16.71
56,75,17661.66,24.53
56,76,17643.48,24.51
56,77,18964.19,26.34
56,78,9348.69,12.98
56,79,5821.69,8.09
56,80,4635,6.44
56,81,5949.76,8.26
56,82,2332.87,3.24
56,83,4173.81,5.8
56,84,3006.58,4.18
56,85,9721.48,13.5
56,86,7521.32,10.45
56,87,8579.29,11.92
56,88,10365.22,14.4
56,89,5275.97,7.33
56,90,1765.66,2.45
56,91,3360.46,4.67
56,92,9790.94,13.6
56,93,9521.88,13.23
56,94,8854.79,12.3
56,95,8274.27,11.49
56,96,11684.49,16.23
56,97,10867.02,15.09
56,98,11883.42,16.5
56,99,12079.34,16.78
56,100,9061.96,12.59
56,101,13087.08,18.18
56,102,13007.33,18.07
56,103,6090.15,8.46
56,104,4255.59,5.91
56,105,7472.24,10.38
56,106,5401.32,7.5
56,107,9831.93,13.66
56,108,13201.04,18.34
56,109,10614.32,14.74
56,110,13665.9,18.98
56,111,11826.89,16.43
56,112,11876.53,16.5
56,113,21128.1,29.34
56,114,10378.41,14.41
57,1,7277.47,10.11
57,2,6863.97,9.53
57,3,5919.28,8.22
57,4,7511.13,10.43
57,5,8595.4,11.94
57,6,6933.43,9.63
57,7,6924.27,9.62
57,8,1894.72,2.63
57,9,5948.62,8.26
57,10,1323.55,1.84
57,11,5724.6,7.95
57,12,3986.97,5.54
57,13,9459.05,13.14
57,14,9114.95,12.66
57,15,5793.71,8.05
57,16,9847.01,13.68
57,17,8810.13,12.24
57,18,6960.11,9.67
57,19,13670.03,18.99
57,20,5901.89,8.2
57,21,7949.77,11.04
57,22,6005.22,8.34
57,23,8168.27,11.34
57,24,4146.31,5.76
57,25,9054.17,12.58
57,26,11216.8,15.58
57,27,5251.41,7.29
57,28,8186.86,11.37
57,29,6993.89,9.71
57,30,9203.34,12.78
57,31,8965.95,12.45
57,32,8599.93,11.94
57,33,9263.12,12.87
57,34,7473.83,10.38
57,35,9814.3,13.63
57,36,2760.35,3.83
57,37,5412.66,7.52
57,38,2848.3,3.96
57,39,13360.9,18.56
57,40,19275.07,26.77
57,41,8330.8,11.57
57,42,4595.6,6.38
57,43,3916.82,5.44
57,44,19392.06,26.93
57,45,5606.98,7.79
57,46,12337.21,17.14
57,47,13359.53,18.56
57,48,14104.41,19.59
57,49,15088.31,20.96
57,50,15653.3,21.74
57,51,14752.85,20.49
57,52,9466.46,13.15
57,53,15751.01,21.88
57,54,11805.26,16.4
57,55,10590.78,14.71
57,56,4522.32,6.28
57,57,0,0
57,58,13757.18,19.11
57,59,12784.11,17.76
57,60,7660.86,10.64
57,61,5194.31,7.21
57,62,11986.67,16.65
57,63,13375.52,18.58
57,64,19042.84,26.45
57,65,17918.48,24.89
57,66,6341.34,8.81
57,67,6338.89,8.8
57,68,7611.14,10.57
57,69,4901.04,6.81
57,70,5988.22,8.32
57,71,11196.92,15.55
57,72,11774.75,16.35
57,73,10677.53,14.83
57,74,10961.84,15.22
57,75,16878.05,23.44
57,76,17734.3,24.63
57,77,19055.01,26.47
57,78,13122.92,18.23
57,79,9972.81,13.85
57,80,4515.88,6.27
57,81,5044.45,7.01
57,82,5841.22,8.11
57,83,8701.87,12.09
57,84,7453.08,10.35
57,85,10836.68,15.05
57,86,9004.95,12.51
57,87,10139.6,14.08
57,88,13759.45,19.11
57,89,7090.38,9.85
57,90,3492.55,4.85
57,91,1842.91,2.56
57,92,10523.35,14.62
57,93,9250.05,12.85
57,94,7967.5,11.07
57,95,7902.82,10.98
57,96,11768.09,16.34
57,97,7799.35,10.83
57,98,8857.68,12.3
57,99,12392.73,17.21
57,100,10117.75,14.05
57,101,10019.41,13.92
57,102,16401.55,22.78
57,103,4150.77,5.77
57,104,2846.99,3.95
57,105,4404.57,6.12
57,106,2635.49,3.66
57,107,5839.23,8.11
57,108,12642.55,17.56
57,109,9845.14,13.67
57,110,12702.05,17.64
57,111,11042.99,15.34
57,112,10068.71,13.98
57,113,20655.88,28.69
57,114,9327.66,12.96
58,1,9677.51,13.44
58,2,12787.9,17.76
58,3,9081.85,12.61
58,4,8231.76,11.43
58,5,7552.92,10.49
58,6,11642.62,16.17
58,7,7822.29,10.86
58,8,13826.52,19.2
58,9,12252.94,17.02
58,10,12433.64,17.27
58,11,11962.55,16.61
58,12,12093,16.8
58,13,11590.54,16.1
58,14,19937.74,27.69
58,15,18694.4,25.96
58,16,16068.15,22.32
58,17,14685.07,20.4
58,18,13157.11,18.27
58,19,17086.1,23.73
58,20,10659.56,14.81
58,21,13991.83,19.43
58,22,12339.07,17.14
58,23,8987.02,12.48
58,24,10605.19,14.73
58,25,9819.61,13.64
58,26,3300.45,4.58
58,27,9522.72,13.23
58,28,6810.52,9.46
58,29,8254.88,11.47
58,30,6134.21,8.52
58,31,5665.35,7.87
58,32,9457.52,13.14
58,33,16787.96,23.32
58,34,16163.42,22.45
58,35,18805.79,26.12
58,36,11350.74,15.77
58,37,10456.4,14.52
58,38,13410.84,18.63
58,39,6987.12,9.7
58,40,7055.69,9.8
58,41,20528.88,28.51
58,42,16451.17,22.85
58,43,16399.51,22.78
58,44,25739.31,35.75
58,45,11083.81,15.39
58,46,6494.6,9.02
58,47,6862.63,9.53
58,48,2058,2.86
58,49,1422.59,1.98
58,50,3430,4.76
58,51,3156.23,4.38
58,52,7778.77,10.8
58,53,22986.92,31.93
58,54,20566.31,28.56
58,55,18829.01,26.15
58,56,13673.58,18.99
58,57,13757.18,19.11
58,58,0,0
58,59,2665,3.7
58,60,14563.81,20.23
58,61,12285.59,17.06
58,62,18625.88,25.87
58,63,18903.47,26.26
58,64,5393.54,7.49
58,65,6119.45,8.5
58,66,7918.83,11
58,67,10400.29,14.45
58,68,9812.36,13.63
58,69,9801.58,13.61
58,70,8799.81,12.22
58,71,16838.86,23.39
58,72,8331.96,11.57
58,73,3321.33,4.61
58,74,6370.67,8.85
58,75,5281.43,7.34
58,76,4164.83,5.78
58,77,5485.54,7.62
58,78,17836.03,24.77
58,79,14261.42,19.81
58,80,17335.9,24.08
58,81,17864.47,24.81
58,82,15126.41,21.01
58,83,12115.63,16.83
58,84,11363.18,15.78
58,85,4409.22,6.12
58,86,7294.8,10.13
58,87,5333.5,7.41
58,88,20581.56,28.59
58,89,18520.18,25.72
58,90,15411.66,21.41
58,91,14721.7,20.45
58,92,4057.24,5.64
58,93,4923.12,6.84
58,94,6425.27,8.92
58,95,6616.56,9.19
58,96,2115.57,2.94
58,97,12857.04,17.86
58,98,12283.39,17.06
58,99,1918.06,2.66
58,100,4642.17,6.45
58,101,15204.62,21.12
58,102,22748.81,31.6
58,103,10912.72,15.16
58,104,11213.39,15.57
58,105,12708.01,17.65
58,106,16122.37,22.39
58,107,16433.92,22.83
58,108,3175.87,4.41
58,109,4699.66,6.53
58,110,4393.87,6.1
58,111,3583.65,4.98
58,112,9200.2,12.78
58,113,7649.45,10.62
58,114,6251.8,8.68
59,1,9445.86,13.12
59,2,10827.27,15.04
59,3,8792.91,12.21
59,4,8000.11,11.11
59,5,7321.27,10.17
59,6,9756.24,13.55
59,7,7461.1,10.36
59,8,12853.45,17.85
59,9,12021.28,16.7
59,10,11460.56,15.92
59,11,11730.89,16.29
59,12,11119.93,15.44
59,13,11358.88,15.78
59,14,19706.09,27.37
59,15,17696.71,24.58
59,16,15836.5,22
59,17,14453.42,20.07
59,18,12925.45,17.95
59,19,16854.44,23.41
59,20,10427.91,14.48
59,21,12105.45,16.81
59,22,11016.66,15.3
59,23,8755.37,12.16
59,24,9956.18,13.83
59,25,9587.95,13.32
59,26,3957.73,5.5
59,27,8612.59,11.96
59,28,6578.86,9.14
59,29,6582.93,9.14
59,30,5902.55,8.2
59,31,5234.17,7.27
59,32,7571.14,10.52
59,33,16556.3,23
59,34,15931.77,22.13
59,35,18574.14,25.8
59,36,10377.67,14.41
59,37,10224.75,14.2
59,38,12437.77,17.27
59,39,5151.42,7.15
59,40,6903.8,9.59
59,41,20297.23,28.19
59,42,16219.51,22.53
59,43,16147.81,22.43
59,44,25507.66,35.43
59,45,9665.04,13.42
59,46,4658.9,6.47
59,47,5026.92,6.98
59,48,1317,1.83
59,49,3174.8,4.41
59,50,3083.73,4.28
59,51,2381.57,3.31
59,52,5892.39,8.18
59,53,22755.26,31.6
59,54,20334.66,28.24
59,55,18597.35,25.83
59,56,13441.93,18.67
59,57,12784.11,17.76
59,58,2665,3.7
59,59,0,0
59,60,14332.15,19.91
59,61,11375.42,15.8
59,62,18394.22,25.55
59,63,18671.82,25.93
59,64,6671.56,9.27
59,65,5547.21,7.7
59,66,6945.76,9.65
59,67,8845.1,12.29
59,68,7925.98,11.01
59,69,8818.04,12.25
59,70,8184.5,11.37
59,71,16607.21,23.07
59,72,6445.58,8.95
59,73,2763.56,3.84
59,74,4484.28,6.23
59,75,4506.77,6.26
59,76,5250.76,7.29
59,77,6571.47,9.13
59,78,17604.38,24.45
59,79,14029.76,19.49
59,80,16362.83,22.73
59,81,16891.39,23.46
59,82,14894.76,20.69
59,83,11883.98,16.51
59,84,11131.53,15.46
59,85,5717.16,7.94
59,86,7063.15,9.81
59,87,5922.61,8.23
59,88,20349.9,28.26
59,89,18288.53,25.4
59,90,14422.49,20.03
59,91,13748.62,19.1
59,92,3825.59,5.31
59,93,4218.94,5.86
59,94,5525.15,7.67
59,95,5644.79,7.84
59,96,2775.77,3.86
59,97,10970.66,15.24
59,98,10397.01,14.44
59,99,3965.12,5.51
59,100,4628.49,6.43
59,101,13318.24,18.5
59,102,22517.15,31.27
59,103,9867.91,13.71
59,104,10240.32,14.22
59,105,11663.19,16.2
59,106,15149.3,21.04
59,107,15389.11,21.37
59,108,1088.02,1.51
59,109,3666.49,5.09
59,110,2569.12,3.57
59,111,2378.24,3.3
59,112,7313.81,10.16
59,113,8284.6,11.51
59,114,4365.42,6.06
60,1,5727.33,7.95
60,2,13230.55,18.38
60,3,7615.04,10.58
60,4,6848.75,9.51
60,5,7366.13,10.23
60,6,13209.84,18.35
60,7,8917.24,12.39
60,8,9043.33,12.56
60,9,3698.76,5.14
60,10,6963.32,9.67
60,11,4938.56,6.86
60,12,5599.08,7.78
60,13,3832.82,5.32
60,14,6260.81,8.7
60,15,6776.88,9.41
60,16,2588.54,3.6
60,17,1551.66,2.16
60,18,1832.49,2.55
60,19,6411.56,8.91
60,20,5915.69,8.22
60,21,14323.49,19.89
60,22,12371.8,17.18
60,23,5672.01,7.88
60,24,6827.05,9.48
60,25,6013.04,8.35
60,26,11261.57,15.64
60,27,8310.98,11.54
60,28,9154.86,12.72
60,29,11361.37,15.78
60,30,8527.62,11.84
60,31,10222.32,14.2
60,32,13470.11,18.71
60,33,2619.97,3.64
60,34,2486.5,3.45
60,35,5173.65,7.19
60,36,6771.63,9.41
60,37,6230.3,8.65
60,38,5291.88,7.35
60,39,16820.64,23.36
60,40,20948.91,29.1
60,41,7425.41,10.31
60,42,4368.74,6.07
60,43,11065.44,15.37
60,44,12895.6,17.91
60,45,11629.22,16.15
60,46,16462.11,22.86
60,47,16696.14,23.19
60,48,15328.45,21.29
60,49,15791.46,21.93
60,50,16700.45,23.2
60,51,16426.68,22.82
60,52,13833.94,19.21
60,53,9254.55,12.85
60,54,6398.33,8.89
60,55,5009.18,6.96
60,56,3707.46,5.15
60,57,7660.86,10.64
60,58,14563.81,20.23
60,59,14332.15,19.91
60,60,0,0
60,61,11560.89,16.06
60,62,5025.45,6.98
60,63,6492.55,9.02
60,64,19762.41,27.45
60,65,19592.31,27.21
60,66,9534.12,13.24
60,67,11394.59,15.83
60,68,12781,17.75
60,69,9137.71,12.69
60,70,10355.7,14.38
60,71,4001.13,5.56
60,72,16142.23,22.42
60,73,11943.59,16.59
60,74,14981.2,20.81
60,75,18551.88,25.77
60,76,18533.7,25.74
60,77,19854.41,27.58
60,78,5864.45,8.15
60,79,2714.34,3.77
60,80,6428.18,8.93
60,81,8213.82,11.41
60,82,1861.82,2.59
60,83,2973.16,4.13
60,84,3758.54,5.22
60,85,10377.27,14.41
60,86,8085.18,11.23
60,87,9235.08,12.83
60,88,7303.01,10.14
60,89,5268.41,7.32
60,90,4390.82,6.1
60,91,6499,9.03
60,92,10681.16,14.84
60,93,11088.04,15.4
60,94,11523.4,16
60,95,10631.45,14.77
60,96,12574.71,17.47
60,97,14165.93,19.68
60,98,15182.33,21.09
60,99,12969.57,18.01
60,100,9946.54,13.81
60,101,16385.99,22.76
60,102,9905.09,13.76
60,103,9389.06,13.04
60,104,7554.5,10.49
60,105,10771.15,14.96
60,106,8539.86,11.86
60,107,12992.65,18.05
60,108,14140.5,19.64
60,109,12180.47,16.92
60,110,15033,20.88
60,111,12850.44,17.85
60,112,15175.43,21.08
60,113,22018.33,30.58
60,114,13047.02,18.12
61,1,10133.21,14.07
61,2,2199.09,3.05
61,3,8423.59,11.7
61,4,9626.94,13.37
61,5,9835.41,13.66
61,6,3470.42,4.82
61,7,7045.95,9.79
61,8,3298.98,4.58
61,9,9496.19,13.19
61,10,4616.44,6.41
61,11,9227.13,12.82
61,12,7104.26,9.87
61,13,12841.68,17.84
61,14,13198.63,18.33
61,15,10432.2,14.49
61,16,13747.05,19.09
61,17,12710.17,17.65
61,18,10699.78,14.86
61,19,17570.07,24.4
61,20,8783.83,12.2
61,21,3005.61,4.17
61,22,1148.99,1.6
61,23,11002.97,15.28
61,24,7060.48,9.81
61,25,11916.04,16.55
61,26,10286.07,14.29
61,27,6285.79,8.73
61,28,8326.88,11.57
61,29,4796.61,6.66
61,30,9440.9,13.11
61,31,8750.68,12.15
61,32,5217.8,7.25
61,33,13163.16,18.28
61,34,11525.24,16.01
61,35,13865.7,19.26
61,36,5882.71,8.17
61,37,8194.71,11.38
61,38,6511.95,9.04
61,39,11159.5,15.5
61,40,17073.67,23.71
61,41,12969.29,18.01
61,42,8679.27,12.05
61,43,5532.35,7.68
61,44,23443.46,32.56
61,45,2206.02,3.06
61,46,9976.81,13.86
61,47,11158.13,15.5
61,48,11903,16.53
61,49,13424.37,18.65
61,50,13451.9,18.68
61,51,12551.45,17.43
61,52,7073.23,9.82
61,53,19802.42,27.5
61,54,15856.66,22.02
61,55,14642.18,20.34
61,56,8261.98,11.48
61,57,5194.31,7.21
61,58,12285.59,17.06
61,59,11375.42,15.8
61,60,11560.89,16.06
61,61,0,0
61,62,15886.71,22.07
61,63,17407.04,24.18
61,64,16841.44,23.39
61,65,15717.08,21.83
61,66,5831.76,8.1
61,67,3014.96,4.19
61,68,4287.21,5.95
61,69,4372.05,6.07
61,70,4005.88,5.56
61,71,15096.95,20.97
61,72,8519.53,11.83
61,73,9212.72,12.8
61,74,8760.44,12.17
61,75,14676.65,20.38
61,76,16090.08,22.35
61,77,17410.79,24.18
61,78,17022.96,23.64
61,79,13872.85,19.27
61,80,9154.38,12.71
61,81,9682.94,13.45
61,82,9741.26,13.53
61,83,12395.65,17.22
61,84,10812.38,15.02
61,85,10780.85,14.97
61,86,10244.96,14.23
61,87,9835.52,13.66
61,88,17810.86,24.74
61,89,11174.05,15.52
61,90,7576.23,10.52
61,91,6481.4,9
61,92,9351.6,12.99
61,93,7938.8,11.03
61,94,5864.86,8.15
61,95,6968.33,9.68
61,96,10456.84,14.52
61,97,3648.08,5.07
61,98,5394.68,7.49
61,99,11081.48,15.39
61,100,9890.38,13.74
61,101,4753.26,6.6
61,102,20452.96,28.41
61,103,2319.07,3.22
61,104,4204.64,5.84
61,105,1329.71,1.85
61,106,6098.19,8.47
61,107,4773.64,6.63
61,108,10441.15,14.5
61,109,7798.56,10.83
61,110,10500.65,14.58
61,111,9099.69,12.64
61,112,6686.58,9.29
61,113,18454.48,25.63
61,114,7126.25,9.9
62,1,9717.02,13.5
62,2,17556.36,24.38
62,3,11905,16.53
62,4,10838.44,15.05
62,5,11380.65,15.81
62,6,17535.65,24.36
62,7,13207.2,18.34
62,8,13369.15,18.57
62,9,8180.32,11.36
62,10,11289.13,15.68
62,11,9636.22,13.38
62,12,10281.44,14.28
62,13,7035.34,9.77
62,14,5901.37,8.2
62,15,8935.58,12.41
62,16,4311.12,5.99
62,17,4313.51,5.99
62,18,6722.47,9.34
62,19,8064.38,11.2
62,20,10205.65,14.17
62,21,18649.31,25.9
62,22,16697.62,23.19
62,23,9722.52,13.5
62,24,11509.41,15.99
62,25,9879.28,13.72
62,26,15299.67,21.25
62,27,12600.94,17.5
62,28,12796.83,17.77
62,29,15687.18,21.79
62,30,12600.76,17.5
62,31,14341.42,19.92
62,32,17795.93,24.72
62,33,2727.49,3.79
62,34,4754.34,6.6
62,35,3193.33,4.44
62,36,11405.01,15.84
62,37,10520.26,14.61
62,38,9617.69,13.36
62,39,20810.32,28.9
62,40,25010.97,34.74
62,41,8019.73,11.14
62,42,7352.16,10.21
62,43,15391.25,21.38
62,44,8531.21,11.85
62,45,15955.04,22.16
62,46,20451.79,28.41
62,47,20685.82,28.73
62,48,19390.51,26.93
62,49,19853.53,27.57
62,50,20762.52,28.84
62,51,20488.75,28.46
62,52,18159.75,25.22
62,53,4890.16,6.79
62,54,3045.26,4.23
62,55,1931.18,2.68
62,56,8216.61,11.41
62,57,11986.67,16.65
62,58,18625.88,25.87
62,59,18394.22,25.55
62,60,5025.45,6.98
62,61,15886.71,22.07
62,62,0,0
62,63,1522.57,2.11
62,64,23824.48,33.09
62,65,23654.38,32.85
62,66,13824.08,19.2
62,67,15720.4,21.83
62,68,17106.82,23.76
62,69,13594.33,18.88
62,70,14681.51,20.39
62,71,1982.88,2.75
62,72,20468.05,28.43
62,73,15933.28,22.13
62,74,19246.87,26.73
62,75,22613.95,31.41
62,76,22595.77,31.38
62,77,23916.48,33.22
62,78,1962.43,2.73
62,79,4634.65,6.44
62,80,9778.94,13.58
62,81,11724.81,16.28
62,82,6187.63,8.59
62,83,7185.5,9.98
62,84,8019.39,11.14
62,85,14511.51,20.16
62,86,12191.28,16.93
62,87,13369.32,18.57
62,88,2559.39,3.55
62,89,6041.78,8.39
62,90,8716.63,12.11
62,91,10824.81,15.03
62,92,14670.85,20.38
62,93,15378,21.36
62,94,16205.75,22.51
62,95,14921.41,20.72
62,96,16636.78,23.11
62,97,18491.74,25.68
62,98,19508.15,27.09
62,99,17007.67,23.62
62,100,14031.72,19.49
62,101,20711.81,28.77
62,102,5540.7,7.7
62,103,13714.87,19.05
62,104,11880.31,16.5
62,105,15096.96,20.97
62,106,12865.67,17.87
62,107,17318.46,24.05
62,108,18202.56,25.28
62,109,16470.44,22.88
62,110,19022.68,26.42
62,111,16840.13,23.39
62,112,19501.25,27.09
62,113,26080.4,36.22
62,114,17729.37,24.62
63,1,10623.4,14.75
63,2,19076.69,26.5
63,3,13086.41,18.18
63,4,11545.27,16.04
63,5,11658.25,16.19
63,6,19055.98,26.47
63,7,14199.4,19.72
63,8,14758,20.5
63,9,9361.43,13
63,10,12809.46,17.79
63,11,10817.33,15.02
63,12,11868.42,16.48
63,13,7312.93,10.16
63,14,6186.99,8.59
63,15,10421.89,14.48
63,16,5117.69,7.11
63,17,5585.78,7.76
63,18,8086.17,11.23
63,19,8341.97,11.59
63,20,11386.76,15.82
63,21,20169.64,28.01
63,22,18217.95,25.3
63,23,10000.11,13.89
63,24,12887.87,17.9
63,25,10156.87,14.11
63,26,15577.26,21.64
63,27,13782.05,19.14
63,28,13495.59,18.74
63,29,17207.51,23.9
63,30,12878.36,17.89
63,31,15040.18,20.89
63,32,19316.26,26.83
63,33,4247.82,5.9
63,34,6240.65,8.67
63,35,4175.94,5.8
63,36,12925.34,17.95
63,37,11701.37,16.25
63,38,11138.02,15.47
63,39,21509.08,29.87
63,40,25288.57,35.12
63,41,8654.67,12.02
63,42,8838.47,12.28
63,43,16780.1,23.31
63,44,7205.52,10.01
63,45,17475.37,24.27
63,46,21150.55,29.38
63,47,21384.58,29.7
63,48,19668.11,27.32
63,49,20131.12,27.96
63,50,21040.12,29.22
63,51,20766.35,28.84
63,52,19680.08,27.33
63,53,4804.49,6.67
63,54,3330.88,4.63
63,55,2913.79,4.05
63,56,9736.93,13.52
63,57,13375.52,18.58
63,58,18903.47,26.26
63,59,18671.82,25.93
63,60,6492.55,9.02
63,61,17407.04,24.18
63,62,1522.57,2.11
63,63,0,0
63,64,24102.08,33.48
63,65,23931.98,33.24
63,66,15005.19,20.84
63,67,17240.73,23.95
63,68,18627.15,25.87
63,69,15114.67,20.99
63,70,16201.84,22.5
63,71,2507.48,3.48
63,72,21906.92,30.43
63,73,16625.82,23.09
63,74,19945.63,27.7
63,75,22891.54,31.79
63,76,22873.36,31.77
63,77,24194.07,33.6
63,78,1792.59,2.49
63,79,4912.24,6.82
63,80,11265.25,15.65
63,81,13211.12,18.35
63,82,7707.96,10.71
63,83,7463.1,10.37
63,84,9223.58,12.81
63,85,14789.11,20.54
63,86,12468.87,17.32
63,87,13646.91,18.95
63,88,2047.76,2.84
63,89,7431.04,10.32
63,90,10105.49,14.04
63,91,12213.66,16.96
63,92,15347.04,21.32
63,93,16379.32,22.75
63,94,17437.22,24.22
63,95,15913.61,22.1
63,96,16914.38,23.49
63,97,20012.07,27.79
63,98,21028.48,29.21
63,99,17285.26,24.01
63,100,14309.32,19.87
63,101,22232.14,30.88
63,102,4215.01,5.85
63,103,15235.2,21.16
63,104,13400.64,18.61
63,105,16617.29,23.08
63,106,14254.52,19.8
63,107,18707.32,25.98
63,108,18480.16,25.67
63,109,17491.18,24.29
63,110,19721.44,27.39
63,111,17536.3,24.36
63,112,21021.58,29.2
63,113,26357.99,36.61
63,114,19246.57,26.73
64,1,14876.12,20.66
64,2,16293.28,22.63
64,3,14280.46,19.83
64,4,13430.37,18.65
64,5,12751.53,17.71
64,6,15222.25,21.14
64,7,13020.89,18.08
64,8,18955.07,26.33
64,9,17451.54,24.24
64,10,17719.29,24.61
64,11,17161.15,23.84
64,12,17298.83,24.03
64,13,16789.14,23.32
64,14,25136.35,34.91
64,15,23893,33.19
64,16,21266.76,29.54
64,17,19883.68,27.62
64,18,18355.71,25.49
64,19,22284.7,30.95
64,20,15858.17,22.03
64,21,17571.46,24.41
64,22,16482.68,22.89
64,23,14185.63,19.7
64,24,15803.79,21.95
64,25,15018.21,20.86
64,26,8566.39,11.9
64,27,14721.33,20.45
64,28,12009.12,16.68
64,29,12048.95,16.73
64,30,11332.81,15.74
64,31,10863.96,15.09
64,32,12394.99,17.22
64,33,21986.56,30.54
64,34,21362.03,29.67
64,35,24004.4,33.34
64,36,16556.57,23
64,37,15655,21.74
64,38,18794.21,26.1
64,39,6103.52,8.48
64,40,2509.87,3.49
64,41,25727.49,35.73
64,42,21649.77,30.07
64,43,21613.83,30.02
64,44,30937.92,42.97
64,45,15131.05,21.02
64,46,7120.94,9.89
64,47,4916.87,6.83
64,48,5512.58,7.66
64,49,3989.19,5.54
64,50,5658.28,7.86
64,51,4309.95,5.99
64,52,10583.78,14.7
64,53,28185.52,39.15
64,54,25764.92,35.79
64,55,24027.61,33.37
64,56,18872.19,26.21
64,57,19042.84,26.45
64,58,5393.54,7.49
64,59,6671.56,9.27
64,60,19762.41,27.45
64,61,16841.44,23.39
64,62,23824.48,33.09
64,63,24102.08,33.48
64,64,0,0
64,65,1664.08,2.31
64,66,13124.66,18.23
64,67,14311.11,19.88
64,68,13391.99,18.6
64,69,14905.51,20.7
64,70,13650.51,18.96
64,71,22037.47,30.61
64,72,9741.76,13.53
64,73,8334.82,11.58
64,74,7909.58,10.99
64,75,2381.35,3.31
64,76,2430.41,3.38
64,77,2818.2,3.91
64,78,23034.64,31.99
64,79,19460.02,27.03
64,80,22541.73,31.31
64,81,23070.29,32.04
64,82,20325.02,28.23
64,83,17314.24,24.05
64,84,16561.79,23
64,85,9675.16,13.44
64,86,12493.41,17.35
64,87,10599.44,14.72
64,88,25780.16,35.81
64,89,23718.79,32.94
64,90,20610.26,28.63
64,91,19927.52,27.68
64,92,9255.85,12.86
64,93,10122.05,14.06
64,94,11006.83,15.29
64,95,11815.49,16.41
64,96,7223.89,10.03
64,97,15631.71,21.71
64,98,15088.4,20.96
64,99,7184,9.98
64,100,9908.11,13.76
64,101,18009.63,25.01
64,102,27947.41,38.82
64,103,15333.92,21.3
64,104,16504.73,22.92
64,105,17129.21,23.79
64,106,21328.2,29.62
64,107,20855.12,28.97
64,108,6713.88,9.32
64,109,9384.26,13.03
64,110,7083.96,9.84
64,111,8255.5,11.47
64,112,12005.21,16.67
64,113,2408.72,3.35
64,114,9831.43,13.65
65,1,14706.02,20.43
65,2,15168.93,21.07
65,3,13821.2,19.2
65,4,13260.27,18.42
65,5,12581.43,17.47
65,6,14097.9,19.58
65,7,12489.39,17.35
65,8,17830.71,24.77
65,9,17281.44,24
65,10,16594.94,23.05
65,11,16991.06,23.6
65,12,16330.86,22.68
65,13,16619.05,23.08
65,14,24966.25,34.68
65,15,22907.63,31.82
65,16,21096.66,29.3
65,17,19713.58,27.38
65,18,18185.61,25.26
65,19,22114.61,30.72
65,20,15688.07,21.79
65,21,16447.11,22.84
65,22,15358.33,21.33
65,23,14015.53,19.47
65,24,15157.25,21.05
65,25,14848.12,20.62
65,26,8924.61,12.4
65,27,13813.66,19.19
65,28,11839.03,16.44
65,29,10924.59,15.17
65,30,11162.72,15.5
65,31,10693.86,14.85
65,32,10119.33,14.05
65,33,21816.46,30.3
65,34,21191.93,29.43
65,35,23834.3,33.1
65,36,15588.59,21.65
65,37,15484.91,21.51
65,38,17669.85,24.54
65,39,4797.36,6.66
65,40,1274.18,1.77
65,41,25286.8,35.12
