O,D,Walk_time,Walk_dist
29,4,6853.56,9.52
29,5,7671.86,10.66
29,6,3781.47,5.25
29,7,4598.75,6.39
29,8,6906.12,9.59
29,9,8794.07,12.21
29,10,5670.34,7.88
29,11,7788.84,10.82
29,12,6105.73,8.48
29,13,10744.86,14.92
29,14,14378.08,19.97
29,15,12140.13,16.86
29,16,13547.53,18.82
29,17,12510.65,17.38
29,18,10054.24,13.96
29,19,16293.63,22.63
29,20,6647.33,9.23
29,21,6190.94,8.6
29,22,4548.47,6.32
29,23,8323.78,11.56
29,24,5202.93,7.23
29,25,9236.85,12.83
29,26,6394.92,8.88
29,27,4066.35,5.65
29,28,6150.96,8.54
29,29,0,0
29,30,7127.96,9.9
29,31,4785.08,6.65
29,32,2509.99,3.49
29,33,12963.64,18.01
29,34,11325.72,15.73
29,35,13666.18,18.98
29,36,5363.47,7.45
29,37,6337.17,8.8
29,38,6745.26,9.37
29,39,6367.01,8.84
29,40,12281.18,17.06
29,41,14362.2,19.95
29,42,10132.69,14.07
29,43,9564.88,13.28
29,44,23243.94,32.28
29,45,3261.19,4.53
29,46,5343.32,7.42
29,47,6365.64,8.84
29,48,7110.52,9.88
29,49,9221.63,12.81
29,50,8659.41,12.03
29,51,7758.96,10.78
29,52,2472.56,3.43
29,53,19602.89,27.23
29,54,15657.14,21.75
29,55,14442.66,20.06
29,56,8062.46,11.2
29,57,6993.89,9.71
29,58,8254.88,11.47
29,59,6582.93,9.14
29,60,11361.37,15.78
29,61,4796.61,6.66
29,62,15687.18,21.79
29,63,17207.51,23.9
29,64,12048.95,16.73
29,65,10924.59,15.17
29,66,2663.27,3.7
29,67,2376.9,3.3
29,68,2129.59,2.96
29,69,3103.21,4.31
29,70,1698.87,2.36
29,71,14897.43,20.69
29,72,4780.86,6.64
29,73,5182.01,7.2
29,74,3967.95,5.51
29,75,9884.16,13.73
29,76,11297.59,15.69
29,77,12618.3,17.53
29,78,16823.44,23.37
29,79,13121.68,18.22
29,80,10747.3,14.93
29,81,11275.87,15.66
29,82,9541.73,13.25
29,83,10644.96,14.78
29,84,8870.13,12.32
29,85,7582.8,10.53
29,86,8251,11.46
29,87,7196.29,9.99
29,88,17611.33,24.46
29,89,12353.5,17.16
29,90,8729.98,12.13
29,91,8133.1,11.3
29,92,5460.46,7.58
29,93,4052.89,5.63
29,94,1834.14,2.55
29,95,3256.54,4.52
29,96,6556.84,9.11
29,97,5157.05,7.16
29,98,5417.72,7.52
29,99,7181.48,9.97
29,100,6454.73,8.97
29,101,7401.07,10.28
29,102,20253.44,28.13
29,103,3284.98,4.56
29,104,4455.79,6.19
29,105,5080.26,7.06
29,106,9377.26,13.02
29,107,8806.18,12.23
29,108,5648.66,7.85
29,109,3767.85,5.23
29,110,5708.16,7.93
29,111,5049.59,7.01
29,112,3814.06,5.3
29,113,13661.99,18.98
29,114,2333.76,3.24
30,1,3646.96,5.07
30,2,10530.38,14.63
30,3,3261.79,4.53
30,4,2201.21,3.06
30,5,1502.72,2.09
30,6,10529.95,14.63
30,7,2495.27,3.47
30,8,10085.42,14.01
30,9,6222.38,8.64
30,10,7469.41,10.37
30,11,5932,8.24
30,12,6388.42,8.87
30,13,5565.43,7.73
30,14,13901.55,19.31
30,15,12663.85,17.59
30,16,10043.04,13.95
30,17,8648.88,12.01
30,18,7120.91,9.89
30,19,11059.15,15.36
30,20,4629.01,6.43
30,21,12128.23,16.84
30,22,9811.31,13.63
30,23,2961.91,4.11
30,24,4779.67,6.64
30,25,3792.66,5.27
30,26,2808,3.9
30,27,4541.31,6.31
30,28,1453.69,2.02
30,29,7127.96,9.9
30,30,0,0
30,31,2382.55,3.31
30,32,8763.46,12.17
30,33,10751.76,14.93
30,34,10127.23,14.07
30,35,12769.6,17.74
30,36,6138.9,8.53
30,37,4425.85,6.15
30,38,7706.25,10.7
30,39,8846.77,12.29
30,40,12519.31,17.39
30,41,14498.33,20.14
30,42,10420.62,14.47
30,43,12254.37,17.02
30,44,19714.2,27.38
30,45,8530.03,11.85
30,46,8488.24,11.79
30,47,8722.28,12.11
30,48,6898.85,9.58
30,49,7361.86,10.22
30,50,8270.85,11.49
30,51,7997.08,11.11
30,52,8283.46,11.5
30,53,16961.81,23.56
30,54,14530.12,20.18
30,55,12792.82,17.77
30,56,7643.03,10.62
30,57,9203.34,12.78
30,58,6134.21,8.52
30,59,5902.55,8.2
30,60,8527.62,11.84
30,61,9440.9,13.11
30,62,12600.76,17.5
30,63,12878.36,17.89
30,64,11332.81,15.74
30,65,11162.72,15.5
30,66,4663.47,6.48
30,67,8281.06,11.5
30,68,9118.29,12.66
30,69,6104.43,8.48
30,70,6627.04,9.2
30,71,10813.75,15.02
30,72,9244.62,12.84
30,73,3960.12,5.5
30,74,7283.32,10.12
30,75,10122.28,14.06
30,76,10104.1,14.03
30,77,11424.81,15.87
30,78,11809.09,16.4
30,79,8234.47,11.44
30,80,11631.32,16.15
30,81,12159.88,16.89
30,82,9095.86,12.63
30,83,6011.25,8.35
30,84,5326.99,7.4
30,85,2111.8,2.93
30,86,1243.26,1.73
30,87,969.61,1.35
30,88,14556.45,20.22
30,89,12489.63,17.35
30,90,9381.11,13.03
30,91,9017.11,12.52
30,92,2588.26,3.59
30,93,3717.02,5.16
30,94,5454.48,7.58
30,95,4066.22,5.65
30,96,4145.12,5.76
30,97,11905.52,16.54
30,98,11817.65,16.41
30,99,4516,6.27
30,100,1540.06,2.14
30,101,13685.82,19.01
30,102,16723.69,23.23
30,103,7504.25,10.42
30,104,7104.49,9.87
30,105,9299.54,12.92
30,106,10417.78,14.47
30,107,13025.45,18.09
30,108,5710.9,7.93
30,109,4828.88,6.71
30,110,6726.52,9.34
30,111,4870.59,6.76
30,112,9624.96,13.37
30,113,13588.73,18.87
30,114,6755.9,9.38
31,1,5166.66,7.18
31,2,9256.16,12.86
31,3,3708.29,5.15
31,4,4010.74,5.57
31,5,3776.54,5.25
31,6,8389.88,11.65
31,7,2448.72,3.4
31,8,9035.29,12.55
31,9,7235.52,10.05
31,10,7642.4,10.61
31,11,6945.13,9.65
31,12,7221.65,10.03
31,13,7727.25,10.73
31,14,15302.32,21.25
31,15,13676.98,19
31,16,11767.75,16.34
31,17,10473,14.55
31,18,8521.68,11.84
31,19,13266.81,18.43
31,20,5676.02,7.88
31,21,10799.34,15
31,22,8656.99,12.02
31,23,5057.7,7.02
31,24,5231.63,7.27
31,25,5970.77,8.29
31,26,2367.75,3.29
31,27,3974.27,5.52
31,28,1758.11,2.44
31,29,4785.08,6.65
31,30,2382.55,3.31
31,31,0,0
31,32,6420.58,8.92
31,33,12575.89,17.47
31,34,11528,16.01
31,35,14170.37,19.68
31,36,6600.27,9.17
31,37,5413.03,7.52
31,38,8539.48,11.86
31,39,7454.76,10.35
31,40,12050.45,16.74
31,41,15511.46,21.54
31,42,11433.75,15.88
31,43,11608.28,16.12
31,44,21876.02,30.38
31,45,7401.74,10.28
31,46,7096.23,9.86
31,47,7330.26,10.18
31,48,6429.99,8.93
31,49,6893,9.57
31,50,7802,10.84
31,51,7528.23,10.46
31,52,5940.59,8.25
31,53,19123.63,26.56
31,54,16354.25,22.71
31,55,14616.94,20.3
31,56,8656.17,12.02
31,57,8965.95,12.45
31,58,5665.35,7.87
31,59,5234.17,7.27
31,60,10222.32,14.2
31,61,8750.68,12.15
31,62,14341.42,19.92
31,63,15040.18,20.89
31,64,10863.96,15.09
31,65,10693.86,14.85
31,66,3168.13,4.4
31,67,6718.22,9.33
31,68,6775.42,9.41
31,69,5343.41,7.42
31,70,4974.55,6.91
31,71,12975.57,18.02
31,72,7852.6,10.91
31,73,2782.27,3.86
31,74,5891.31,8.18
31,75,9653.42,13.41
31,76,9635.24,13.38
31,77,10955.95,15.22
31,78,13973.72,19.41
31,79,10399.11,14.44
31,80,12464.55,17.31
31,81,12993.11,18.05
31,82,10108.99,14.04
31,83,7908.7,10.98
31,84,6839.48,9.5
31,85,2903.83,4.03
31,86,3541.67,4.92
31,87,2450.88,3.4
31,88,16718.27,23.22
31,89,13502.76,18.75
31,90,10394.24,14.44
31,91,9850.34,13.68
31,92,1670.5,2.32
31,93,1483.83,2.06
31,94,3111.61,4.32
31,95,1933.7,2.69
31,96,3676.26,5.11
31,97,9765.45,13.56
31,98,9474.78,13.16
31,99,4075.75,5.66
31,100,1675.86,2.33
31,101,12009.47,16.68
31,102,18885.52,26.23
31,103,6743.23,9.37
31,104,6422.16,8.92
31,105,8538.51,11.86
31,106,11251.01,15.63
31,107,12264.43,17.03
31,108,5000.28,6.94
31,109,2783.12,3.87
31,110,5680.82,7.89
31,111,3614.83,5.02
31,112,7282.09,10.11
31,113,13119.87,18.22
31,114,4732.9,6.57
32,1,10408.38,14.46
32,2,3934.32,5.46
32,3,8256.11,11.47
32,4,9252.46,12.85
32,5,10121.37,14.06
32,6,2421.45,3.36
32,7,7351.95,10.21
32,8,8244.46,11.45
32,9,11304.07,15.7
32,10,7779.08,10.8
32,11,10298.84,14.3
32,12,8615.72,11.97
32,13,13433.27,18.66
32,14,16486.82,22.9
32,15,13837.82,19.22
32,16,15656.27,21.75
32,17,14619.39,20.3
32,18,12564.23,17.45
32,19,19008.86,26.4
32,20,9157.33,12.72
32,21,4770.66,6.63
32,22,4166.88,5.79
32,23,10763.72,14.95
32,24,7712.92,10.71
32,25,11676.79,16.22
32,26,7995.48,11.1
32,27,6576.35,9.13
32,28,7786.46,10.81
32,29,2509.99,3.49
32,30,8763.46,12.17
32,31,6420.58,8.92
32,32,0,0
32,33,15072.38,20.93
32,34,13434.46,18.66
32,35,15774.92,21.91
32,36,7628.45,10.6
32,37,8847.16,12.29
32,38,8854,12.3
32,39,5988.88,8.32
32,40,11348.58,15.76
32,41,16374.91,22.74
32,42,12084.89,16.78
32,43,10477.84,14.55
32,44,25352.68,35.21
32,45,3462.36,4.81
32,46,4926.74,6.84
32,47,6596.62,9.16
32,48,7835.82,10.88
32,49,10209.84,14.18
32,50,9384.71,13.03
32,51,8105,11.26
32,52,2299.37,3.19
32,53,21711.63,30.16
32,54,17765.88,24.68
32,55,16551.4,22.99
32,56,10171.2,14.13
32,57,8599.93,11.94
32,58,9457.52,13.14
32,59,7571.14,10.52
32,60,13470.11,18.71
32,61,5217.8,7.25
32,62,17795.93,24.72
32,63,19316.26,26.83
32,64,12394.99,17.22
32,65,10119.33,14.05
32,66,5173.27,7.19
32,67,2428.62,3.37
32,68,922.59,1.28
32,69,5211.95,7.24
32,70,3818.25,5.3
32,71,17006.17,23.62
32,72,3469.47,4.82
32,73,6717.61,9.33
32,74,3684.2,5.12
32,75,10230.2,14.21
32,76,12285.8,17.06
32,77,13606.51,18.9
32,78,18932.18,26.29
32,79,15782.07,21.92
32,80,12560,17.44
32,81,13088.56,18.18
32,82,11650.47,16.18
32,83,13154.95,18.27
32,84,11380.13,15.81
32,85,9152.79,12.71
32,86,9886.5,13.73
32,87,8831.79,12.27
32,88,19720.07,27.39
32,89,14462.24,20.09
32,90,10838.72,15.05
32,91,9887.02,13.73
32,92,7061.01,9.81
32,93,5653.44,7.85
32,94,3751.88,5.21
32,95,5480.21,7.61
32,96,7967.56,11.07
32,97,3635.87,5.05
32,98,3446.54,4.79
32,99,8782.03,12.2
32,100,8024.72,11.15
32,101,6066.12,8.43
32,102,22362.18,31.06
32,103,5034.89,6.99
32,104,6564.53,9.12
32,105,6244.45,8.67
32,106,11188.08,15.54
32,107,9719.13,13.5
32,108,6636.87,9.22
32,109,5142.33,7.14
32,110,6117.54,8.5
32,111,6037.8,8.39
32,112,1584.01,2.2
32,113,14008.03,19.46
32,114,3321.97,4.61
33,1,7951.48,11.04
33,2,14832.82,20.6
33,3,9971.41,13.85
33,4,9072.9,12.6
33,5,9590.28,13.32
33,6,14812.1,20.57
33,7,11273.6,15.66
33,8,10645.6,14.79
33,9,5657.57,7.86
33,10,8565.59,11.9
33,11,6897.37,9.58
33,12,7557.89,10.5
33,13,6056.97,8.41
33,14,4622.39,6.42
33,15,6493.33,9.02
33,16,3243.32,4.5
33,17,3259.17,4.53
33,18,4188.86,5.82
33,19,7556.41,10.5
33,20,8272.05,11.49
33,21,15925.76,22.12
33,22,13974.07,19.41
33,23,7896.16,10.97
33,24,8785.86,12.2
33,25,8237.19,11.44
33,26,13485.72,18.73
33,27,10667.34,14.82
33,28,11031.3,15.32
33,29,12963.64,18.01
33,30,10751.76,14.93
33,31,12575.89,17.47
33,32,15072.38,20.93
33,33,0,0
33,34,2266.79,3.15
33,35,2572.64,3.57
33,36,8681.47,12.06
33,37,8099.19,11.25
33,38,6894.14,9.58
33,39,19044.79,26.45
33,40,23173.05,32.19
33,41,6077.05,8.44
33,42,4909.91,6.82
33,43,12667.71,17.59
33,44,10437.1,14.5
33,45,13231.49,18.38
33,46,18306.96,25.43
33,47,18920.29,26.28
33,48,17552.59,24.38
33,49,18015.61,25.02
33,50,18924.6,26.28
33,51,18650.83,25.9
33,52,15436.2,21.44
33,53,6796.05,9.44
33,54,3797.32,5.27
33,55,2408.17,3.34
33,56,5493.06,7.63
33,57,9263.12,12.87
33,58,16787.96,23.32
33,59,16556.3,23
33,60,2619.97,3.64
33,61,13163.16,18.28
33,62,2727.49,3.79
33,63,4247.82,5.9
33,64,21986.56,30.54
33,65,21816.46,30.3
33,66,11890.49,16.51
33,67,12996.86,18.05
33,68,14383.27,19.98
33,69,10870.79,15.1
33,70,11957.96,16.61
33,71,2183.27,3.03
33,72,17744.5,24.65
33,73,14167.74,19.68
33,74,16931.59,23.52
33,75,20776.03,28.86
33,76,20757.85,28.83
33,77,22078.56,30.67
33,78,4320.58,6
33,79,4126.68,5.73
33,80,7336.69,10.19
33,81,9282.56,12.89
33,82,3435.96,4.77
33,83,5197.31,7.22
33,84,6253.85,8.69
33,85,12601.42,17.5
33,86,10309.33,14.32
33,87,11459.23,15.92
33,88,4957.15,6.89
33,89,4099.1,5.69
33,90,5993.09,8.32
33,91,8101.27,11.25
33,92,12905.31,17.92
33,93,13444.41,18.67
33,94,13482.21,18.73
33,95,12987.81,18.04
33,96,14798.86,20.55
33,97,15768.2,21.9
33,98,16784.6,23.31
33,99,15193.71,21.1
33,100,12170.69,16.9
33,101,17988.26,24.98
33,102,7446.6,10.34
33,103,10991.33,15.27
33,104,9156.77,12.72
33,105,12373.42,17.19
33,106,10142.12,14.09
33,107,14594.92,20.27
33,108,16364.64,22.73
33,109,14536.84,20.19
33,110,17257.14,23.97
33,111,15074.59,20.94
33,112,16777.7,23.3
33,113,24242.48,33.67
33,114,15005.83,20.84
34,1,7133.4,9.91
34,2,13194.9,18.33
34,3,8920.72,12.39
34,4,8448.37,11.73
34,5,8965.75,12.45
34,6,13174.18,18.3
34,7,10222.92,14.2
34,8,8856.31,12.3
34,9,4542.33,6.31
34,10,6927.67,9.62
34,11,5782.13,8.03
34,12,6875.87,9.55
34,13,5705.46,7.92
34,14,3811.38,5.29
34,15,4666.07,6.48
34,16,3776.86,5.25
34,17,3573.16,4.96
34,18,3138.17,4.36
34,19,8414.02,11.69
34,20,7221.37,10.03
34,21,14318.09,19.89
34,22,12336.15,17.13
34,23,7271.63,10.1
34,24,8048.33,11.18
34,25,7612.65,10.57
34,26,12861.19,17.86
34,27,9176.47,12.75
34,28,10460.54,14.53
34,29,11325.72,15.73
34,30,10127.23,14.07
34,31,11528,16.01
34,32,13434.46,18.66
34,33,2266.79,3.15
34,34,0,0
34,35,2679.43,3.72
34,36,7043.55,9.78
34,37,6983.95,9.7
34,38,5256.22,7.3
34,39,17692.73,24.57
34,40,22548.52,31.32
34,41,5266.04,7.31
34,42,3082.66,4.28
34,43,10878.42,15.11
34,44,12257.19,17.02
34,45,11593.57,16.1
34,46,16669.04,23.15
34,47,17691.36,24.57
34,48,16928.06,23.51
34,49,17391.08,24.15
34,50,18300.07,25.42
34,51,18026.3,25.04
34,52,13798.28,19.16
34,53,8616.14,11.97
34,54,4670.39,6.49
34,55,3455.91,4.8
34,56,4079.6,5.67
34,57,7473.83,10.38
34,58,16163.42,22.45
34,59,15931.77,22.13
34,60,2486.5,3.45
34,61,11525.24,16.01
34,62,4754.34,6.6
34,63,6240.65,8.67
34,64,21362.03,29.67
34,65,21191.93,29.43
34,66,10544.29,14.64
34,67,11358.94,15.78
34,68,12745.35,17.7
34,69,9232.87,12.82
34,70,10320.04,14.33
34,71,4475.07,6.22
34,72,16106.58,22.37
34,73,13543.21,18.81
34,74,15293.67,21.24
34,75,20151.5,27.99
34,76,20133.32,27.96
34,77,21454.03,29.8
34,78,6564.81,9.12
34,79,4733.88,6.57
34,80,5509.43,7.65
34,81,7455.31,10.35
34,82,1951.8,2.71
34,83,4839.98,6.72
34,84,5250.8,7.29
34,85,11976.89,16.63
34,86,9684.8,13.45
34,87,10834.7,15.05
34,88,6624.58,9.2
34,89,2774.89,3.85
34,90,4203.8,5.84
34,91,6311.98,8.77
34,92,12280.78,17.06
34,93,12393.72,17.21
34,94,12201.61,16.95
34,95,11937.13,16.58
34,96,14174.33,19.69
34,97,14130.28,19.63
34,98,15146.68,21.04
34,99,14569.18,20.24
34,100,11546.16,16.04
34,101,16350.34,22.71
34,102,9266.69,12.87
34,103,9353.41,12.99
34,104,7518.85,10.44
34,105,10735.5,14.91
34,106,8352.83,11.6
34,107,12805.63,17.79
34,108,15740.11,21.86
34,109,13486.15,18.73
34,110,16632.61,23.1
34,111,14450.06,20.07
34,112,15139.78,21.03
34,113,23617.94,32.8
34,114,13659.48,18.97
35,1,9775.77,13.58
35,2,15535.36,21.58
35,3,11563.09,16.06
35,4,11090.74,15.4
35,5,11608.12,16.12
35,6,15514.64,21.55
35,7,12865.29,17.87
35,8,11196.77,15.55
35,9,7184.7,9.98
35,10,9268.13,12.87
35,11,8424.5,11.7
35,12,9216.33,12.8
35,13,8347.83,11.59
35,14,2614.45,3.63
35,15,6856.19,9.52
35,16,5786.1,8.04
35,17,5801.95,8.06
35,18,5780.54,8.03
35,19,10098.01,14.03
35,20,9863.74,13.7
35,21,16658.55,23.14
35,22,14676.61,20.38
35,23,9913.99,13.77
35,24,10388.79,14.43
35,25,10255.02,14.24
35,26,15503.55,21.53
35,27,11516.93,16
35,28,13102.91,18.2
35,29,13666.18,18.98
35,30,12769.6,17.74
35,31,14170.37,19.68
35,32,15774.92,21.91
35,33,2572.64,3.57
35,34,2679.43,3.72
35,35,0,0
35,36,9384.01,13.03
35,37,9626.32,13.37
35,38,7596.69,10.55
35,39,20033.19,27.82
35,40,25190.89,34.99
35,41,5487.63,7.62
35,42,5272.77,7.32
35,43,13218.88,18.36
35,44,10109.57,14.04
35,45,13934.03,19.35
35,46,19009.5,26.4
35,47,20031.82,27.82
35,48,19570.43,27.18
35,49,20033.45,27.82
35,50,20942.44,29.09
35,51,20668.67,28.71
35,52,16138.74,22.42
35,53,6468.52,8.98
35,54,2163.57,3
35,55,1308.29,1.82
35,56,6420.07,8.92
35,57,9814.3,13.63
35,58,18805.79,26.12
35,59,18574.14,25.8
35,60,5173.65,7.19
35,61,13865.7,19.26
35,62,3193.33,4.44
35,63,4175.94,5.8
35,64,24004.4,33.34
35,65,23834.3,33.1
35,66,12884.75,17.9
35,67,13699.4,19.03
35,68,15085.81,20.95
35,69,11573.33,16.07
35,70,12660.51,17.58
35,71,4040.18,5.61
35,72,18447.04,25.62
35,73,16185.58,22.48
35,74,17634.13,24.49
35,75,22793.87,31.66
35,76,22775.69,31.63
35,77,24096.39,33.47
35,78,5101.58,7.09
35,79,6668.28,9.26
35,80,7699.55,10.69
35,81,9645.42,13.4
35,82,4292.26,5.96
35,83,7482.35,10.39
35,84,7893.17,10.96
35,85,14619.26,20.3
35,86,12327.17,17.12
35,87,13477.07,18.72
35,88,4476.96,6.22
35,89,3765,5.23
35,90,6544.26,9.09
35,91,8652.44,12.02
35,92,14923.15,20.73
35,93,15036.09,20.88
35,94,14542.07,20.2
35,95,14477.39,20.11
35,96,16816.7,23.36
35,97,16470.74,22.88
35,98,17487.14,24.29
35,99,17211.55,23.91
35,100,14188.53,19.71
35,101,18690.8,25.96
35,102,7119.07,9.89
35,103,11693.87,16.24
35,104,9859.31,13.69
35,105,13075.96,18.16
35,106,10693.29,14.85
35,107,15146.09,21.04
35,108,18382.48,25.53
35,109,16128.52,22.4
35,110,19274.98,26.77
35,111,17092.43,23.74
35,112,17480.24,24.28
35,113,26260.31,36.47
35,114,15999.94,22.22
36,1,4303.71,5.98
36,2,7552.36,10.49
36,3,3265.23,4.54
36,4,4446.69,6.18
36,5,5530.96,7.68
36,6,7368.18,10.23
36,7,4270.21,5.93
36,8,4052.81,5.63
36,9,4239.9,5.89
36,10,1436.8,2
36,11,3333.1,4.63
36,12,1551.56,2.15
36,13,6947.65,9.65
36,14,10095.91,14.02
36,15,7645.94,10.62
36,16,9265.36,12.87
36,17,8228.48,11.43
36,18,5500.06,7.64
36,19,12496.41,17.36
36,20,3022.09,4.2
36,21,8645.31,12.01
36,22,6693.62,9.3
36,23,5194.51,7.21
36,24,1492.25,2.07
36,25,6080.41,8.45
36,26,8676.23,12.05
36,27,2576.4,3.58
36,28,5532.8,7.68
36,29,5363.47,7.45
36,30,6138.9,8.53
36,31,6600.27,9.17
36,32,7628.45,10.6
36,33,8681.47,12.06
36,34,7043.55,9.78
36,35,9384.01,13.03
36,36,0,0
36,37,2432.97,3.38
36,38,2463.09,3.42
36,39,11417.91,15.86
36,40,16945.18,23.54
36,41,10080.03,14
36,42,5850.52,8.13
36,43,6221.76,8.64
36,44,18961.77,26.34
36,45,5787.56,8.04
36,46,10394.22,14.44
36,47,11416.54,15.86
36,48,11230.85,15.6
36,49,12681.87,17.61
36,50,13388.14,18.59
36,51,12422.96,17.25
36,52,7810.94,10.85
36,53,15320.72,21.28
36,54,11374.97,15.8
36,55,10160.49,14.11
36,56,3780.29,5.25
36,57,2760.35,3.83
36,58,11350.74,15.77
36,59,10377.67,14.41
36,60,6771.63,9.41
36,61,5882.71,8.17
36,62,11405.01,15.84
36,63,12925.34,17.95
36,64,16556.57,23
36,65,15588.59,21.65
36,66,3903.74,5.42
36,67,5552.93,7.71
36,68,6939.34,9.64
36,69,3175.36,4.41
36,70,4514.04,6.27
36,71,10615.26,14.74
36,72,10119.24,14.05
36,73,8271.09,11.49
36,74,9018.86,12.53
36,75,14548.16,20.21
36,76,15327.86,21.29
36,77,16648.56,23.12
36,78,12541.27,17.42
36,79,8917.67,12.39
36,80,6312.07,8.77
36,81,6840.63,9.5
36,82,5259.56,7.31
36,83,7051.47,9.79
36,84,5072.92,7.05
36,85,8182.62,11.36
36,86,5940.51,8.25
36,87,7041.44,9.78
36,88,13329.16,18.51
36,89,8071.33,11.21
36,90,4447.81,6.18
36,91,3697.86,5.14
36,92,7982.77,11.09
36,93,6843.61,9.51
36,94,5561.05,7.72
36,95,5496.37,7.63
36,96,9361.65,13
36,97,8487.74,11.79
36,98,9340.67,12.97
36,99,9986.29,13.87
36,100,7463.69,10.37
36,101,10707.81,14.87
36,102,15971.27,22.18
36,103,3547.4,4.93
36,104,1734.31,2.41
36,105,5092.96,7.07
36,106,5098.54,7.08
36,107,7578.51,10.53
36,108,9955.28,13.83
36,109,7438.69,10.33
36,110,10372.16,14.41
36,111,8636.55,12
36,112,9152.44,12.71
36,113,18325.99,25.45
36,114,7084.67,9.84
37,1,2070.12,2.88
37,2,9633.29,13.38
37,3,2370.32,3.29
37,4,2859.43,3.97
37,5,4122.13,5.73
37,6,8887.67,12.34
37,7,3428.58,4.76
37,8,6429.47,8.93
37,9,2624.09,3.64
37,10,3813.46,5.3
37,11,1794.65,2.49
37,12,1871.45,2.6
37,13,4874.92,6.77
37,14,10744.74,14.92
37,15,8576.24,11.91
37,16,7946.59,11.04
37,17,6651.84,9.24
37,18,4529.66,6.29
37,19,10423.68,14.48
37,20,589.12,0.82
37,21,10957.31,15.22
37,22,8888.88,12.35
37,23,2941.82,4.09
37,24,1186.49,1.65
37,25,4007.68,5.57
37,26,7154.16,9.94
37,27,2500.21,3.47
37,28,4345.57,6.04
37,29,6337.17,8.8
37,30,4425.85,6.15
37,31,5413.03,7.52
37,32,8847.16,12.29
37,33,8099.19,11.25
37,34,6983.95,9.7
37,35,9626.32,13.37
37,36,2432.97,3.38
37,37,0,0
37,38,3526.77,4.9
37,39,12382.21,17.2
37,40,16841.5,23.39
37,41,10728.86,14.9
37,42,6499.35,9.03
37,43,8598.42,11.94
37,44,18838.57,26.16
37,45,7307.06,10.15
37,46,11358.52,15.78
37,47,12380.83,17.2
37,48,11221.04,15.58
37,49,11684.05,16.23
37,50,12593.04,17.49
37,51,12319.27,17.11
37,52,8784.64,12.2
37,53,15197.53,21.11
37,54,11617.28,16.14
37,55,10488.41,14.57
37,56,3471.77,4.82
37,57,5412.66,7.52
37,58,10456.4,14.52
37,59,10224.75,14.2
37,60,6230.3,8.65
37,61,8194.71,11.38
37,62,10520.26,14.61
37,63,11701.37,16.25
37,64,15655,21.74
37,65,15484.91,21.51
37,66,3723.35,5.17
37,67,7058.09,9.8
37,68,8343.23,11.59
37,69,4190.31,5.82
37,70,5497.72,7.64
37,71,9495.95,13.19
37,72,11092.94,15.41
37,73,7825.86,10.87
37,74,9983.15,13.87
37,75,14444.47,20.06
37,76,14426.29,20.04
37,77,15747,21.87
37,78,10771.57,14.96
37,79,7251.74,10.07
37,80,7467.81,10.37
37,81,7996.37,11.11
37,82,5539.29,7.69
37,83,4775.01,6.63
37,84,3000.19,4.17
37,85,6504.3,9.03
37,86,4304.14,5.98
37,87,5362.11,7.45
37,88,12866.75,17.87
37,89,8720.16,12.11
37,90,5209.85,7.24
37,91,5046.52,7.01
37,92,6573.75,9.13
37,93,6278.75,8.72
37,94,6031.19,8.38
37,95,4946.34,6.87
37,96,8467.31,11.76
37,97,10568.67,14.68
37,98,11024.34,15.31
37,99,8862.16,12.31
37,100,5844.77,8.12
37,101,12788.73,17.76
37,102,15848.07,22.01
37,103,5751.28,7.99
37,104,4110.97,5.71
37,105,7404.97,10.28
37,106,6627.1,9.2
37,107,9955.17,13.83
37,108,9957.91,13.83
37,109,7371.19,10.24
37,110,10504.23,14.59
37,111,8583.75,11.92
37,112,10126.14,14.06
37,113,17910.92,24.88
37,114,8048.97,11.18
38,1,4884.48,6.78
38,2,8181.61,11.36
38,3,5044.94,7.01
38,4,6014.04,8.35
38,5,7098.31,9.86
38,6,8251.06,11.46
38,7,6210.62,8.63
38,8,4230.78,5.88
38,9,3419.26,4.75
38,10,1914.38,2.66
38,11,3039.46,4.22
38,12,2295.41,3.19
38,13,6819.09,9.47
38,14,8018.91,11.14
38,15,5509.2,7.65
38,16,7478.04,10.39
38,17,6441.15,8.95
38,18,4430.76,6.15
38,19,11301.05,15.7
38,20,3709.63,5.15
38,21,9274.55,12.88
38,22,7322.86,10.17
38,23,5775.28,8.02
38,24,3467.88,4.82
38,25,6586.05,9.15
38,26,10434.57,14.49
38,27,4596.01,6.38
38,28,7472.02,10.38
38,29,6745.26,9.37
38,30,7706.25,10.7
38,31,8539.48,11.86
38,32,8854,12.3
38,33,6894.14,9.58
38,34,5256.22,7.3
38,35,7596.69,10.55
38,36,2463.09,3.42
38,37,3526.77,4.9
38,38,0,0
38,39,13112.27,18.21
38,40,19026.45,26.43
38,41,8122.44,11.28
38,42,3588.57,4.98
38,43,6252.88,8.68
38,44,17174.45,23.85
38,45,6924.62,9.62
38,46,12088.58,16.79
38,47,13110.9,18.21
38,48,13290.95,18.46
38,49,14741.96,20.48
38,50,15404.67,21.4
38,51,14504.22,20.15
38,52,9217.83,12.8
38,53,13533.4,18.8
38,54,9587.65,13.32
38,55,8373.17,11.63
38,56,1992.97,2.77
38,57,2848.3,3.96
38,58,13410.84,18.63
38,59,12437.77,17.27
38,60,5291.88,7.35
