O,D,str.dist,Bike_ta,Bike_da,Walk_ta,Walk_da,Car_ta,Car_da,Bike_dr,Walk_dr,Car_dr
46,31,8.029348628,2030.44,10.15,7096.23,9.86,1066.69,14.96,1.264112504,1.227995004,1.863164834
46,32,5.837406061,1445.35,7.16,4926.74,6.84,643.01,8.01,1.226572201,1.171753332,1.372184823
46,33,21.84746662,5402.37,26.74,18306.96,25.43,2296.26,30.8,1.223940536,1.16397935,1.409774439
46,34,20.36010018,4820.27,23.85,16669.04,23.15,2170.55,25.96,1.171408774,1.137027804,1.275042842
46,35,23.23294913,5471.45,27.1,19009.5,26.4,2569.51,29.83,1.166446836,1.136317213,1.283952366
46,36,12.40247835,3145.65,15.45,10394.22,14.44,1542.29,18.18,1.245718764,1.164283427,1.46583606
46,37,12.6039203,3287.7,16.08,11358.52,15.78,1631.21,20.22,1.275793532,1.251991414,1.604262762
46,38,14.78264485,3441.6,16.95,12088.58,16.79,1760.83,20.93,1.146614843,1.13579134,1.415849478
46,39,1.525740264,380.29,1.89,1357.09,1.88,221.23,1.99,1.238742953,1.232188758,1.304284908
46,40,5.877850396,2010.71,9.63,7044.04,9.78,875.51,10.1,1.63835405,1.663873583,1.718315255
46,41,22.03270942,5680.55,28.09,19705.53,27.37,2421.17,30.73,1.274922637,1.242243951,1.394744487
46,42,18.43598416,4446.49,21.81,15476.02,21.49,2052.32,24.13,1.183012515,1.165655156,1.30885337
46,43,16.07580012,4189.04,20.85,14908.21,20.71,1884.8,22.2,1.296980545,1.288271803,1.380957703
46,44,31.80202868,8103.94,40.3,27986.39,38.87,3127.7,42.26,1.267214756,1.222249071,1.328846044
46,45,8.985355077,2228.68,11.08,8163.17,11.34,1067.44,11.94,1.233117657,1.262053631,1.328828955
46,46,0,0,0,0,0,0,0,NA,NA,NA
46,47,2.535274759,1092.02,5.36,2292.08,3.18,470.26,5.31,2.114169275,1.254301921,2.094447547
46,48,4.574778682,1393.17,6.83,4864.25,6.76,859.46,7.81,1.492968398,1.477667111,1.707186411
46,49,6.831457744,2376.6,11.82,7004.4,9.73,1144.4,13.99,1.730231005,1.424293374,2.047879168
46,50,5.948311728,1978.67,9.28,6413.15,8.91,1203.22,11.11,1.560106535,1.497904012,1.867756854
46,51,4.050029897,1783.67,8.78,5133.43,7.13,735.91,8.75,2.167885231,1.760480831,2.160477879
46,52,3.700059088,1203.42,5.93,3405.44,4.73,688.22,7.39,1.602677108,1.278357963,1.997265401
46,53,28.30944848,7313.24,36.08,25234,35.05,2770.46,38.79,1.27448615,1.238102538,1.370213907
46,54,25.72557275,5960.04,29.42,21000.46,29.17,2444.02,35.53,1.143609135,1.133891179,1.381115995
46,55,24.16364399,5703.95,28.27,19785.98,27.48,2420.75,33.47,1.169939435,1.137245691,1.385138765
46,56,15.96199556,3843.63,18.9,13405.78,18.62,1851.92,21.43,1.184062477,1.166520811,1.342563962
46,57,14.51603114,3523.71,17.33,12337.21,17.14,1649.04,19.12,1.193852496,1.180763519,1.317164438
46,58,6.713022714,2042.91,10.21,6494.6,9.02,1114.55,10.48,1.520924394,1.343657006,1.561144725
46,59,5.111117369,1426.83,6.92,4658.9,6.47,860.47,7.88,1.353911386,1.265868015,1.541737243
46,60,19.10132015,4632.61,23.08,16462.11,22.86,2100.97,27.84,1.208293449,1.19677592,1.457490885
46,61,11.02306953,2777.41,13.63,9976.81,13.86,1171.34,15.16,1.236497689,1.25736302,1.375297503
46,62,24.52048765,5945.59,29.72,20451.79,28.41,2367.95,33.24,1.212047673,1.158622961,1.355601099
46,63,25.85526425,6030.83,30.06,21150.55,29.38,2581.4,35.25,1.162625905,1.136325652,1.363358721
46,64,8.085194439,2102.31,10.44,7120.94,9.89,769.17,10.22,1.291249095,1.22322352,1.264038865
46,65,6.31828275,1626.7,8.05,5814.79,8.08,661.04,8.31,1.274080366,1.278828492,1.315230788
46,66,8.58155975,2309.34,11.28,7459,10.36,1140.8,14.08,1.314446363,1.207239744,1.640727375
46,67,7.987025122,2042.38,10.12,7223.78,10.03,979.86,11.06,1.267054986,1.25578671,1.384745864
46,68,6.63533259,1574.22,7.77,5717.75,7.94,748.15,9.4,1.171003849,1.196624267,1.416658453
46,69,9.886466543,2416.4,11.8,8446.53,11.73,1228.36,14.61,1.193550795,1.186470409,1.477777721
46,70,8.236673867,2148.77,10.03,7042.19,9.78,1079.36,13.03,1.217724553,1.187372495,1.581949244
46,71,22.98058191,5437.77,27.14,19085.94,26.51,2292.81,31.74,1.180997074,1.153582625,1.38116607
46,72,2.469412895,885.8,4.34,2880.77,4,571.89,4.23,1.757502768,1.61981822,1.712957767
46,73,5.668374505,1541.22,7.7,5283.57,7.34,1019.77,8.88,1.358414126,1.294903855,1.566586681
46,74,1.593703284,443.82,2.21,1385.64,1.92,348.34,2.58,1.386707314,1.204741196,1.618870982
46,75,5.700943073,1498.04,7.42,5178.55,7.19,691.06,7.79,1.301539045,1.261194842,1.366440587
46,76,8.189046711,2319.13,11.35,9022.71,12.53,972.53,12.1,1.385997711,1.530092628,1.477583463
46,77,9.45610578,2677.01,12.75,8967.17,12.45,1167.29,13.74,1.348335171,1.316609637,1.453029431
46,78,24.93005158,5844.8,28.98,20084.09,27.89,2558.53,35.05,1.162452469,1.118730136,1.405933714
46,79,20.56086248,4837.86,24.1,16509.47,22.93,2265.91,28.77,1.172129818,1.11522559,1.399260368
46,80,18.37026656,4677.5,23.11,16090.63,22.35,2127.91,25.09,1.258011141,1.21663994,1.365794008
46,81,18.17335433,4799.94,23.73,16619.19,23.08,2159.15,25.58,1.305757846,1.269991196,1.407555234
46,82,18.27610496,4404.04,21.77,14885.06,20.67,2036.73,23.93,1.191172848,1.130984969,1.309359957
46,83,17.11090789,4037.28,20.18,14019.07,19.47,1846.12,24.58,1.179364656,1.137870657,1.436510567
46,84,15.37675182,3882.51,19.41,13261.48,18.42,1698.79,22.29,1.262295199,1.197912291,1.449590932
46,85,9.571060414,2470.77,12.32,8589.45,11.93,1328.55,13.95,1.287213691,1.246465855,1.457518749
46,86,11.56505477,2884.14,14.1,9647.36,13.4,1516.59,15.79,1.219190075,1.158662908,1.36531995
46,87,10.03084408,2484.86,12.42,8556.57,11.88,1334.74,13.93,1.238180945,1.184346991,1.388716631
46,88,26.90441253,6479.14,32.27,22828.64,31.71,2502.54,35.54,1.199431505,1.178617075,1.320972906
46,89,21.03643641,5123.05,25.27,17696.82,24.58,2337.32,27.05,1.201249086,1.168448853,1.285864177
46,90,16.82285714,4182.38,20.64,14073.31,19.55,1948.9,22.16,1.226902174,1.162109376,1.317255435
46,91,15.42849106,4118.11,19.7,13476.42,18.72,1856.24,21.48,1.276858503,1.213339654,1.392229474
46,92,7.291849776,1806.75,9.03,6258.41,8.69,1138.45,11.11,1.238368902,1.191741501,1.523618881
46,93,6.572476513,1698.55,8.49,5839.09,8.11,1030.31,13.74,1.291750527,1.23393366,2.090536189
46,94,6.009279111,1581.01,7.68,5682.97,7.89,869.65,11.72,1.278023513,1.312969469,1.950317132
46,95,7.547987725,2081.94,10.4,7146.94,9.93,1160.4,13.79,1.377850677,1.315582426,1.826977004
46,96,6.300929123,1793.03,8.96,5648.83,7.85,1068.87,10.07,1.422012504,1.245848009,1.598177
46,97,9.323467899,2426.63,11.97,8163.46,11.34,914.93,12.3,1.283857051,1.216285627,1.319251606
46,98,8.11489456,2229.03,11.01,7620.15,10.58,897.69,12.04,1.356764394,1.303775412,1.48369149
46,99,7.698515238,2151.78,10.72,6838.18,9.5,1349.99,12.31,1.392476298,1.234004182,1.59900963
46,100,8.713608699,2119.01,10.59,7461.38,10.36,1148.49,12.05,1.215340322,1.188944828,1.382894323
46,101,11.08735749,3036.96,15,10365.98,14.4,1167.09,15.25,1.352892248,1.298776558,1.375440452
46,102,29.64688587,7341.54,36.02,24995.88,34.72,2909.69,40.02,1.214967405,1.171117943,1.349888827
46,103,10.25733217,2478.73,12.05,8628.3,11.98,1213.86,15.29,1.174769404,1.167945017,1.490641011
46,104,11.72630676,2741.54,13.48,9799.11,13.61,1524.84,17.66,1.149552053,1.160638237,1.506015523
46,105,11.88280234,3049.87,15.14,10423.58,14.48,1308.01,16.04,1.274110228,1.218567774,1.349849937
46,106,16.50177666,4373.83,21.15,14720.58,20.45,1930.69,22.97,1.281680175,1.2392605,1.391971329
46,107,14.02222698,4399.59,20.17,14149.5,19.65,1819.97,20.56,1.438430574,1.401346593,1.466243559
46,108,3.849855179,1157.12,5.52,3570.88,4.96,762.95,6.64,1.433820168,1.288360151,1.724740202
46,109,5.012181167,1325.13,6.62,4455.84,6.19,796.44,7.55,1.320782266,1.234991273,1.506330228
46,110,2.46628523,1080.91,5.1,3145.97,4.37,557.45,4.43,2.067887339,1.771895622,1.796223708
46,111,4.365466995,1205.6,6.02,4072.14,5.66,806.99,7.29,1.379004814,1.29653941,1.669924434
46,112,4.583665897,1224.86,6.12,4470.08,6.21,680.04,7.67,1.335175848,1.354810787,1.673333129
46,113,8.853653723,2570.16,11.98,8686.74,12.07,1146.13,12.66,1.353113683,1.363278978,1.429918133
46,114,3.823629795,994.73,4.75,3431.31,4.77,683.57,5.69,1.242275078,1.24750571,1.488114777
47,1,13.28977094,3241.3,16.16,11799.52,16.39,1498.79,16.81,1.215972802,1.233279345,1.264882599
47,2,12.20328813,2844.55,14,10529.25,14.62,953.67,13.69,1.147231783,1.198037762,1.121828794
47,3,11.19533044,3107.47,15.39,10404.39,14.45,1488.26,19.63,1.374680282,1.290716704,1.753409612
47,4,11.7357044,2931.51,14.62,10353.77,14.38,1405.63,15.42,1.245770983,1.22532057,1.313939025
47,5,11.51011653,2834.67,14.01,10116.26,14.05,1486.02,15.66,1.21719011,1.220665313,1.360542264
47,6,10.33972387,2586.77,12.62,9016.38,12.52,884.04,12.48,1.220535496,1.210864058,1.206995482
47,7,9.662984944,2632.17,13.12,9072.58,12.6,1262.95,18.09,1.357758506,1.303944907,1.87209233
47,8,15.45283696,4066.47,20.08,13271.76,18.43,1630.89,20.49,1.29943777,1.19266126,1.325970115
47,9,15.8350298,3988.19,19.88,13931.62,19.35,1783.79,19.99,1.255444432,1.221974334,1.262391056
47,10,14.23456362,3670.15,17.51,12035.98,16.72,1636.55,20.07,1.230104447,1.174605731,1.409948386
47,11,14.48683786,4304.68,20.48,13641.24,18.95,1701.31,21.73,1.413697054,1.308083944,1.499982274
47,12,14.16630905,4065.42,19.77,12158.8,16.89,1671.1,20.54,1.395564641,1.192265391,1.449918954
47,13,16.90952133,4069.21,20.26,14071.65,19.54,1945.54,21.95,1.198141544,1.155561983,1.298085237
47,14,23.93890845,6172.67,30.21,20743.72,28.81,2540.21,30.63,1.261962302,1.203480103,1.279506961
47,15,20.75869477,5450.08,26.79,18505.77,25.7,2246.49,29.42,1.290543567,1.238035449,1.417237467
47,16,21.35146289,5109.34,25.24,18112.15,25.16,2245.28,26.4,1.182120407,1.178373591,1.236449237
47,17,19.82187242,4852.36,24.22,16817.4,23.36,2090.69,24.72,1.221882549,1.178496133,1.24710721
47,18,17.43363147,4294.17,21.4,15289.44,21.24,1945.6,22.68,1.227512468,1.218334805,1.300933775
47,19,18.8772469,5158.39,25.63,19606.54,27.23,2675.66,27.42,1.35771917,1.442477292,1.452542319
47,20,13.1230998,3811.47,18.63,12372.12,17.18,1691.21,21.83,1.419634102,1.309141915,1.663478929
47,21,13.37049092,3294.62,16.23,11365.59,15.79,1073.94,15.87,1.213867172,1.180958882,1.186942207
47,22,12.21944606,2919.23,14.38,10761.81,14.95,962.77,14.07,1.176812757,1.223459716,1.151443358
47,23,13.32151545,3217.23,16.04,11402.1,15.84,1620.69,17.93,1.204067214,1.189053907,1.345942964
47,24,12.05531307,3577.23,17.45,11246.59,15.62,1472.57,18.72,1.447494552,1.295694264,1.552842293
47,25,13.99810871,3700.07,18.46,12315.17,17.1,1917.01,20.1,1.318749582,1.221593599,1.435908266
47,26,6.635611179,2015.26,10.03,7392.91,10.27,1044,11.31,1.511541248,1.547709732,1.704439832
47,27,10.82303275,3178.78,15.46,10110.02,14.04,1333.48,18.42,1.428435112,1.297233439,1.701925922
47,28,9.528162144,2406.35,11.99,8884.32,12.34,1265.2,13.84,1.258374891,1.295108103,1.452536155
47,29,7.731536541,2015.3,9.55,6365.64,8.84,856.98,11.98,1.235200784,1.143369103,1.549497947
47,30,9.658514582,2469.1,12.3,8722.28,12.11,1247.45,13.75,1.27348775,1.253815988,1.423614354
47,31,7.688623851,2015.77,10.04,7330.26,10.18,1015.27,11.66,1.305825359,1.324034079,1.516526264
47,32,7.914349295,1920.95,9.39,6596.62,9.16,622.31,9.12,1.186452562,1.157391424,1.152337313
47,33,22.1319242,5357.9,26.72,18920.29,26.28,2244.85,27.5,1.20730578,1.187424996,1.242548987
47,34,20.8129283,5266.2,25.92,17691.36,24.57,2149.86,27.07,1.245379777,1.180516247,1.300633895
47,35,23.75172326,5917.38,29.18,20031.82,27.82,2548.81,30.93,1.228542438,1.171283435,1.302221303
47,36,13.14226009,3591.58,17.52,11416.54,15.86,1521.59,19.29,1.333104039,1.206793953,1.46778407
47,37,12.87378325,3733.63,18.15,12380.83,17.2,1610.51,21.33,1.409841975,1.336048593,1.65685561
47,38,15.55576585,3887.53,19.03,13110.9,18.21,1740.13,22.04,1.223340605,1.170627032,1.416837989
47,39,1.31380405,387.06,1.76,1274.66,1.77,284.13,2.44,1.339621384,1.34723287,1.857202374
47,40,4.27147305,1570.97,7.35,4839.96,6.72,670.27,8.48,1.720717868,1.573227765,1.985263609
47,41,23.06410325,6126.48,30.17,20727.84,28.79,2400.47,31.83,1.308093346,1.248260107,1.380066663
47,42,19.17497775,4892.42,23.88,16498.33,22.91,2031.63,25.24,1.245373023,1.194786262,1.316298789
47,43,17.67253106,4664.65,23.07,15930.52,22.13,1864.1,23.31,1.305415728,1.252225837,1.318996126
47,44,32.33441426,8089.27,40.19,28220.42,39.2,3076.28,38.96,1.242948138,1.212330605,1.204908173
47,45,10.78850144,2704.28,13.3,9447.74,13.12,1046.74,13.04,1.232794015,1.216109585,1.208694282
47,46,2.535274759,694.66,3.31,2292.08,3.18,460.03,4.17,1.305578414,1.254301921,1.644792141
47,47,0,0,0,0,0,0,0,NA,NA,NA
47,48,2.477582846,1412.59,7.02,5232.27,7.27,719.96,10.24,2.833406767,2.934311566,4.133060583
47,49,4.429799067,2157.34,10.73,7372.42,10.24,939.15,12.37,2.422231762,2.311617264,2.792451714
47,50,3.440454951,1708.57,7.93,4855.86,6.74,997.97,9.49,2.304927724,1.959043236,2.758356129
47,51,1.577657944,1192.95,5.75,3296.76,4.58,530.66,7.13,3.64464301,2.903037389,4.519357333
47,52,5.600030661,1679.03,8.15,4783.72,6.64,667.52,8.49,1.455349175,1.185707794,1.516063128
47,53,28.77475917,7294.73,36.01,25468.03,35.37,2719.05,35.49,1.25144401,1.229202295,1.233372616
47,54,26.17167476,6405.98,31.5,22022.78,30.59,2392.61,32.23,1.203591298,1.168820883,1.231484049
47,55,24.55992593,6149.88,30.34,20808.3,28.9,2369.33,30.17,1.235345745,1.176713647,1.2284239
47,56,16.46842466,4289.56,20.97,14428.1,20.04,1831.22,22.53,1.273345838,1.216874134,1.368072567
47,57,15.61966336,3969.64,19.41,13359.53,18.56,1628.34,20.23,1.242664425,1.188245839,1.295162356
47,58,4.636865941,2028.25,10.1,6862.63,9.53,984.72,10.36,2.178195386,2.055267528,2.234267743
47,59,3.452851515,1446.25,7.11,5026.92,6.98,730.64,7.76,2.05916761,2.021517569,2.247417813
47,60,19.28797629,4614.11,23,16696.14,23.19,2049.56,24.54,1.192452731,1.202303427,1.272295218
47,61,12.75646296,3253.02,15.85,11158.13,15.5,1150.64,16.27,1.242507429,1.215070357,1.275431916
47,62,24.71046408,5930.92,29.61,20685.82,28.73,2316.54,29.94,1.198277778,1.162665335,1.211632444
47,63,26.00763925,6016.16,29.95,21384.58,29.7,2529.99,31.95,1.151584721,1.141972161,1.228485204
47,64,5.740637943,1662.58,8.16,4916.87,6.83,563.92,8.6,1.421444808,1.18976324,1.498091342
47,65,4.150788588,1186.96,5.77,3610.71,5.01,455.79,6.69,1.390097298,1.20699956,1.611741928
47,66,9.224717672,2755.27,13.35,8481.32,11.78,1120.1,15.19,1.447198763,1.277003852,1.646662862
47,67,9.71501655,2517.99,12.34,8627.8,11.98,959.16,12.16,1.270198557,1.233142521,1.251670539
47,68,8.568415654,2049.82,9.99,7387.63,10.26,727.45,10.51,1.165909826,1.197420902,1.226597824
47,69,10.92674121,2862.33,13.87,9468.84,13.15,1207.66,15.72,1.269362908,1.20346952,1.438672308
47,70,9.391675633,2594.7,12.11,8064.51,11.2,1058.66,14.14,1.289439763,1.192545445,1.505588625
47,71,23.03383486,5423.1,27.03,19319.97,26.83,2241.4,28.45,1.173491091,1.164808212,1.235139532
47,72,4.968630802,1453.34,7.02,4912.9,6.82,621.93,7.13,1.412864083,1.372611545,1.435002978
47,73,4.872860061,1526.55,7.59,5484.5,7.62,898.19,8.65,1.557606807,1.563763355,1.775138192
47,74,3.48994616,922.6,4.45,3080.72,4.28,363.81,4.53,1.275091304,1.226379951,1.298014294
47,75,3.234972576,1058.31,5.14,2974.48,4.13,485.81,6.17,1.588885185,1.276672337,1.907280465
47,76,5.663466686,1879.39,9.07,6375.3,8.85,767.28,10.48,1.601492602,1.562647137,1.850456722
47,77,6.934570943,2237.27,10.47,6763.09,9.39,962.04,12.12,1.509826648,1.354085217,1.747764945
47,78,24.92684767,5830.13,28.87,20318.12,28.22,2507.11,31.75,1.158188969,1.132112667,1.273727044
47,79,20.34730964,4823.2,23.99,16743.51,23.26,2214.5,25.47,1.179025651,1.143148672,1.25176254
47,80,19.48133488,5123.43,25.18,17112.94,23.77,2107.21,26.19,1.292519232,1.220142262,1.344363729
47,81,19.48674059,5245.87,25.81,17641.51,24.5,2138.46,26.68,1.324490357,1.257265159,1.3691361
47,82,18.72127618,4849.97,23.84,15907.37,22.09,2016.04,25.03,1.273417462,1.179940928,1.336981505
47,83,16.99157521,4022.61,20.07,14253.1,19.8,1794.71,21.28,1.181173596,1.165283368,1.252385358
47,84,15.37717344,3867.84,19.3,13495.51,18.74,1647.38,18.99,1.255107128,1.218689512,1.234947376
47,85,8.39733353,2456.1,12.21,8817.01,12.25,1198.71,13.83,1.454032992,1.458796409,1.646951375
47,86,10.81442973,2869.48,13.99,9881.39,13.72,1386.76,15.68,1.293641954,1.268675311,1.449914642
47,87,9.130023363,2470.19,12.31,8790.61,12.21,1204.91,13.81,1.34829885,1.337345975,1.512591967
47,88,27.13685303,6460.63,32.19,23062.67,32.03,2451.13,32.24,1.186209763,1.180313722,1.188052276
47,89,21.80320142,5568.98,27.34,18719.14,26,2316.62,28.15,1.253944293,1.192485429,1.291094801
47,90,17.59227262,4628.32,22.71,15095.62,20.97,1928.2,23.27,1.29090769,1.192000627,1.322739847
47,91,16.3821315,4564.04,21.77,14498.73,20.14,1835.55,22.58,1.328886903,1.229388251,1.378331018
47,92,6.50069649,1792.08,8.92,6481.1,9,1008.61,10.99,1.372160662,1.384467036,1.69058808
47,93,6.386193621,1711.42,8.51,6121.2,8.5,958.7,10.45,1.332562165,1.330996287,1.636342494
47,94,6.761295268,1680.59,8.36,6455.54,8.97,802.01,8.42,1.236449477,1.326668877,1.245323517
47,95,7.881993221,2094.8,10.43,7429.05,10.32,1092.76,10.48,1.323269344,1.309313483,1.329612917
47,96,4.921660643,1778.36,8.85,6016.85,8.36,939.04,9.95,1.798173552,1.69861366,2.021675349
47,97,11.58687744,2902.24,14.19,9833.34,13.66,894.23,13.41,1.224661266,1.178919866,1.157343733
47,98,10.52174013,2704.64,13.24,9290.04,12.9,876.99,13.15,1.258346988,1.226032941,1.24979327
47,99,6.037651155,2137.12,10.61,7206.2,10.01,1220.16,12.19,1.757305901,1.657929507,2.018997071
47,100,7.85489486,2104.34,10.48,7692.56,10.68,1018.66,11.93,1.334199908,1.359661738,1.518798178
47,101,13.48043077,3512.56,17.23,12211.27,16.96,1146.39,16.36,1.278149066,1.258120033,1.213611069
47,102,29.9984004,7326.88,35.91,25229.91,35.04,2858.28,36.72,1.197063828,1.168062281,1.224065267
47,103,11.63414696,2924.67,14.12,9650.61,13.4,1193.17,16.39,1.213668698,1.151781909,1.408783992
47,104,12.75526556,3187.47,15.55,10821.42,15.03,1504.14,18.77,1.219104371,1.178336893,1.471549134
47,105,13.43835673,3525.48,17.36,11445.9,15.9,1287.31,17.14,1.291824615,1.183180379,1.275453565
47,106,17.85018035,4819.77,23.22,15742.9,21.87,1909.99,24.08,1.300827193,1.225197705,1.349005978
47,107,15.6659494,4875.2,22.39,15171.82,21.07,1799.28,21.67,1.42921437,1.344955193,1.383254819
47,108,2.689073891,1176.54,5.7,3938.9,5.47,633.12,6.52,2.119688871,2.034157566,2.424626568
47,109,5.107161116,1338,6.65,4737.95,6.58,674.86,7.32,1.302093247,1.288387002,1.433281589
47,110,2.264816165,1100.33,5.29,3513.99,4.88,427.61,4.31,2.335730415,2.154700269,1.903024213
47,111,3.881310399,1190.93,5.91,4273.08,5.93,685.41,7.06,1.522681618,1.527834517,1.818973304
47,112,6.93090866,1849.21,9.02,6206.84,8.62,659.34,8.77,1.30141666,1.24370417,1.265346354
47,113,6.780929924,2130.43,9.7,6482.66,9,940.88,11.04,1.430482265,1.327251586,1.628095279
47,114,5.077837212,1440.66,6.82,4412.09,6.13,553.73,5.57,1.3430915,1.207206877,1.096923703
48,1,11.64956731,2968.11,14.83,10442.15,14.5,1407.96,15.42,1.273008653,1.244681421,1.323654311
48,2,12.82810307,3071.07,15.35,11354.85,15.77,1227.25,16.11,1.196591571,1.229332187,1.255836496
48,3,9.762777234,2848.99,13.99,9846.49,13.68,1410.28,14.93,1.432993877,1.401240618,1.529277955
48,4,9.99685097,2547.18,12.73,8996.4,12.5,1199.89,12.15,1.273400998,1.250393753,1.215382728
48,5,9.581224537,2362.78,11.68,8317.56,11.55,1127.7,11.1,1.219050859,1.205482656,1.158515799
48,6,11.11478747,2849.38,14.15,10283.82,14.28,1157.62,14.9,1.273078774,1.284774904,1.340556447
48,7,8.322483391,2333.07,11.67,8586.92,11.93,1146.51,12.11,1.402225688,1.433466363,1.455094523
48,8,15.16342668,4156.5,20.74,14016.63,19.47,1904.47,22.9,1.367764716,1.284010561,1.510212729
48,9,14.44793213,3789.13,18.94,13017.57,18.08,1692.97,18.6,1.310914243,1.251390154,1.287381463
48,10,13.56988765,3695.78,18.02,12780.86,17.75,1882.07,20.03,1.32794025,1.308043254,1.476062331
48,11,13.14501324,3855.51,18.63,12727.19,17.68,1663.16,18.57,1.417267496,1.344996744,1.412703028
48,12,13.1136064,3814.94,18.78,11973.11,16.63,1692.85,18.48,1.432100326,1.268148478,1.409223324
48,13,15.09000562,3613.51,18.01,12355.18,17.16,1780.47,17.04,1.193505189,1.137176515,1.129224232
48,14,22.86732031,6134.86,30.43,20702.38,28.75,2548.36,29.51,1.330719979,1.257252691,1.290487893
48,15,19.98969625,5475.71,27.3,18549.89,25.76,2191.16,27.36,1.365703593,1.288663903,1.36870514
48,16,19.71880118,4653.63,22.99,16832.79,23.38,2135.04,22.92,1.165892378,1.185670457,1.162342466
48,17,18.14914795,4396.66,21.97,15449.71,21.46,1980.45,21.25,1.210525147,1.182424655,1.170853864
48,18,15.93681037,4007.41,20.02,13921.74,19.34,1835.37,19.2,1.25621122,1.213542707,1.204758013
48,19,16.83887876,4702.69,23.38,17850.74,24.79,2510.59,22.51,1.388453491,1.472188282,1.336787343
48,20,11.73490015,3350.18,16.75,11424.2,15.87,1613.23,17.13,1.427366215,1.352376228,1.459748254
48,21,14.17449418,3521.14,17.58,12633.03,17.55,1347.52,18.29,1.240255897,1.238139419,1.290345868
48,22,12.65513272,3145.75,15.73,11544.25,16.03,1236.35,16.49,1.242973926,1.266679722,1.30302861
48,23,11.51847463,2761.52,13.8,9751.66,13.54,1381.31,13.35,1.198075304,1.175502871,1.159007631
48,24,10.94239749,3115.94,15.58,11369.83,15.79,1501.94,16.34,1.423819598,1.443011005,1.493274213
48,25,12.12256513,3244.37,16.21,10584.25,14.7,1604.23,16.96,1.337175741,1.212614645,1.399043835
48,26,4.510349188,1172.5,5.86,4660.74,6.47,685.68,6.75,1.299234218,1.434478735,1.496558186
48,27,9.836582562,2740.03,13.67,9465.78,13.15,1270.73,13.88,1.38971029,1.336846401,1.411059167
48,28,7.827206405,2067.42,10.34,7575.15,10.52,1058.74,10.29,1.321033261,1.344029971,1.314645286
48,29,7.802692853,2040.93,10.06,7110.52,9.88,1112.89,10.95,1.289298476,1.266229517,1.403361661
48,30,7.701364675,1863.92,9.29,6898.85,9.58,889.13,9.19,1.206279717,1.243935381,1.193295005
48,31,6.126222518,1716.68,8.58,6429.99,8.93,886.79,9.5,1.400536787,1.457668241,1.550710894
48,32,8.786655018,2147.08,10.5,7835.82,10.88,895.89,11.53,1.194993997,1.238241399,1.312217218
48,33,20.67883901,5071.13,25.33,17552.59,24.38,2134.61,24.02,1.224923701,1.178983017,1.161573916
48,34,19.51583204,5052.53,25.09,16928.06,23.51,2085.3,24.34,1.28562287,1.20466296,1.247192533
48,35,22.48137488,5632.35,27.97,19570.43,27.18,2474.51,27.87,1.24414099,1.209000791,1.239692864
48,36,12.2629827,3251.78,16.2,11230.85,15.6,1604.75,17.8,1.321048915,1.272121178,1.451522882
48,37,11.5724277,3272.34,16.28,11221.04,15.58,1532.54,16.63,1.406792112,1.346303508,1.437036414
48,38,14.63986334,3913.16,19.53,13290.95,18.46,1834.91,21.34,1.334028846,1.260940732,1.45766388
48,39,3.743051688,1476.73,7.26,5356.77,7.44,779.71,9.04,1.939593841,1.987682944,2.415141642
48,40,5.658333708,1719.2,8.03,5744.82,7.98,671.39,8.64,1.419145709,1.410309185,1.526951298
48,41,22.2818862,6152.11,30.68,21293.52,29.57,2345.14,29.77,1.376903182,1.327086932,1.336062833
48,42,18.15798281,4918.05,24.39,17215.81,23.91,2019.29,23.58,1.343210876,1.316776222,1.298602397
48,43,17.58869836,4754.68,23.73,16675.4,23.16,2137.68,25.72,1.349161803,1.31675463,1.462302637
48,44,31.01933438,7633.57,37.94,26503.95,36.81,2966.04,35.49,1.223108128,1.186679235,1.144125131
48,45,11.15426336,2768.49,13.82,10192.62,14.16,1320.32,15.46,1.238988138,1.269469757,1.386017121
48,46,4.574778682,1377.35,6.76,4864.25,6.76,923.34,8.9,1.477667111,1.477667111,1.945449303
48,47,2.477582846,1336.82,6.53,5232.27,7.27,501.41,6.63,2.63563336,2.934311566,2.67599528
48,48,0,0,0,0,0,0,0,NA,NA,NA
48,49,2.418726158,774.88,3.86,2567.8,3.57,530.41,4.38,1.595881364,1.475983541,1.810870563
48,50,2.094775526,586.94,2.45,1776.8,2.47,526.56,3.23,1.169576391,1.179123953,1.541931324
48,51,1.304278983,463.92,2.32,1222.59,1.7,198.98,2.31,1.778760549,1.303402126,1.771093477
48,52,6.497774098,1698.94,8.39,6024.61,8.37,941.1,10.91,1.291211402,1.288133424,1.679036519
48,53,27.421485,6956.07,34.38,23751.56,32.99,2608.81,32.02,1.253761421,1.203071241,1.167697519
48,54,24.81922458,6155.87,30.71,21330.95,29.63,2282.37,28.76,1.237347279,1.193832624,1.158779152
48,55,23.17785588,5719.51,28.57,19593.65,27.21,2259.09,26.7,1.232642059,1.173965363,1.151961603
48,56,15.28529921,4315.19,21.48,14438.22,20.05,1856.92,20.58,1.405271804,1.311717862,1.346391701
48,57,15.03147334,3995.27,19.92,14104.41,19.59,1901.92,22.64,1.325219395,1.303265459,1.506173047
48,58,2.179897305,533.06,2.67,2058,2.86,357.63,3.29,1.224828341,1.31198841,1.509245409
