O,D,str.dist,Bike_ta,Bike_da,Walk_ta,Walk_da,Car_ta,Car_da,Bike_dr,Walk_dr,Car_dr
15,88,10.09283546,3020.31,14.94,10805.82,15.01,1336.8,23.07,1.480257958,1.48719357,2.285779858
15,89,2.490595829,1230.77,5.89,4225.61,5.87,719.26,8.33,2.364895954,2.356865747,3.344581205
15,90,3.618602547,1084.19,5.39,3526.21,4.9,491.04,5.85,1.489525288,1.354113898,1.616646184
15,91,4.381301307,1752.28,8.26,4397.99,6.11,757.04,9.25,1.885284627,1.394562842,2.111244891
15,92,15.85395259,4394.82,21.74,14811.75,20.57,1343.2,21.46,1.371266873,1.297468242,1.353605662
15,93,14.9068604,4154.7,20.54,14162.64,19.67,1386.22,21.82,1.377889069,1.319526679,1.463755574
15,94,13.99885946,3827.42,19.06,12880.09,17.89,1551.06,24.34,1.361539492,1.277961254,1.738713076
15,95,13.07047862,3783.8,18.69,12815.41,17.8,1409.56,22.23,1.429939985,1.361847605,1.70077934
15,96,17.85677094,5063.68,25.09,16705.3,23.2,1551.12,24.32,1.405069264,1.29922706,1.361948366
15,97,13.88953661,3748.32,18.67,13037.24,18.11,1618.15,18.45,1.344177313,1.303859193,1.328338052
15,98,15.627983,4072.44,20.29,14095.58,19.58,1803.24,19.65,1.298312137,1.25288081,1.257359955
15,99,18.41897765,4894.23,24.34,17100.16,23.75,1675.47,25.3,1.321463138,1.289430958,1.373583294
15,100,15.3729099,4118.85,20.43,14082.77,19.56,1217.54,20.02,1.328961149,1.27236809,1.302290857
15,101,14.88786016,4315.75,21.49,15257.3,21.19,1814.33,20.84,1.443457943,1.423307297,1.39979821
15,102,11.69711256,3932.93,18.88,13447.92,18.68,1743.94,27.55,1.61407355,1.596975314,2.355282114
15,103,9.633146507,2761.77,13.74,9388.66,13.04,1238.65,13.24,1.42632524,1.353659471,1.374421119
15,104,8.031553027,2349.02,11.62,8084.88,11.23,1132.24,12.41,1.44679366,1.398235181,1.545155708
15,105,8.572607803,2839.9,14.01,9642.46,13.39,1332.15,13.52,1.634275161,1.561951778,1.577116358
15,106,4.132189991,2370.86,11.32,6448.57,8.96,831.49,10.75,2.739467456,2.168341732,2.601526073
15,107,7.405385006,3544.67,15.94,11017.91,15.3,1119.04,13.95,2.152487681,2.066064086,1.883764313
15,108,18.52734379,5159.09,25.59,17274.32,23.99,1727.3,25.65,1.381201768,1.294842924,1.384440225
15,109,15.76080338,4431.28,22.01,14757.73,20.5,1550.99,24.7,1.396502417,1.300695118,1.567178995
15,110,18.49483184,5043.28,24.74,17691.2,24.57,1923.56,27.34,1.337670989,1.328479232,1.478250802
15,111,17.15714148,4941.91,24.57,15955.58,22.16,1729.86,25.36,1.432056734,1.291590445,1.478101701
15,112,16.62637204,4496.73,22.39,15306.6,21.26,1811.52,29.79,1.346655779,1.278691463,1.791731829
15,113,27.15900258,7482.27,36.09,25645.03,35.62,2576,37.54,1.328841142,1.311535646,1.382230437
15,114,15.94542527,4087.65,20.37,14473.89,20.1,1686.57,25.57,1.277482391,1.260549635,1.603594734
16,1,8.079423068,2077.99,10.12,7143.35,9.92,817.56,10.35,1.252564684,1.227810441,1.281032063
16,2,17.02447097,4387.83,21.63,15416.71,21.41,1884.48,26.13,1.270524062,1.257601487,1.534849456
16,3,10.19029995,3132.68,15.38,9331.33,12.96,1211.9,15.2,1.509278439,1.271797696,1.491614582
16,4,9.726010733,2425.32,11.86,8264.77,11.48,889.51,12.4,1.21941054,1.180340051,1.274931762
16,5,10.32270189,2506.76,12.12,8822.93,12.25,923.56,12.79,1.174111209,1.186704811,1.239016697
16,6,17.69915528,4476.89,21.92,15396,21.38,1873.69,26.49,1.238477184,1.207967254,1.496681597
16,7,11.7450811,3262.76,16.05,10633.53,14.77,1186.1,15.71,1.366529516,1.257547723,1.337581228
16,8,11.74690455,3226.61,15.81,11229.49,15.6,1519.45,18.18,1.345886479,1.328009429,1.547641758
16,9,5.834625689,1815.05,8.81,5606.65,7.79,783.45,7.25,1.50995119,1.335132777,1.242581853
16,10,10.02038276,2779.7,13.57,9149.48,12.71,1442.39,16.4,1.354239685,1.268414621,1.636664027
16,11,7.170881782,2396.36,10.94,7062.55,9.81,971.18,10.2,1.525614329,1.368032593,1.42241921
16,12,8.342496154,2234.22,10.88,7964.41,11.06,1178.04,11.96,1.304166019,1.325742295,1.433623676
16,13,4.924570749,1345.17,6.41,4477.61,6.22,661.92,6.05,1.30163629,1.263054247,1.228533472
16,14,6.602340115,2160.32,10.43,7296.18,10.13,1137.27,13.9,1.579742912,1.534304478,2.10531414
16,15,8.2025753,2304.48,11.1,8449.95,11.74,1186.43,15.35,1.353233539,1.431257815,1.871363497
16,16,0,0,0,0,0,0,0,NA,NA,NA
16,17,1.609333196,481.34,2.14,1467.02,2.04,325.61,2.19,1.329743279,1.267605742,1.360812047
16,18,4.07106292,1230.66,5.77,4284.96,5.95,704.22,6.25,1.417320271,1.461534768,1.535225597
16,19,5.416606074,2321.35,11.06,5780.38,8.03,1565.42,12.58,2.041868995,1.482478122,2.322487519
16,20,8.361337599,2514.06,11.92,7631.98,10.6,1068.78,10.23,1.425609223,1.267739746,1.223488453
16,21,18.16648645,4798.67,23.66,16509.65,22.93,2004.75,28.31,1.302398241,1.262214356,1.558364083
16,22,16.04866537,4197.83,20.68,14557.96,20.22,1826.72,25.19,1.288580672,1.259917852,1.569600925
16,23,8.269351352,2007.68,9.77,7164.79,9.95,775.34,10.49,1.181471144,1.203238268,1.268539642
16,24,9.853257293,2748.93,12.97,9133.09,12.69,1289.21,12.65,1.316315977,1.287898978,1.283839407
16,25,7.823605582,2364.39,11.22,7321.56,10.17,1080.7,12.66,1.434121376,1.299912156,1.618179734
16,26,15.36161829,3479.31,17.13,12741.95,17.7,1395.8,18.25,1.115116889,1.152222355,1.188025874
16,27,11.17350898,3111.03,14.9,10027.27,13.93,1207.02,16.81,1.333511256,1.246698779,1.50445129
16,28,11.89599176,2950.15,14.48,10223.16,14.2,1103.36,14.59,1.217216714,1.193679374,1.226463526
16,29,15.78976295,4013.56,19.62,13547.53,18.82,1717.35,23.78,1.242577236,1.191911497,1.506039076
16,30,12.14826843,2819.68,13.83,10043.04,13.95,993.47,14.58,1.13843385,1.148311801,1.200171044
16,31,13.67841029,3410.32,16.79,11767.75,16.34,1246.14,17.06,1.227481823,1.194583263,1.247220959
16,32,18.17807458,4489.08,22.04,15656.27,21.75,1686.01,24.77,1.212449641,1.196496356,1.362630563
16,33,2.128597602,951.56,4.49,3243.32,4.5,591.05,4.88,2.109370036,2.114067965,2.29258926
16,34,3.441781453,1256.72,5.93,3776.86,5.25,804.39,6.21,1.722944958,1.525372855,1.804298177
16,35,4.709970802,1762.09,8.49,5786.1,8.04,930.94,8.73,1.802558945,1.707016952,1.853514675
16,36,9.715072674,2677.31,12.89,9265.36,12.87,1367.63,13.92,1.32680428,1.324745623,1.432825102
16,37,8.734095737,2481.93,12.01,7946.59,11.04,1150.17,11.56,1.375070799,1.264011792,1.323548579
16,38,8.079570094,2250.47,10.95,7478.04,10.39,1269.45,12.85,1.355270129,1.28595951,1.590431155
16,39,21.92925614,5180.52,25.51,18236.65,25.33,2213.88,28.45,1.163286152,1.15507794,1.297353627
16,40,25.34730863,6467.65,31.35,22453.25,31.19,2310.18,31.29,1.236817701,1.230505394,1.234450586
16,41,8.797256233,2540.93,12.24,8750.84,12.15,1204.24,12.72,1.3913429,1.381112438,1.445905367
16,42,6.0752583,2012.72,9.8,6554.9,9.1,1014.57,11.58,1.613100138,1.497878699,1.906091795
16,43,13.11451569,3656.47,17.96,13251.6,18.41,1779.27,21.84,1.369474895,1.403788019,1.665330273
16,44,11.87062782,3695.56,18.07,12789.13,17.76,1422.48,16.35,1.522244676,1.496129798,1.377349223
16,45,15.84514322,3892.21,19.16,13815.38,19.19,1797.14,23.12,1.209203334,1.211096658,1.459122186
16,46,21.30327823,5417.17,26.75,17878.12,24.83,2220.29,27.59,1.255675287,1.165548313,1.295105838
16,47,21.35146289,5737.88,28.22,18112.15,25.16,2140.2,29.27,1.321689298,1.178373591,1.370866256
16,48,19.71880118,4699.96,23.22,16832.79,23.38,1858.66,23.67,1.177556373,1.185670457,1.200377233
16,49,20.35420945,4691.41,23.18,17295.81,24.02,2042.9,24.86,1.138830769,1.180099874,1.221368978
16,50,21.23192522,5247.17,25.48,18204.8,25.28,2366.05,26.66,1.200079585,1.190659808,1.255656269
16,51,20.96756788,5212.38,25.65,17931.03,24.9,2038.47,25.74,1.223317847,1.18754832,1.227610191
16,52,18.58059283,4755.6,23.43,16020.09,22.25,1909.83,25.91,1.260993135,1.197486011,1.394465733
16,53,8.296825388,2809.85,13.39,9148.08,12.71,1065.24,12.88,1.613870291,1.531911232,1.552400996
16,54,5.931377299,2053.14,9.55,7010.78,9.74,738.8,9.62,1.610081355,1.642114388,1.621882999
16,55,4.371116153,1651.55,7.99,5331.13,7.4,715.53,7.56,1.827908415,1.692931448,1.729535372
16,56,6.139142581,1774.5,8.44,6072.79,8.43,947.41,9.23,1.374784815,1.373155924,1.50346728
16,57,9.910665107,2944.73,14.42,9847.01,13.68,1395.96,16.35,1.454998211,1.380331174,1.649737916
16,58,18.80269838,4350.72,21.49,16068.15,22.32,1776.67,22.6,1.142921062,1.187063662,1.201955142
16,59,18.47234852,4587.37,22.66,15836.5,22,1835.02,22.4,1.22669838,1.190969301,1.212623288
16,60,2.406282164,794.04,3.71,2588.54,3.6,515.74,3.71,1.541797573,1.496083898,1.541797573
16,61,14.82899539,3977.11,19.58,13747.05,19.09,1826.19,24.74,1.320386141,1.28734277,1.668353071
16,62,3.534181671,1329,6.38,4311.12,5.99,662.73,7.32,1.80522695,1.694876086,2.071200827
16,63,4.71112681,1528.29,7.33,5117.69,7.11,876.18,9.33,1.555891042,1.509193084,1.980417929
16,64,24.82082912,5905.29,29.15,21266.76,29.54,2203.83,31.42,1.174416852,1.190129462,1.265872298
16,65,24.4131516,6070.95,29.75,21096.66,29.3,2095.7,29.5,1.218605467,1.200172779,1.208365084
16,66,12.8955261,3435.53,16.46,11250.41,15.63,1508.38,18.67,1.276411669,1.212048262,1.447788935
16,67,15.90469537,3964.13,19.43,13580.75,18.86,1820.95,23.6,1.221651817,1.185813344,1.483838542
16,68,17.29763663,4299.71,21.05,14967.16,20.79,1791.15,26.16,1.216929251,1.201898296,1.512345331
16,69,12.47975759,3111.81,15.25,11454.68,15.91,1469.28,19.79,1.221978863,1.274864506,1.585767981
16,70,13.99468565,3841.16,18.43,12541.86,17.42,1700,22.31,1.316928473,1.24475822,1.594176572
16,71,1.683176967,868.07,4.08,2900.78,4.03,587.59,5.83,2.423987543,2.394281813,3.463688082
16,72,20.95352846,5382.6,26.43,18328.39,25.46,2053.23,28.97,1.261362737,1.215069818,1.382583371
16,73,16.55683043,3767.18,18.57,13359.6,18.56,1523.85,19.76,1.121591484,1.120987503,1.193465144
16,74,19.87979044,5089.62,25.14,16673.2,23.16,1981.02,25.42,1.264600856,1.165002221,1.278685511
16,75,22.78165941,5783,28.31,20056.23,27.86,2079.04,28.43,1.242666282,1.222913551,1.247933677
16,76,23.06796612,5453.79,27,20038.05,27.83,2258.93,28.03,1.170454294,1.206434926,1.215104958
16,77,23.72427866,5836.6,28.75,21358.76,29.67,2453.69,29.66,1.211838742,1.250617582,1.250196072
16,78,3.636691508,1342.26,6.25,4274.83,5.94,764.95,6.4,1.718595043,1.633352729,1.759841324
16,79,2.328043984,782.03,3.52,2199.92,3.06,495.58,3.55,1.511998925,1.314408156,1.524885279
16,80,8.990534168,2510.63,12.24,8614.34,11.96,1162.11,13.99,1.361431898,1.330288031,1.556081067
16,81,10.70602769,2996.56,14.71,10399.98,14.44,1500.27,17.01,1.373992336,1.348772898,1.588824584
16,82,4.218966632,1227.97,5.87,4047.97,5.62,755.74,5.71,1.391335963,1.332079746,1.353411984
16,83,4.467026067,1344.09,6.45,3939.01,5.47,669.17,7.58,1.44391367,1.224528337,1.69687839
16,84,5.974788601,1680.75,8.14,5445.71,7.56,687.84,8.05,1.362391298,1.265316734,1.347328004
16,85,14.15809192,3317.29,16.29,11953.79,16.6,1311.71,17.89,1.150578771,1.172474377,1.26358835
16,86,11.29608418,2814.18,13.63,9633.56,13.38,1074.51,15.11,1.206612821,1.184481258,1.337631675
16,87,12.98082282,3074.72,15.11,10811.6,15.02,1202.14,16.07,1.164024824,1.157091519,1.237980074
16,88,5.962940802,1975.75,9.57,6817.31,9.47,797.33,9.63,1.604912797,1.588142548,1.614974946
16,89,6.139876137,1976.48,9.46,6558.78,9.11,1102.93,10.22,1.540747694,1.483743287,1.664528693
16,90,6.895671568,1947.48,9.47,6576.98,9.13,1114.71,11.35,1.373325267,1.324018975,1.645960062
16,91,8.637588309,2878.84,13.59,8685.16,12.06,1401.2,16.16,1.573355839,1.396223062,1.870892594
16,92,15.06422746,3474.54,17.11,12097.18,16.8,1348,17.77,1.135803349,1.115224796,1.179615752
16,93,14.97483475,3637.43,17.92,12804.33,17.78,1391.02,18.13,1.196674307,1.187325289,1.210697834
16,94,15.38148271,4134.21,20.4,13558.25,18.83,1555.85,20.65,1.32627006,1.224199276,1.34252337
16,95,13.75559319,3690.18,18.18,12347.74,17.15,1414.35,18.54,1.321644203,1.246765571,1.347815375
16,96,17.05357831,4006.06,19.75,14079.06,19.55,1555.91,20.63,1.158114716,1.146386972,1.209716789
16,97,18.85799179,4687.57,23.13,16352.09,22.71,1938.92,29.04,1.226535692,1.204263967,1.539930674
16,98,20.22996461,5011.69,24.75,17368.49,24.12,1921.69,28.78,1.223432689,1.192290766,1.422642133
16,99,16.91263974,3912.85,19.3,14449.94,20.07,1680.27,21.61,1.141158347,1.186686426,1.277742584
16,100,13.95746457,3293.38,16.19,11474,15.94,1222.33,16.33,1.159952793,1.14204123,1.169983268
16,101,20.56244188,5255,25.95,18572.15,25.79,2143.84,30.17,1.262009646,1.254228469,1.46723819
16,102,9.028414486,2933.17,13.78,9798.63,13.61,1204.47,14.1,1.526292354,1.507462913,1.561736008
16,103,13.35898531,3392.8,16.57,11575.22,16.08,1751.96,22.41,1.240363666,1.203684234,1.677522617
16,104,11.13626277,2886.64,14.08,9740.66,13.53,1652.57,16.25,1.264337982,1.21494978,1.45919689
16,105,13.5194599,3826.38,18.74,12957.31,18,1962.85,25.61,1.386150048,1.331414134,1.894306443
16,106,11.05358461,3357.34,16.04,10726.01,14.9,1475.64,17.65,1.45111297,1.347979006,1.596767078
16,107,13.61967863,4671.22,21.28,15178.81,21.08,1763.19,20.85,1.56244509,1.547760456,1.530873126
16,108,18.7035275,4517.02,22.31,15644.84,21.73,1732.09,21.96,1.192823119,1.161812926,1.174110071
16,109,16.39237601,4006.64,19.77,13896.77,19.3,1555.79,21.01,1.206048469,1.177376604,1.281693391
16,110,19.30402649,4720.81,23.17,16449.01,22.85,1928.35,23.65,1.200267727,1.183690875,1.225133006
16,111,17.47508382,4150.23,20.48,14266.46,19.81,1734.66,21.67,1.171954321,1.133614019,1.240051276
16,112,19.78608878,5034.35,24.85,17361.59,24.11,1816.31,26.1,1.255932907,1.218532893,1.319108607
16,113,26.61038942,6742.81,32.26,23522.67,32.67,2580.79,33.85,1.212308452,1.227715968,1.27205955
16,114,17.66961508,4625.27,22.82,15412.34,21.41,1691.36,21.87,1.291482576,1.211684573,1.237717964
17,1,6.533217587,1770.6,8.85,5848.6,8.12,681.45,8.72,1.354615835,1.242879162,1.334717524
17,2,16.08966385,4024.91,20.08,14379.83,19.97,1740,22.74,1.248006185,1.241169498,1.413329713
17,3,8.704911658,2769.76,13.83,8036.58,11.16,1057.28,11.8,1.588758226,1.282034837,1.355556548
17,4,8.152314115,2117.93,10.59,6970.02,9.68,753.4,10.77,1.299017659,1.187392912,1.32109728
17,5,8.719750822,2199.38,10.85,7551.09,10.49,787.45,11.16,1.244301612,1.203016028,1.279853086
17,6,16.62678491,4113.97,20.37,14359.11,19.94,1729.21,23.09,1.225131624,1.199269739,1.388723083
17,7,10.26126805,2955.37,14.78,9338.78,12.97,1041.62,12.31,1.440367792,1.263976337,1.199656801
17,8,11.092495,2863.69,14.26,10192.61,14.16,1315.62,16.75,1.285553882,1.276538777,1.51002998
17,9,4.58348407,1452.13,7.26,4311.9,5.99,579.62,5.82,1.583947907,1.306866111,1.269776421
17,10,9.11054718,2416.78,12.02,8112.6,11.27,1238.56,14.96,1.319349954,1.237027785,1.642052854
17,11,5.85365415,2033.44,9.39,5767.79,8.01,767.35,8.77,1.604126202,1.368376025,1.498209456
17,12,7.220384507,1871.3,9.33,6843.77,9.51,974.2,10.52,1.292174951,1.317104372,1.456986119
17,13,3.324797809,1037.78,5.14,3205.78,4.45,458.09,4.61,1.54595867,1.338427254,1.386550481
17,14,7.590622719,2096.83,10.38,7312.03,10.16,1032.31,10.87,1.367476739,1.338493609,1.432030072
17,15,8.418259801,2237.43,11.12,7926.15,11.01,982.59,13.92,1.320938087,1.307871254,1.653548397
17,16,1.609333196,450.8,1.99,1467.02,2.04,359.48,2.04,1.236536974,1.267605742,1.267605742
17,17,0,0,0,0,0,0,0,NA,NA,NA
17,18,2.829770394,867.74,4.22,2957.53,4.11,529.24,4.67,1.49128707,1.452414659,1.650310573
17,19,4.280844275,2013.96,9.79,5032.87,6.99,1361.58,11.14,2.286932056,1.632855472,2.602290409
17,20,6.942348077,2151.14,10.37,6337.23,8.8,864.95,8.8,1.493730923,1.267582654,1.267582654
17,21,17.31622846,4435.75,22.11,15472.77,21.49,1860.27,24.92,1.276836931,1.241032368,1.439112452
17,22,15.11178958,3834.91,19.13,13521.08,18.78,1682.24,21.79,1.265899045,1.242738321,1.441920554
17,23,6.673132329,1700.29,8.5,5892.96,8.18,639.23,8.86,1.27376464,1.225811148,1.327712319
17,24,8.527342673,2386.01,11.42,7838.33,10.89,1085.38,11.22,1.339221424,1.277068416,1.315767459
17,25,6.21490083,2057,9.95,6049.72,8.4,944.59,11.03,1.600990953,1.351590352,1.774766855
17,26,13.77149038,3171.92,15.86,11382.83,15.81,1259.69,16.62,1.151654582,1.148023893,1.206841057
17,27,9.83093459,2748.11,13.35,8732.52,12.13,1062.54,13.41,1.357958379,1.23386031,1.364061563
17,28,10.3357456,2642.76,13.21,8928.41,12.4,967.26,12.96,1.278088733,1.199719931,1.253900831
17,29,14.48780668,3650.65,18.07,12510.65,17.38,1527.54,19.37,1.247255737,1.19962948,1.336986366
17,30,10.55270782,2512.29,12.56,8648.88,12.01,857.36,12.95,1.19021584,1.138096516,1.227173179
17,31,12.13769487,3102.93,15.52,10473,14.55,1110.03,15.43,1.278661242,1.198744914,1.271246325
17,32,16.95076899,4126.16,20.49,14619.39,20.3,1491.35,21.02,1.208794717,1.197585786,1.240061735
17,33,3.343241818,888.07,4.44,3259.17,4.53,498.18,5,1.328052304,1.354972283,1.495554397
17,34,3.895639845,1189.17,5.94,3573.16,4.96,655.98,6.39,1.524781611,1.273218315,1.64029537
17,35,5.921782538,1698.59,8.44,5801.95,8.06,838.08,8.84,1.425246528,1.36107666,1.492793756
17,36,8.58508891,2314.39,11.34,8228.48,11.43,1163.8,12.49,1.320894882,1.331378174,1.454848066
17,37,7.354746701,2119.01,10.46,6651.84,9.24,946.34,10.13,1.422210774,1.256331506,1.377341792
17,38,7.236646778,1887.55,9.4,6441.15,8.95,1059.58,9.07,1.29894415,1.236760654,1.253342919
17,39,20.43017526,4873.13,24.24,16941.9,23.53,2019.21,24.69,1.186480277,1.15172776,1.20850652
17,40,23.78688664,6160.26,30.08,21070.17,29.26,2174.07,29.66,1.264562297,1.230089521,1.246905509
17,41,9.400387837,2473.38,12.25,8512.08,11.82,1066.99,12.02,1.303137723,1.257394929,1.278670647
17,42,5.969259177,1649.8,8.25,5518.01,7.66,810.73,10.14,1.382081052,1.283241316,1.698703256
17,43,12.74097833,3293.55,16.41,12214.71,16.97,1575.44,20.41,1.287970168,1.331922837,1.601917802
17,44,13.45712409,3632.07,18.01,12631.82,17.54,1329.61,16.46,1.338324584,1.303398845,1.223143956
17,45,14.78665096,3529.29,17.61,12778.5,17.75,1652.66,19.72,1.190939047,1.200407046,1.333635321
17,46,19.84686218,5054.25,25.2,16583.37,23.03,2025.62,23.84,1.269722124,1.160384941,1.201197438
17,47,19.82187242,5430.49,26.95,16817.4,23.36,2004.09,27.64,1.359609195,1.178496133,1.394419226
17,48,18.14914795,4392.57,21.95,15449.71,21.46,1722.55,22.04,1.209423167,1.182424655,1.214382078
17,49,18.7530508,4384.02,21.91,15912.72,22.1,1906.79,23.23,1.168343233,1.178474918,1.23873178
17,50,19.64023816,4939.78,24.21,16821.71,23.36,2229.94,25.03,1.232673443,1.189394946,1.274424465
17,51,19.40481731,4904.98,24.38,16547.94,22.98,1902.36,24.11,1.256389051,1.184242017,1.24247498
17,52,17.22834735,4392.69,21.88,14983.21,20.81,1715.17,22.16,1.269999934,1.20789299,1.286252219
17,53,9.867702192,2746.36,13.34,8990.77,12.49,972.38,12.99,1.351885144,1.265745536,1.316415894
17,54,7.442693919,1989.65,9.5,7026.63,9.76,645.94,9.74,1.276419547,1.311353135,1.308665936
17,55,5.829117659,1588.06,7.94,5333.53,7.41,622.66,7.67,1.362127249,1.271204397,1.31580806
17,56,5.236678293,1411.58,6.89,5035.9,6.99,743.57,7.8,1.315719549,1.334815623,1.489493829
17,57,9.22007218,2581.81,12.87,8810.13,12.24,1192.12,14.92,1.395867597,1.327538414,1.61820859
17,58,17.20410674,4043.33,20.22,14685.07,20.4,1640.56,20.97,1.175300776,1.185763394,1.218895018
17,59,16.90103342,4279.98,21.39,14453.42,20.07,1698.91,20.77,1.265603083,1.18750135,1.228918936
17,60,1.751240773,431.12,2.16,1551.66,2.16,303.17,2.18,1.233411209,1.233411209,1.244831683
17,61,13.92741337,3614.19,18.03,12710.17,17.65,1681.7,21.34,1.294569172,1.267284853,1.532229958
17,62,5.142766724,1265.51,6.33,4313.51,5.99,569.87,7.44,1.230854974,1.1647427,1.446692102
17,63,6.309483483,1648.07,8.2,5585.78,7.76,783.32,9.45,1.299630948,1.229894653,1.497745422
17,64,23.22100418,5597.9,27.88,19883.68,27.62,2067.72,29.79,1.200637138,1.189440378,1.282890256
17,65,22.83205381,5763.56,28.48,19713.58,27.38,1959.59,27.87,1.24736917,1.199191287,1.220652344
17,66,11.53283018,3072.61,14.91,9955.66,13.83,1363.89,15.27,1.292830967,1.199185263,1.324046202
17,67,14.76120769,3601.21,17.88,12543.87,17.42,1676.47,20.21,1.211283004,1.180120243,1.369129168
17,68,16.09966746,3936.79,19.5,13930.28,19.35,1596.49,22.41,1.211205141,1.201888179,1.391954216
17,69,11.29365531,2748.89,13.71,10417.8,14.47,1324.8,16.39,1.213955945,1.281250367,1.451257326
17,70,12.74388844,3478.24,16.88,11504.97,15.98,1555.52,18.91,1.324556479,1.253934392,1.48384852
17,71,3.246094309,992.9,4.96,3368.87,4.68,494.73,5.95,1.52799011,1.441732604,1.832972007
17,72,19.58967365,5019.68,24.88,17291.51,24.02,1858.57,25.22,1.270056891,1.22615621,1.287412973
17,73,15.00634799,3459.79,17.3,12064.85,16.76,1387.74,18.13,1.15284545,1.116860679,1.208155376
17,74,18.4499915,4726.7,23.59,15378.45,21.36,1786.36,21.66,1.278591375,1.15772411,1.17398428
17,75,21.19801744,5475.61,27.04,18673.14,25.94,1942.93,26.8,1.275590987,1.223699342,1.264269174
17,76,21.4617866,5146.4,25.73,18654.96,25.91,2122.82,26.4,1.198875027,1.207262027,1.230093304
17,77,22.11510624,5529.21,27.48,19975.67,27.74,2317.58,28.03,1.242589554,1.254346224,1.267459432
17,78,5.10595688,1399.83,6.8,4742.92,6.59,733.59,6.81,1.331777796,1.290649364,1.333736293
17,79,1.623185543,477.05,2.3,1320.97,1.83,315.66,2.28,1.416966785,1.127412703,1.404645335
17,80,8.945550683,2147.71,10.69,7577.45,10.52,958.28,12.56,1.195007482,1.176003622,1.404049951
17,81,10.62400781,2633.64,13.16,9363.09,13,1296.44,15.57,1.238703909,1.223643679,1.465548622
17,82,3.807584127,865.05,4.33,3011.09,4.18,543.17,4.18,1.137204027,1.097808968,1.097808968
17,83,2.872528976,1036.7,5.18,2767.14,3.84,530.32,5.03,1.803289033,1.336801137,1.751070239
17,84,4.472620781,1317.83,6.59,4150.96,5.77,551.73,6.42,1.473409064,1.290071366,1.435400029
17,85,12.55143928,3009.9,15.02,10498.54,14.58,1175.6,16.26,1.19667551,1.16161977,1.295468961
17,86,9.688840389,2506.79,12.36,8361.72,11.61,938.4,13.48,1.275694459,1.198285815,1.391291368
17,87,11.37808415,2767.33,13.84,9356.34,13,1066.03,14.44,1.216373497,1.14254736,1.269106452
17,88,7.5717864,1912.26,9.52,6660,9.25,704.46,9.75,1.25729907,1.221640378,1.287674993
17,89,6.699532823,1908.93,9.48,6355.08,8.83,965.68,9.51,1.41502404,1.318002349,1.419501964
17,90,6.418330147,1584.56,7.92,5540.1,7.69,910.88,9.92,1.233965816,1.19813095,1.545573346
17,91,8.012901456,2515.92,12.04,7648.27,10.62,1197.36,14.73,1.502576821,1.325362612,1.83828543
17,92,13.49518301,3167.15,15.84,10802.42,15,1211.89,16.14,1.173752144,1.111507712,1.195982299
17,93,13.45883365,3330.04,16.65,11509.58,15.99,1254.91,16.5,1.237105713,1.188067288,1.225960616
17,94,13.9734218,3826.82,19.13,12263.5,17.03,1361.19,16.9,1.369027592,1.218742284,1.209438908
17,95,12.30885674,3382.78,16.91,11052.99,15.35,1219.69,14.79,1.373807524,1.247069515,1.201573819
17,96,15.47243076,3698.67,18.48,12695.98,17.63,1419.81,19,1.194382466,1.139446043,1.22799063
17,97,17.87025976,4324.65,21.58,15315.21,21.27,1744.26,25.29,1.207592967,1.190245709,1.41520047
17,98,19.15956882,4648.77,23.2,16331.61,22.68,1727.02,25.03,1.2108832,1.183742714,1.306396831
17,99,15.31024859,3605.46,18.03,13090.83,18.18,1544.16,19.98,1.177642537,1.187439896,1.305008203
17,100,12.36866639,2985.99,14.92,10067.8,13.98,1086.22,14.7,1.206273945,1.130275452,1.188487063
17,101,19.6809356,4892.08,24.4,17535.27,24.35,1996.42,28.24,1.239778458,1.237237929,1.434891134
17,102,10.63647175,2869.68,13.73,9641.31,13.39,1111.61,14.22,1.29084158,1.258876093,1.336909488
17,103,12.30486562,3029.88,15.02,10538.33,14.64,1607.47,19.01,1.220655346,1.189773254,1.544917319
17,104,10.08742715,2523.72,12.53,8703.78,12.09,1442.7,12.48,1.242140321,1.198521667,1.237183656
17,105,12.66321378,3463.46,17.19,11920.42,16.56,1772.47,18.99,1.357475306,1.307724903,1.499619318
17,106,10.72459001,2994.42,14.5,9689.13,13.46,1271.81,16.22,1.352033037,1.255059633,1.512412128
17,107,13.0087689,4308.3,19.73,14141.93,19.64,1559.36,19.42,1.516669268,1.509750858,1.492839188
17,108,17.16298907,4209.63,21.04,14261.76,19.81,1595.99,20.33,1.22589369,1.154227852,1.184525605
17,109,14.90296765,3699.25,18.5,12602.01,17.5,1361.12,17.26,1.241363494,1.174262765,1.15815859
17,110,17.80194456,4413.42,21.9,15154.26,21.05,1749.61,20.19,1.230202685,1.182455092,1.134145763
17,111,15.952352,3842.84,19.21,12971.71,18.02,1568.82,19.23,1.204211141,1.12961399,1.205464874
17,112,18.51424217,4671.43,23.3,16324.71,22.67,1621.65,22.35,1.258490614,1.224462756,1.207178765
17,113,25.01427939,6435.42,30.99,22139.59,30.75,2444.69,32.22,1.238892375,1.229297855,1.288064289
17,114,16.26275629,4262.35,21.27,14026.6,19.48,1496.7,18.12,1.307896375,1.197828932,1.114202271
18,1,4.360081064,1093.48,5.47,4127.08,5.73,511.38,6.38,1.25456383,1.314195749,1.463275546
